Customer_ID,Gender,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Payment_Method,Support_Calls,Late_Payments,Usage_Hours,Discount,Churn
CUST-00227,Male,46.0,54.0,25.02,1286.72,Month-to-month,Fiber optic,Electronic check,1.0,1.0,231.0,12.0,0
CUST-00228,Female,25.0,71.0,27.29,1867.73,Month-to-month,DSL,Bank transfer (automatic),3.0,2.0,264.2,22.7,0
CUST-00229,Male,28.0,15.0,60.29,875.17,Two year,Fiber optic,Bank transfer (automatic),1.0,2.0,257.1,19.5,0
CUST-00230,Male,58.0,65.0,49.53,3271.37,Month-to-month,DSL,Electronic check,0.0,0.0,289.8,5.3,0
CUST-00231,Female,54.0,71.0,43.24,2994.07,Two year,Fiber optic,Credit card (automatic),1.0,1.0,178.6,1.5,0
CUST-00232,Female,31.0,15.0,48.1,579.89,Month-to-month,Fiber optic,Bank transfer (automatic),2.0,0.0,273.5,20.5,0
CUST-00233,Female,47.0,21.0,100.35,2084.79,Month-to-month,Fiber optic,Credit card (automatic),0.0,1.0,244.5,7.5,0
CUST-00234,Female,52.0,19.0,112.92,2173.07,Two year,DSL,Credit card (automatic),1.0,2.0,269.5,15.0,0
CUST-00235,Female,38.0,60.0,60.51,3690.61,Month-to-month,DSL,Credit card (automatic),2.0,0.0,13.4,22.4,0
CUST-00236,Female,54.0,33.0,110.61,3626.97,One year,Fiber optic,Electronic check,1.0,2.0,290.1,16.9,1
CUST-00237,Female,22.0,49.0,52.15,2534.78,Two year,No,Mailed check,1.0,0.0,147.3,2.5,0
CUST-00238,Female,36.0,35.0,67.64,2425.1,Month-to-month,DSL,Credit card (automatic),2.0,0.0,241.5,5.6,0
CUST-00239,Male,31.0,44.0,42.6,1780.91,Month-to-month,Fiber optic,Mailed check,0.0,2.0,46.9,6.6,1
CUST-00240,Female,43.0,11.0,84.05,905.12,One year,Fiber optic,Mailed check,4.0,1.0,124.8,7.7,0
CUST-00241,Female,21.0,66.0,117.9,7790.92,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,2.0,88.7,17.0,1
CUST-00242,Male,42.0,46.0,80.35,3718.56,Month-to-month,DSL,Credit card (automatic),1.0,1.0,94.6,15.1,0
CUST-00243,Female,62.0,9.0,55.78,476.53,Month-to-month,Fiber optic,Credit card (automatic),3.0,3.0,45.7,6.1,1
CUST-00244,Male,59.0,3.0,84.78,256.06,Month-to-month,DSL,Credit card (automatic),3.0,0.0,243.7,2.0,0
CUST-00245,Male,42.0,26.0,32.29,715.12,One year,No,Mailed check,4.0,1.0,12.7,5.1,1
CUST-00246,Female,35.0,48.0,108.87,5192.85,Month-to-month,DSL,Electronic check,2.0,3.0,100.6,29.5,0
CUST-00247,Male,57.0,66.0,70.31,4663.14,Month-to-month,DSL,Mailed check,2.0,3.0,60.6,14.1,0
CUST-00248,Male,25.0,70.0,64.93,4495.99,One year,DSL,Credit card (automatic),3.0,0.0,180.8,26.0,0
CUST-00249,Male,56.0,28.0,78.59,2203.47,Month-to-month,DSL,Credit card (automatic),1.0,0.0,83.7,25.5,0
CUST-00250,Male,57.0,26.0,82.48,2166.82,Month-to-month,Fiber optic,Credit card (automatic),1.0,1.0,85.1,15.3,1
CUST-00251,Female,31.0,25.0,27.18,662.37,One year,DSL,Mailed check,1.0,1.0,151.6,21.2,0
CUST-00252,Male,49.0,12.0,88.26,1067.64,Month-to-month,DSL,Credit card (automatic),2.0,0.0,199.3,5.8,0
CUST-00253,Female,68.0,5.0,44.19,172.81,One year,Fiber optic,Bank transfer (automatic),0.0,3.0,45.2,20.7,0
CUST-00254,Male,55.0,48.0,91.4,4376.87,Two year,DSL,Credit card (automatic),0.0,0.0,60.9,8.2,0
CUST-00255,Male,50.0,37.0,102.25,3813.76,Month-to-month,DSL,Electronic check,2.0,2.0,81.7,25.0,1
CUST-00256,Male,40.0,44.0,100.4,4425.45,Month-to-month,Fiber optic,Bank transfer (automatic),1.0,0.0,292.4,2.5,1
CUST-00257,Male,32.0,15.0,75.25,1099.42,Month-to-month,Fiber optic,Credit card (automatic),2.0,0.0,125.2,23.2,1
CUST-00258,Female,50.0,43.0,72.02,3108.07,Month-to-month,No,Bank transfer (automatic),0.0,0.0,183.7,3.0,1
CUST-00259,Female,42.0,48.0,34.29,1681.65,Two year,No,Credit card (automatic),0.0,1.0,80.0,26.4,0
CUST-00260,Male,34.0,70.0,97.53,6724.6,Two year,Fiber optic,Electronic check,0.0,0.0,152.2,9.1,0
CUST-00261,Male,50.0,46.0,47.14,2226.39,Month-to-month,DSL,Credit card (automatic),1.0,0.0,31.5,19.6,0
CUST-00262,Female,64.0,43.0,69.67,2979.0,One year,Fiber optic,Bank transfer (automatic),1.0,1.0,20.1,14.6,1
CUST-00263,Male,72.0,21.0,48.43,1038.3,Two year,Fiber optic,Electronic check,3.0,1.0,145.9,11.0,0
CUST-00264,Male,19.0,23.0,33.38,827.6,Two year,Fiber optic,Mailed check,1.0,0.0,125.6,19.4,0
CUST-00265,Male,31.0,47.0,82.96,3830.54,Month-to-month,Fiber optic,Electronic check,0.0,1.0,49.7,28.4,1
CUST-00267,Female,57.0,25.0,94.86,2357.07,Month-to-month,Fiber optic,Electronic check,2.0,0.0,297.9,27.6,1
CUST-00268,Female,57.0,36.0,51.76,1824.17,Two year,Fiber optic,Bank transfer (automatic),1.0,2.0,124.7,18.3,0
CUST-00269,Male,68.0,51.0,20.01,1107.26,Month-to-month,No,Electronic check,1.0,0.0,191.1,24.2,0
CUST-00270,Male,56.0,15.0,71.11,1023.81,One year,DSL,Credit card (automatic),3.0,2.0,289.3,11.5,1
CUST-00271,Female,68.0,68.0,24.69,1651.14,Month-to-month,DSL,Electronic check,3.0,2.0,251.1,14.2,0
CUST-00272,Female,23.0,21.0,47.62,1010.24,Month-to-month,DSL,Electronic check,0.0,1.0,144.4,26.1,0
CUST-00274,Female,20.0,19.0,26.27,479.35,Two year,DSL,Credit card (automatic),3.0,2.0,47.2,16.0,0
CUST-00275,Male,24.0,34.0,103.93,3549.49,Month-to-month,DSL,Mailed check,2.0,5.0,158.5,0.6,1
CUST-00276,Female,68.0,68.0,20.38,1369.2,One year,No,Electronic check,0.0,2.0,90.9,4.8,0
CUST-00277,Male,25.0,52.0,44.68,2318.69,Month-to-month,DSL,Bank transfer (automatic),2.0,0.0,56.7,19.3,0
CUST-00278,Female,59.0,27.0,94.09,2513.96,Month-to-month,Fiber optic,Electronic check,0.0,1.0,133.6,21.5,0
CUST-00279,Male,69.0,29.0,51.63,1421.55,Month-to-month,DSL,Electronic check,1.0,1.0,48.0,17.5,0
CUST-00280,Female,32.0,28.0,30.19,861.4,Month-to-month,Fiber optic,Credit card (automatic),2.0,0.0,212.7,4.3,0
CUST-00281,Female,64.0,35.0,56.02,2048.45,Month-to-month,Fiber optic,Mailed check,4.0,1.0,142.3,13.4,1
CUST-00282,Female,46.0,8.0,47.04,377.24,Month-to-month,No,Electronic check,1.0,1.0,164.0,10.7,0
CUST-00283,Female,50.0,16.0,104.27,1679.58,Month-to-month,No,Bank transfer (automatic),0.0,0.0,52.4,14.9,1
CUST-00284,Male,69.0,36.0,51.33,1882.52,Month-to-month,DSL,Electronic check,1.0,0.0,50.5,26.1,0
CUST-00285,Female,47.0,30.0,98.89,2903.23,Two year,DSL,Bank transfer (automatic),3.0,0.0,179.2,23.3,0
CUST-00286,Male,56.0,18.0,109.19,2050.55,Two year,DSL,Credit card (automatic),2.0,0.0,295.7,2.5,1
CUST-00287,Male,44.0,2.0,63.38,136.88,Month-to-month,Fiber optic,Mailed check,1.0,1.0,37.9,26.7,1
CUST-00288,Male,53.0,49.0,110.99,5520.1,One year,No,Electronic check,1.0,0.0,92.9,14.2,1
CUST-00289,Male,46.0,4.0,57.73,194.27,Two year,Fiber optic,Mailed check,0.0,1.0,262.1,22.3,0
CUST-00290,Female,55.0,7.0,116.41,905.77,Month-to-month,Fiber optic,Electronic check,3.0,0.0,31.0,4.2,1
CUST-00291,Male,74.0,39.0,28.93,1167.03,Two year,DSL,Bank transfer (automatic),1.0,0.0,264.0,20.1,0
CUST-00292,Male,50.0,13.0,88.7,1180.75,Two year,Fiber optic,Mailed check,1.0,3.0,162.0,7.1,1
CUST-00293,Male,54.0,31.0,69.38,2162.48,Month-to-month,No,Electronic check,3.0,0.0,128.4,13.2,0
CUST-00294,Female,44.0,71.0,58.76,4159.53,Month-to-month,DSL,Credit card (automatic),3.0,1.0,99.8,0.5,0
CUST-00295,Female,72.0,63.0,83.27,5306.04,Two year,Fiber optic,Bank transfer (automatic),2.0,1.0,96.2,4.5,0
CUST-00296,Female,50.0,56.0,90.39,5068.86,Month-to-month,DSL,Mailed check,1.0,0.0,98.7,2.8,0
CUST-00297,Female,21.0,42.0,20.44,760.13,Month-to-month,Fiber optic,Electronic check,4.0,3.0,266.6,7.2,0
CUST-00298,Male,39.0,61.0,36.7,2182.84,Month-to-month,Fiber optic,Mailed check,2.0,2.0,219.9,3.0,1
CUST-00299,Male,19.0,42.0,91.3,3834.6,Month-to-month,DSL,Electronic check,2.0,2.0,204.2,20.8,0
CUST-00300,Female,27.0,56.0,86.64,4867.34,One year,Fiber optic,Bank transfer (automatic),1.0,0.0,241.6,0.9,0
CUST-00301,Male,22.0,36.0,116.6,4194.77,One year,DSL,Credit card (automatic),3.0,1.0,84.6,18.5,0
CUST-00302,Male,27.0,68.0,96.1,6595.75,Two year,Fiber optic,Bank transfer (automatic),2.0,1.0,189.2,4.2,0
CUST-00303,Male,50.0,7.0,115.08,708.0,Month-to-month,Fiber optic,Mailed check,2.0,0.0,143.4,28.4,1
CUST-00304,Female,71.0,54.0,90.25,4880.68,Month-to-month,DSL,Mailed check,3.0,1.0,236.9,28.0,1
CUST-00305,Female,55.0,1.0,49.81,20.0,Month-to-month,Fiber optic,Electronic check,1.0,0.0,99.7,6.8,0
CUST-00306,Male,30.0,44.0,30.54,1381.75,Month-to-month,Fiber optic,Bank transfer (automatic),1.0,0.0,196.5,18.4,0
CUST-00307,Female,48.0,45.0,98.18,4413.38,Month-to-month,DSL,Electronic check,0.0,1.0,265.8,0.8,0
CUST-00308,Female,64.0,47.0,84.41,3988.25,Two year,DSL,Bank transfer (automatic),1.0,1.0,126.6,28.0,0
CUST-00309,Female,53.0,13.0,24.82,279.47,Two year,Fiber optic,Mailed check,1.0,1.0,29.3,15.7,0
CUST-00310,Female,62.0,22.0,56.01,1296.19,Month-to-month,No,Electronic check,1.0,0.0,159.7,1.3,1
CUST-00311,Female,41.0,21.0,115.68,2481.37,One year,DSL,Electronic check,3.0,0.0,110.3,10.3,0
CUST-00312,Male,69.0,9.0,70.04,659.54,Month-to-month,DSL,Bank transfer (automatic),2.0,0.0,204.9,2.3,1
CUST-00313,Female,73.0,26.0,63.27,1638.54,Month-to-month,DSL,Credit card (automatic),3.0,1.0,285.8,11.8,1
CUST-00314,Male,32.0,9.0,65.77,620.92,One year,Fiber optic,Bank transfer (automatic),0.0,0.0,150.8,20.1,0
CUST-00315,Male,46.0,15.0,40.89,578.01,Month-to-month,DSL,Credit card (automatic),0.0,1.0,145.2,14.1,0
CUST-00316,Female,25.0,10.0,56.87,611.48,Two year,DSL,Bank transfer (automatic),2.0,0.0,199.8,11.5,0
CUST-00317,Male,22.0,42.0,56.98,2475.63,One year,Fiber optic,Mailed check,5.0,2.0,40.0,3.6,0
CUST-00318,Male,46.0,24.0,25.24,659.29,Month-to-month,Fiber optic,Electronic check,3.0,0.0,83.5,7.3,1
CUST-00319,Male,64.0,49.0,96.76,4704.76,One year,DSL,Bank transfer (automatic),4.0,1.0,276.5,3.0,0
CUST-00320,Female,21.0,26.0,61.65,1620.97,Month-to-month,Fiber optic,Mailed check,0.0,1.0,204.3,24.2,0
CUST-00321,Female,29.0,37.0,102.22,3717.48,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,1.0,13.9,4.1,1
CUST-00322,Male,62.0,68.0,105.03,7170.66,Month-to-month,DSL,Electronic check,2.0,1.0,69.3,17.9,1
CUST-00323,Female,19.0,50.0,41.2,2082.53,Month-to-month,DSL,Bank transfer (automatic),2.0,1.0,208.0,10.3,1
CUST-00324,Female,44.0,24.0,85.74,1964.27,One year,No,Credit card (automatic),2.0,0.0,231.7,6.8,0
CUST-00325,Female,48.0,19.0,67.23,1219.28,Month-to-month,DSL,Electronic check,0.0,1.0,253.6,19.2,1
CUST-00326,Female,68.0,60.0,108.02,6467.04,One year,Fiber optic,Credit card (automatic),2.0,1.0,94.7,13.7,0
CUST-00327,Male,68.0,39.0,41.57,1606.19,One year,No,Mailed check,1.0,1.0,280.0,12.0,0
CUST-00328,Male,53.0,18.0,87.78,1519.57,Month-to-month,DSL,Mailed check,2.0,2.0,170.4,17.8,1
CUST-00329,Female,53.0,19.0,80.78,1554.27,Two year,DSL,Bank transfer (automatic),2.0,2.0,212.0,14.7,0
CUST-00330,Female,43.0,36.0,49.53,1795.65,Month-to-month,Fiber optic,Credit card (automatic),2.0,1.0,183.1,9.1,1
CUST-00331,Male,60.0,55.0,33.66,1841.59,Month-to-month,No,Credit card (automatic),5.0,1.0,45.6,16.8,0
CUST-00332,Male,44.0,69.0,85.16,5838.25,Month-to-month,No,Electronic check,1.0,0.0,289.3,20.1,0
CUST-00333,Female,22.0,47.0,93.86,4463.86,Month-to-month,Fiber optic,Credit card (automatic),1.0,0.0,45.6,0.8,0
CUST-00334,Male,37.0,49.0,51.56,2609.21,Month-to-month,DSL,Credit card (automatic),2.0,3.0,83.9,14.0,0
CUST-00335,Female,28.0,33.0,84.48,2763.66,One year,Fiber optic,Electronic check,4.0,0.0,246.0,1.7,0
CUST-00336,Female,27.0,21.0,59.51,1219.1,Month-to-month,Fiber optic,Electronic check,2.0,1.0,189.4,5.6,1
CUST-00337,Male,57.0,22.0,91.32,2033.6,Month-to-month,Fiber optic,Credit card (automatic),3.0,0.0,253.1,16.8,1
CUST-00338,Male,55.0,48.0,39.92,1898.26,Two year,DSL,Bank transfer (automatic),1.0,0.0,159.6,26.0,0
CUST-00339,Female,23.0,37.0,109.02,4026.77,One year,DSL,Electronic check,0.0,1.0,119.3,26.5,0
CUST-00340,Female,25.0,15.0,48.74,768.08,Two year,Fiber optic,Electronic check,1.0,1.0,277.3,2.1,0
CUST-00342,Female,64.0,71.0,25.81,1898.43,One year,DSL,Credit card (automatic),2.0,2.0,258.3,17.5,0
CUST-00343,Male,43.0,32.0,31.15,1000.43,Two year,DSL,Electronic check,2.0,1.0,76.9,4.4,0
CUST-00344,Female,63.0,11.0,71.59,766.92,One year,No,Credit card (automatic),4.0,1.0,256.1,23.0,0
CUST-00345,Male,60.0,10.0,46.76,463.14,One year,Fiber optic,Electronic check,4.0,1.0,50.4,22.3,0
CUST-00346,Male,29.0,57.0,103.55,5900.47,Month-to-month,DSL,Bank transfer (automatic),1.0,0.0,178.3,27.1,1
CUST-00347,Male,43.0,25.0,21.47,450.19,Month-to-month,DSL,Bank transfer (automatic),1.0,2.0,267.6,0.3,1
CUST-00348,Female,30.0,2.0,57.91,190.57,Month-to-month,DSL,Electronic check,1.0,0.0,147.3,6.5,1
CUST-00349,Female,57.0,64.0,53.73,3440.79,Month-to-month,No,Electronic check,1.0,0.0,226.5,24.8,0
CUST-00350,Male,35.0,35.0,21.93,789.7,Two year,Fiber optic,Mailed check,0.0,2.0,243.4,20.1,0
CUST-00351,Female,42.0,7.0,32.44,274.66,Month-to-month,Fiber optic,Mailed check,4.0,1.0,223.6,26.8,0
CUST-00352,Male,50.0,18.0,61.36,1053.42,Two year,Fiber optic,Credit card (automatic),2.0,0.0,278.3,1.7,0
CUST-00353,Male,64.0,67.0,69.29,4666.1,Two year,DSL,Credit card (automatic),3.0,0.0,139.6,17.9,0
CUST-00354,Female,57.0,42.0,60.43,2524.68,Month-to-month,Fiber optic,Electronic check,1.0,2.0,60.2,17.1,0
CUST-00355,Female,60.0,39.0,73.09,2892.85,Month-to-month,Fiber optic,Electronic check,0.0,1.0,23.9,1.1,0
CUST-00356,Male,29.0,41.0,79.51,3153.55,Two year,DSL,Mailed check,1.0,1.0,81.5,15.4,0
CUST-00357,Female,61.0,24.0,20.99,498.81,Two year,DSL,Mailed check,0.0,0.0,51.5,18.3,0
CUST-00358,Female,53.0,60.0,66.41,3954.46,Month-to-month,Fiber optic,Electronic check,1.0,2.0,171.8,5.7,0
CUST-00359,Male,65.0,46.0,116.35,5373.71,Month-to-month,No,Bank transfer (automatic),2.0,1.0,63.6,8.2,1
CUST-00360,Male,21.0,19.0,71.9,1389.6,Month-to-month,DSL,Bank transfer (automatic),1.0,0.0,21.3,19.2,1
CUST-00361,Female,22.0,68.0,87.75,5931.62,One year,No,Credit card (automatic),2.0,1.0,20.4,14.0,1
CUST-00362,Male,73.0,42.0,51.19,2114.37,Month-to-month,Fiber optic,Electronic check,0.0,1.0,251.2,25.7,0
CUST-00363,Male,54.0,32.0,97.4,3111.27,One year,DSL,Electronic check,2.0,1.0,181.5,10.3,0
CUST-00364,Female,25.0,39.0,97.29,3749.48,Month-to-month,DSL,Credit card (automatic),3.0,1.0,113.8,8.0,1
CUST-00365,Male,59.0,36.0,72.13,2638.78,Month-to-month,DSL,Mailed check,1.0,1.0,269.3,29.5,0
CUST-00366,Male,66.0,36.0,117.6,4215.14,Month-to-month,Fiber optic,Mailed check,2.0,0.0,30.4,27.3,0
CUST-00367,Female,45.0,3.0,32.56,20.0,Month-to-month,DSL,Bank transfer (automatic),0.0,0.0,294.3,0.9,0
CUST-00368,Female,48.0,8.0,21.69,154.78,Month-to-month,DSL,Electronic check,2.0,0.0,188.7,23.1,0
CUST-00369,Male,26.0,70.0,97.02,6739.47,Month-to-month,Fiber optic,Mailed check,1.0,1.0,63.2,3.3,0
CUST-00370,Male,71.0,41.0,100.72,4047.96,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,1.0,206.9,0.8,1
CUST-00371,Female,68.0,68.0,32.02,2115.49,Month-to-month,DSL,Bank transfer (automatic),2.0,0.0,231.4,8.2,0
CUST-00372,Female,46.0,13.0,46.56,610.75,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,0.0,134.5,8.1,1
CUST-00373,Female,31.0,49.0,21.76,1132.67,Two year,Fiber optic,Mailed check,1.0,0.0,259.9,24.6,0
CUST-00374,Female,57.0,60.0,49.33,2975.46,Month-to-month,Fiber optic,Mailed check,2.0,2.0,53.7,21.3,1
CUST-00375,Male,58.0,2.0,97.31,164.29,Month-to-month,Fiber optic,Electronic check,2.0,0.0,90.9,29.4,1
CUST-00376,Female,39.0,60.0,71.8,4330.8,One year,DSL,Electronic check,1.0,2.0,37.1,21.3,0
CUST-00377,Female,28.0,5.0,54.81,251.1,Two year,Fiber optic,Bank transfer (automatic),1.0,0.0,71.2,12.5,0
CUST-00378,Male,40.0,44.0,57.17,2480.75,Month-to-month,Fiber optic,Bank transfer (automatic),0.0,0.0,79.2,21.0,0
CUST-00379,Female,18.0,27.0,20.14,486.06,One year,Fiber optic,Mailed check,3.0,2.0,276.1,30.0,0
CUST-00380,Male,63.0,32.0,49.98,1511.77,One year,Fiber optic,Mailed check,3.0,2.0,32.7,21.3,1
CUST-00382,Female,38.0,8.0,117.42,947.26,Month-to-month,DSL,Electronic check,1.0,0.0,164.4,28.2,1
CUST-00383,Female,43.0,50.0,104.71,5230.67,One year,Fiber optic,Credit card (automatic),2.0,0.0,270.6,3.4,1
CUST-00384,Male,63.0,67.0,22.36,1498.12,Month-to-month,Fiber optic,Electronic check,0.0,1.0,299.3,21.1,0
CUST-00385,Male,53.0,44.0,109.86,4786.55,One year,Fiber optic,Mailed check,2.0,2.0,228.5,25.5,0
CUST-00386,Female,71.0,58.0,98.32,5732.97,One year,DSL,Bank transfer (automatic),2.0,1.0,291.5,28.6,1
CUST-00387,Male,40.0,3.0,98.04,228.26,Month-to-month,No,Credit card (automatic),3.0,2.0,238.3,6.3,0
CUST-00388,Male,74.0,70.0,65.8,4644.8,Two year,Fiber optic,Electronic check,1.0,1.0,289.3,15.1,0
CUST-00389,Male,18.0,2.0,59.8,69.49,Month-to-month,DSL,Electronic check,3.0,1.0,215.1,20.4,0
CUST-00390,Male,71.0,44.0,50.29,2175.14,Two year,Fiber optic,Mailed check,2.0,1.0,33.1,7.4,1
CUST-00391,Male,72.0,2.0,26.57,20.0,Month-to-month,Fiber optic,Credit card (automatic),1.0,2.0,126.6,18.0,1
CUST-00392,Male,68.0,35.0,42.82,1473.63,Month-to-month,Fiber optic,Electronic check,2.0,1.0,197.5,7.7,1
CUST-00393,Female,57.0,30.0,44.66,1388.57,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,0.0,111.7,10.0,0
CUST-00394,Female,32.0,8.0,68.41,573.06,Two year,No,Mailed check,1.0,0.0,89.3,13.2,0
CUST-00395,Male,38.0,22.0,94.74,2133.2,Month-to-month,DSL,Credit card (automatic),6.0,0.0,177.4,15.9,1
CUST-00396,Female,64.0,44.0,67.38,2990.83,Month-to-month,Fiber optic,Electronic check,3.0,0.0,280.7,13.5,0
CUST-00397,Female,26.0,58.0,25.78,1440.06,Month-to-month,No,Electronic check,3.0,2.0,20.1,14.8,0
CUST-00398,Female,70.0,36.0,115.78,4151.54,One year,No,Credit card (automatic),2.0,3.0,233.1,9.0,1
CUST-00399,Female,26.0,69.0,114.27,7845.62,Month-to-month,Fiber optic,Mailed check,3.0,0.0,219.6,4.8,1
CUST-00400,Male,27.0,31.0,98.52,3120.65,Month-to-month,No,Credit card (automatic),2.0,1.0,289.5,1.4,0
CUST-00401,Female,69.0,47.0,119.13,5539.27,Month-to-month,DSL,Credit card (automatic),2.0,0.0,279.9,5.9,1
CUST-00402,Female,74.0,55.0,74.45,4139.43,Month-to-month,No,Mailed check,2.0,0.0,231.0,17.5,0
CUST-00403,Male,70.0,62.0,116.28,7209.36,Month-to-month,DSL,Electronic check,2.0,0.0,160.9,23.6,1
CUST-00404,Male,43.0,30.0,27.56,918.28,Month-to-month,DSL,Bank transfer (automatic),2.0,0.0,69.2,5.1,0
CUST-00405,Female,58.0,55.0,56.57,3090.87,One year,DSL,Mailed check,1.0,0.0,168.1,3.3,0
CUST-00406,Female,52.0,16.0,42.54,716.26,Month-to-month,Fiber optic,Bank transfer (automatic),0.0,1.0,232.0,22.5,0
CUST-00407,Female,69.0,12.0,39.58,589.04,Month-to-month,DSL,Electronic check,3.0,1.0,269.7,9.2,1
CUST-00408,Female,42.0,17.0,34.08,548.48,Month-to-month,DSL,Credit card (automatic),3.0,0.0,239.0,28.5,1
CUST-00409,Female,43.0,16.0,82.24,1239.09,Two year,DSL,Bank transfer (automatic),3.0,0.0,66.6,21.4,0
CUST-00410,Female,28.0,12.0,98.13,1083.56,Two year,DSL,Electronic check,1.0,0.0,183.9,9.8,0
CUST-00411,Male,55.0,8.0,77.83,658.28,Two year,Fiber optic,Electronic check,2.0,0.0,106.3,8.7,0
CUST-00412,Female,19.0,3.0,34.7,20.0,Month-to-month,Fiber optic,Credit card (automatic),0.0,0.0,12.7,15.7,0
CUST-00413,Female,24.0,16.0,101.11,1599.14,Month-to-month,DSL,Credit card (automatic),1.0,0.0,68.1,2.4,0
CUST-00414,Male,35.0,30.0,83.6,2529.87,Month-to-month,Fiber optic,Electronic check,2.0,1.0,42.8,3.5,1
CUST-00415,Male,44.0,23.0,58.82,1362.12,Month-to-month,No,Electronic check,0.0,0.0,254.4,5.3,0
CUST-00416,Male,51.0,5.0,87.41,458.32,Month-to-month,Fiber optic,Bank transfer (automatic),2.0,0.0,85.0,23.2,1
CUST-00417,Male,44.0,65.0,45.99,3000.46,One year,DSL,Electronic check,4.0,2.0,92.6,15.4,0
CUST-00418,Female,34.0,30.0,54.52,1699.54,Two year,Fiber optic,Electronic check,3.0,1.0,288.4,0.3,0
CUST-00419,Female,60.0,21.0,111.75,2299.13,Two year,DSL,Bank transfer (automatic),3.0,0.0,119.9,20.2,1
CUST-00420,Female,61.0,70.0,49.05,3399.65,Month-to-month,DSL,Mailed check,5.0,1.0,12.8,12.7,1
CUST-00421,Female,68.0,22.0,67.0,1435.37,One year,DSL,Bank transfer (automatic),3.0,2.0,92.3,15.3,0
CUST-00422,Female,71.0,32.0,109.01,3529.83,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,0.0,44.6,6.4,1
CUST-00423,Female,41.0,33.0,90.77,3040.43,Month-to-month,DSL,Credit card (automatic),2.0,1.0,39.8,16.6,1
CUST-00424,Male,42.0,16.0,26.22,442.08,One year,DSL,Bank transfer (automatic),1.0,0.0,32.5,29.4,0
CUST-00425,Female,24.0,38.0,34.73,1378.91,Month-to-month,DSL,Electronic check,2.0,0.0,182.0,2.2,0
CUST-00426,Male,69.0,14.0,20.78,232.02,Month-to-month,No,Electronic check,1.0,2.0,64.9,8.5,0
CUST-00427,Male,23.0,36.0,83.09,3074.6,Month-to-month,Fiber optic,Electronic check,0.0,0.0,114.8,7.3,1
CUST-00428,Female,70.0,23.0,64.77,1565.87,One year,DSL,Mailed check,2.0,2.0,260.0,7.5,1
CUST-00429,Male,41.0,66.0,33.43,2243.16,One year,Fiber optic,Electronic check,4.0,1.0,133.1,11.4,0
CUST-00430,Female,50.0,2.0,115.79,320.67,Month-to-month,Fiber optic,Mailed check,2.0,1.0,275.6,24.5,1
CUST-00431,Male,66.0,65.0,72.97,4660.22,Two year,Fiber optic,Electronic check,3.0,2.0,154.4,27.4,0
CUST-00432,Female,46.0,67.0,44.19,2934.51,Month-to-month,DSL,Bank transfer (automatic),0.0,1.0,125.7,6.1,0
CUST-00433,Male,60.0,52.0,70.06,3606.35,Month-to-month,No,Credit card (automatic),0.0,0.0,227.6,16.3,0
CUST-00434,Female,39.0,62.0,87.96,5489.59,One year,DSL,Electronic check,2.0,0.0,31.2,19.1,0
CUST-00435,Female,43.0,23.0,27.62,582.75,One year,Fiber optic,Mailed check,4.0,1.0,35.9,15.7,0
CUST-00436,Female,45.0,26.0,47.47,1272.09,Two year,DSL,Mailed check,2.0,1.0,199.1,13.0,0
CUST-00437,Female,67.0,68.0,100.7,6916.13,Month-to-month,DSL,Credit card (automatic),1.0,1.0,151.2,5.8,0
CUST-00438,Female,38.0,55.0,65.97,3663.11,One year,DSL,Electronic check,1.0,0.0,239.2,14.6,0
CUST-00439,Male,66.0,6.0,74.66,462.15,One year,Fiber optic,Bank transfer (automatic),2.0,2.0,275.7,12.0,0
CUST-00440,Male,24.0,35.0,63.28,2165.41,Two year,DSL,Electronic check,1.0,0.0,122.6,23.9,0
CUST-00441,Male,34.0,22.0,24.39,494.24,Month-to-month,Fiber optic,Electronic check,1.0,1.0,183.0,22.9,0
CUST-00443,Male,58.0,15.0,64.55,1007.22,One year,Fiber optic,Electronic check,2.0,1.0,294.7,2.7,0
CUST-00444,Female,66.0,60.0,40.92,2453.25,Month-to-month,Fiber optic,Bank transfer (automatic),1.0,0.0,251.0,27.2,0
CUST-00445,Female,37.0,12.0,25.0,279.1,Month-to-month,Fiber optic,Mailed check,0.0,0.0,274.4,16.1,0
CUST-00446,Male,71.0,49.0,104.36,5012.35,Month-to-month,Fiber optic,Credit card (automatic),1.0,0.0,83.8,25.7,0
CUST-00447,Male,39.0,42.0,118.12,4907.5,One year,Fiber optic,Bank transfer (automatic),2.0,0.0,234.0,1.7,0
CUST-00448,Female,45.0,38.0,99.31,3869.35,Two year,DSL,Mailed check,2.0,0.0,87.0,15.8,0
CUST-00449,Male,57.0,45.0,105.38,4678.08,One year,Fiber optic,Credit card (automatic),1.0,1.0,70.5,16.2,0
CUST-00450,Female,66.0,35.0,44.2,1556.47,One year,DSL,Credit card (automatic),0.0,1.0,283.8,25.8,0
