Customer_ID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Payment_Method,Support_Calls,Late_Payments,Usage_Hours,Discount,Complaints,Risk_Level,Churn
CUST_10469,62.0,Male,1,29.66,30.12,Month-to-month,No,Credit card (automatic),0,1,129.5,0.0,0,Low,0
CUST_10470,37.0,Female,3,27.47,79.89,One year,No,Electronic check,0,1,152.6,0.0,0,Low,0
CUST_10471,18.0,Male,16,66.88,1054.69,Month-to-month,Fiber optic,Bank transfer (automatic),3,1,124.5,15.0,0,Medium,1
CUST_10472,25.0,Female,9,56.79,499.02,Two year,DSL,Mailed check,1,1,122.3,0.0,0,Low,0
CUST_10473,63.0,Female,8,20.97,169.66,Two year,No,Electronic check,3,0,151.6,0.0,0,Low,0
CUST_10474,33.0,Female,1,25.1,24.71,Month-to-month,No,Electronic check,2,0,187.0,5.0,0,Low,0
CUST_10475,31.0,Male,54,86.36,4574.39,Month-to-month,Fiber optic,Mailed check,1,1,212.1,0.0,0,Low,0
CUST_10476,29.0,Male,28,82.09,2231.26,Month-to-month,Fiber optic,Mailed check,3,1,130.2,0.0,3,High,1
CUST_10477,68.0,Female,3,86.47,257.05,Month-to-month,Fiber optic,Electronic check,0,1,222.1,5.0,0,High,1
CUST_10478,40.0,Female,1,100.44,97.38,Month-to-month,Fiber optic,Bank transfer (automatic),1,0,179.5,5.0,1,High,1
CUST_10479,32.0,Male,72,83.51,6290.85,Month-to-month,Fiber optic,Electronic check,3,1,84.6,0.0,0,Medium,0
CUST_10480,45.0,Female,27,71.05,1852.07,Month-to-month,Fiber optic,Mailed check,4,2,83.2,0.0,0,High,1
CUST_10481,51.0,Male,12,48.57,606.93,Month-to-month,DSL,Electronic check,1,2,114.0,0.0,0,High,1
CUST_10482,19.0,Female,29,79.43,2286.99,Two year,Fiber optic,Electronic check,1,0,205.0,5.0,0,Low,0
CUST_10483,49.0,Male,33,102.09,3327.82,One year,Fiber optic,Mailed check,3,1,117.4,10.0,2,Medium,1
CUST_10484,40.0,Female,36,99.05,3469.99,Two year,Fiber optic,Electronic check,2,1,54.8,0.0,1,Medium,0
CUST_10485,39.0,Male,15,24.6,374.01,Month-to-month,No,Mailed check,0,1,129.7,0.0,0,Low,0
CUST_10486,68.0,Male,13,30.58,404.92,Month-to-month,No,Electronic check,2,1,50.9,10.0,1,High,1
CUST_10487,42.0,Male,1,57.32,57.13,One year,DSL,Mailed check,0,0,92.5,15.0,0,Low,0
CUST_10488,39.0,Male,62,85.18,5046.52,Month-to-month,Fiber optic,Electronic check,0,1,113.6,15.0,0,Low,0
CUST_10489,39.0,Female,22,26.55,608.55,Month-to-month,No,Bank transfer (automatic),5,1,146.7,0.0,0,Low,0
CUST_10490,66.0,Female,5,80.5,421.83,One year,Fiber optic,Bank transfer (automatic),2,0,186.1,5.0,0,Medium,0
CUST_10491,69.0,Male,60,79.24,4721.62,One year,Fiber optic,Electronic check,1,1,171.2,5.0,2,Low,0
CUST_10492,59.0,Male,59,77.89,4647.74,Month-to-month,Fiber optic,Mailed check,1,0,86.9,15.0,0,Low,0
CUST_10493,23.0,Female,72,84.72,6069.52,Month-to-month,Fiber optic,Electronic check,2,0,123.3,10.0,2,Medium,0
CUST_10494,32.0,Female,49,56.41,2714.86,Month-to-month,Fiber optic,Bank transfer (automatic),3,0,143.4,0.0,0,Low,0
CUST_10495,71.0,Female,72,24.51,1690.13,Month-to-month,No,Electronic check,1,0,128.2,0.0,0,Low,0
CUST_10496,60.0,Male,6,45.63,272.58,Month-to-month,DSL,Mailed check,3,0,127.9,0.0,0,Medium,1
CUST_10497,54.0,Male,44,99.49,4516.93,Month-to-month,Fiber optic,Mailed check,4,2,62.5,0.0,1,High,1
CUST_10498,50.0,Female,41,31.98,1247.85,Month-to-month,No,Credit card (automatic),1,0,88.1,20.0,1,Low,0
CUST_10499,25.0,Male,6,87.17,527.31,Two year,Fiber optic,Mailed check,2,2,121.9,0.0,0,Medium,1
CUST_10500,70.0,Female,2,87.72,182.12,One year,Fiber optic,Bank transfer (automatic),3,0,10.0,0.0,0,Medium,1
CUST_10501,61.0,Male,72,40.94,2864.42,One year,DSL,Mailed check,3,0,168.8,15.0,0,Low,0
CUST_10502,61.0,Female,8,52.02,402.98,Month-to-month,DSL,Credit card (automatic),0,0,78.2,0.0,0,Medium,0
CUST_10503,22.0,Male,49,84.31,4243.67,Month-to-month,Fiber optic,Bank transfer (automatic),2,2,170.9,0.0,0,Medium,1
CUST_10504,56.0,Female,1,79.29,77.35,Month-to-month,Fiber optic,Electronic check,3,1,167.0,0.0,1,High,1
CUST_10505,21.0,Male,1,51.14,49.56,Month-to-month,DSL,Credit card (automatic),2,1,115.5,5.0,0,Medium,1
CUST_10506,23.0,Female,15,56.91,843.23,Month-to-month,DSL,Mailed check,1,0,185.0,0.0,0,Low,0
CUST_10507,62.0,Male,6,56.07,332.8,One year,DSL,Credit card (automatic),2,1,173.4,0.0,0,Low,0
CUST_10508,49.0,Female,28,91.64,2661.91,One year,Fiber optic,Credit card (automatic),1,0,126.1,0.0,0,Medium,0
CUST_10509,69.0,Female,20,90.04,1822.13,Month-to-month,Fiber optic,Electronic check,3,1,121.0,5.0,0,High,1
CUST_10510,47.0,Female,1,92.1,91.23,Month-to-month,Fiber optic,Bank transfer (automatic),2,1,189.4,0.0,0,High,1
CUST_10511,64.0,Female,4,100.11,401.82,Two year,Fiber optic,Electronic check,1,1,150.4,10.0,1,Medium,1
CUST_10512,52.0,Female,11,27.66,318.07,Month-to-month,No,Electronic check,3,1,187.0,0.0,1,Medium,1
CUST_10513,72.0,Female,4,50.03,192.38,Month-to-month,DSL,Electronic check,5,2,32.5,0.0,0,High,1
CUST_10514,57.0,Male,37,98.19,3526.84,Month-to-month,Fiber optic,Bank transfer (automatic),2,0,144.4,5.0,0,Medium,1
CUST_10515,69.0,Female,12,41.68,523.29,One year,DSL,Electronic check,0,0,69.0,0.0,0,Low,0
CUST_10516,33.0,Male,2,46.9,98.09,Two year,DSL,Electronic check,1,1,138.8,0.0,0,Low,0
CUST_10517,30.0,Male,15,97.74,1418.77,Month-to-month,Fiber optic,Bank transfer (automatic),3,0,172.1,10.0,0,High,1
CUST_10518,67.0,Male,2,19.37,37.37,Two year,No,Electronic check,3,2,218.3,0.0,2,Low,0
CUST_10519,59.0,Male,3,18.79,55.93,Two year,No,Electronic check,2,0,97.8,5.0,0,Low,0
CUST_10520,47.0,Female,6,42.57,243.92,Month-to-month,DSL,Electronic check,2,1,116.3,0.0,0,High,1
CUST_10521,36.0,Female,47,68.27,3258.39,Month-to-month,Fiber optic,Mailed check,1,0,135.7,10.0,0,Low,0
CUST_10522,34.0,Female,62,51.59,3063.44,Month-to-month,DSL,Mailed check,2,0,96.1,20.0,1,Low,0
CUST_10523,73.0,Female,42,54.36,2182.21,Two year,DSL,Electronic check,3,0,184.0,0.0,0,Low,0
CUST_10524,36.0,Male,9,81.28,730.44,Month-to-month,Fiber optic,Credit card (automatic),0,1,136.8,5.0,0,Medium,1
CUST_10525,45.0,Male,7,94.42,691.2,One year,Fiber optic,Bank transfer (automatic),2,0,145.5,0.0,0,Medium,0
CUST_10526,72.0,Male,19,24.28,457.94,Month-to-month,No,Electronic check,2,0,167.9,15.0,1,Low,0
CUST_10527,43.0,Male,30,81.6,2412.87,One year,Fiber optic,Electronic check,0,0,136.8,0.0,3,Medium,0
CUST_10528,54.0,Male,72,51.81,3916.07,Month-to-month,DSL,Mailed check,3,1,103.2,5.0,0,Low,0
CUST_10529,43.0,Male,3,45.85,137.99,One year,DSL,Bank transfer (automatic),3,1,137.2,5.0,1,Medium,0
CUST_10530,70.0,Female,1,70.33,69.45,Two year,Fiber optic,Electronic check,2,2,101.5,0.0,0,High,1
CUST_10531,40.0,Female,28,74.01,2048.63,Two year,Fiber optic,Electronic check,1,2,144.9,0.0,2,Medium,1
CUST_10532,26.0,Female,42,20.5,834.74,Two year,No,Credit card (automatic),2,0,184.9,0.0,0,Low,0
CUST_10533,29.0,Female,44,89.04,3922.55,Month-to-month,Fiber optic,Electronic check,3,0,87.1,10.0,0,High,1
CUST_10534,70.0,Female,27,51.57,1383.88,One year,DSL,Mailed check,2,3,71.0,0.0,2,Medium,0
CUST_10535,18.0,Male,72,47.27,3325.43,Month-to-month,DSL,Credit card (automatic),2,1,142.2,5.0,0,Low,0
CUST_10536,18.0,Female,17,62.4,1024.79,Month-to-month,DSL,Bank transfer (automatic),3,2,105.4,0.0,0,High,1
CUST_10537,64.0,Female,58,22.37,1272.97,Month-to-month,No,Mailed check,2,1,141.4,0.0,0,Low,0
CUST_10538,51.0,Male,72,66.18,4769.1,Month-to-month,DSL,Bank transfer (automatic),1,0,154.4,5.0,0,Low,0
CUST_10539,49.0,Male,45,89.76,3860.8,Month-to-month,Fiber optic,Electronic check,1,1,43.5,15.0,1,Medium,1
CUST_10540,71.0,Female,8,24.56,189.68,Two year,No,Bank transfer (automatic),2,2,171.0,5.0,0,Low,0
CUST_10541,65.0,Male,5,37.84,197.67,Month-to-month,DSL,Mailed check,1,1,87.4,10.0,0,Medium,0
CUST_10542,42.0,Female,19,96.66,1844.41,One year,Fiber optic,Credit card (automatic),0,1,139.0,5.0,0,Low,0
CUST_10543,57.0,Female,14,101.74,1362.18,month-to-month,Fiber optic,Credit card (automatic),3,1,110.3,5.0,0,High,1
CUST_10544,62.0,Male,50,22.3,1136.53,month-to-month,No,Credit card (automatic),1,1,115.2,0.0,1,Low,0
CUST_10545,70.0,Male,2,87.24,166.83,Month-to-month,Fiber optic,Credit card (automatic),4,3,216.2,15.0,0,High,1
CUST_10546,18.0,Male,7,63.45,454.76,Two year,DSL,Mailed check,2,1,154.4,5.0,0,Low,0
CUST_10547,33.0,Male,33,60.36,2041.67,Two year,DSL,Mailed check,3,1,180.7,5.0,0,Low,0
CUST_10548,56.0,Male,2,77.3,156.94,Two year,Fiber optic,Mailed check,1,0,146.8,5.0,1,Low,0
CUST_10549,22.0,Female,9,49.13,452.44,Two year,DSL,Bank transfer (automatic),1,0,167.9,0.0,0,Low,0
CUST_10550,39.0,Male,11,88.3,931.28,Month-to-month,Fiber optic,Credit card (automatic),3,0,158.8,0.0,1,High,1
CUST_10551,46.0,Female,23,95.96,2257.13,Month-to-month,Fiber optic,Electronic check,2,1,151.5,0.0,0,High,1
CUST_10552,72.0,Male,4,56.25,216.83,One year,DSL,Credit card (automatic),1,1,189.8,10.0,0,Low,0
CUST_10553,20.0,Female,47,100.56,4650.47,Month-to-month,Fiber optic,Credit card (automatic),3,1,147.0,0.0,2,High,1
CUST_10554,29.0,Male,14,51.86,758.19,Month-to-month,DSL,Credit card (automatic),0,0,242.8,0.0,1,Low,0
CUST_10555,43.0,Male,59,20.29,1197.45,Month-to-month,No,Credit card (automatic),1,1,183.2,15.0,0,Low,0
CUST_10556,33.0,Female,15,47.17,740.62,One year,DSL,Electronic check,2,0,88.7,5.0,1,Low,0
CUST_10557,68.0,Female,7,73.63,494.22,One year,Fiber optic,Electronic check,2,0,132.1,0.0,1,Medium,1
CUST_10558,54.0,Male,3,100.04,299.45,Month-to-month,Fiber optic,Electronic check,2,0,157.9,10.0,0,High,1
CUST_10559,39.0,Female,1,46.55,44.51,Month-to-month,DSL,Electronic check,1,0,142.0,0.0,0,High,1
CUST_10560,74.0,Male,18,18.0,328.22,One year,No,Bank transfer (automatic),1,1,170.9,5.0,0,Low,0
CUST_10561,46.0,Male,2,25.67,49.18,One year,No,Credit card (automatic),3,2,175.9,5.0,0,Low,0
CUST_10562,31.0,Male,11,26.68,283.95,Month-to-month,No,Credit card (automatic),2,1,78.8,0.0,0,Low,0
CUST_10563,45.0,Male,21,91.1,1866.96,One year,Fiber optic,Bank transfer (automatic),4,0,197.6,0.0,1,Medium,0
CUST_10564,22.0,Female,7,90.07,646.17,Month-to-month,Fiber optic,Electronic check,3,1,117.6,0.0,0,High,1
CUST_10565,64.0,Male,4,47.74,184.54,Month-to-month,DSL,Electronic check,2,0,113.2,0.0,0,High,1
CUST_10566,66.0,Male,35,86.42,3129.55,One year,Fiber optic,Electronic check,1,0,113.0,0.0,0,Low,0
CUST_10567,47.0,Female,70,71.61,4828.18,One year,Fiber optic,Mailed check,3,3,176.4,20.0,1,Low,0
CUST_10568,63.0,Female,2,29.28,55.84,Month-to-month,No,Mailed check,0,0,128.0,0.0,2,Medium,0
CUST_10569,69.0,Male,4,71.28,282.13,One year,Fiber optic,Electronic check,2,0,110.1,15.0,2,High,1
CUST_10570,22.0,Female,72,70.78,5340.49,One year,Fiber optic,Mailed check,0,0,120.9,5.0,0,Low,0
CUST_10571,29.0,Male,1,104.26,100.2,One year,Fiber optic,Electronic check,2,1,59.2,5.0,0,High,1
CUST_10572,33.0,Female,72,18.0,1244.38,One year,No,Bank transfer (automatic),3,0,102.1,0.0,0,Low,0
CUST_10573,43.0,Female,1,60.8,62.33,One year,DSL,Mailed check,2,0,84.2,0.0,0,Medium,0
CUST_10574,43.0,Female,49,61.7,2966.51,Month-to-month,DSL,Mailed check,1,0,127.9,5.0,2,Medium,0
CUST_10575,65.0,Male,8,28.93,236.47,Month-to-month,No,Mailed check,0,2,169.9,15.0,2,Low,0
CUST_10576,38.0,Male,66,91.84,5879.6,Month-to-month,Fiber optic,Credit card (automatic),2,0,164.9,0.0,1,Medium,0
CUST_10577,56.0,Male,9,45.83,410.82,Month-to-month,DSL,Electronic check,0,0,196.6,5.0,0,Medium,1
CUST_10578,53.0,Male,25,96.92,2366.13,One year,Fiber optic,Mailed check,1,2,186.5,0.0,2,Medium,0
CUST_10579,50.0,Male,2,81.96,163.13,Month-to-month,Fiber optic,Bank transfer (automatic),1,0,116.2,0.0,0,High,1
CUST_10580,47.0,Female,6,32.0,197.17,Month-to-month,No,Mailed check,1,0,140.9,5.0,1,Medium,0
CUST_10581,54.0,Male,35,57.7,2072.41,Month-to-month,DSL,Credit card (automatic),1,1,138.5,10.0,0,Low,0
CUST_10582,40.0,Male,18,77.91,1404.59,Month-to-month,Fiber optic,Mailed check,0,2,43.2,0.0,0,High,1
CUST_10583,27.0,Female,63,88.94,5843.25,Month-to-month,Fiber optic,Mailed check,3,1,85.2,0.0,0,Medium,1
CUST_10584,,Male,13,50.66,643.02,One year,DSL,Electronic check,0,0,132.5,0.0,0,Low,0
CUST_10585,22.0,Female,48,90.62,4236.8,Month-to-month,Fiber optic,Bank transfer (automatic),3,3,132.2,20.0,1,Medium,1
CUST_10586,53.0,Male,14,99.59,1410.13,One year,Fiber optic,Electronic check,2,1,163.1,0.0,1,High,1
CUST_10587,51.0,Male,72,76.37,5565.34,Two year,Fiber optic,Electronic check,0,2,160.9,0.0,0,Low,0
CUST_10588,69.0,Male,72,83.43,5734.57,Month-to-month,Fiber optic,Mailed check,1,1,60.3,0.0,0,Low,0
CUST_10589,48.0,Male,9,27.75,252.44,Month-to-month,No,Mailed check,0,1,163.3,0.0,1,Low,0
CUST_10590,27.0,Female,52,79.77,4095.96,Month-to-month,Fiber optic,Electronic check,3,2,148.0,10.0,0,High,1
CUST_10591,36.0,Male,45,90.57,4176.5,One year,Fiber optic,Bank transfer (automatic),2,1,168.1,0.0,0,Low,0
CUST_10592,49.0,Female,5,49.11,253.12,One year,DSL,Bank transfer (automatic),0,0,188.0,10.0,1,Low,0
CUST_10593,18.0,Male,23,18.0,416.16,Month-to-month,No,Electronic check,1,2,133.6,0.0,0,Low,0
CUST_10594,,Male,1,77.73,73.86,Month-to-month,Fiber optic,Mailed check,2,1,196.1,5.0,0,High,1
CUST_10595,22.0,Female,43,73.69,3211.88,Two year,Fiber optic,Bank transfer (automatic),2,4,100.0,0.0,0,Low,0
CUST_10596,62.0,Male,4,81.31,333.33,Month-to-month,Fiber optic,Mailed check,1,0,97.4,15.0,0,Medium,1
CUST_10597,21.0,Female,1,49.38,48.14,Month-to-month,DSL,Mailed check,0,0,159.3,0.0,0,Medium,0
CUST_10598,33.0,Female,12,54.84,655.75,Two year,DSL,Electronic check,1,0,123.4,5.0,0,Low,0
CUST_10599,41.0,Female,20,31.46,658.5,One year,No,Bank transfer (automatic),1,1,151.8,10.0,0,Low,0
CUST_10600,33.0,Female,46,29.76,1341.32,Two year,No,Credit card (automatic),4,0,229.7,5.0,0,Low,0
CUST_10601,72.0,Male,72,51.0,3570.34,One year,DSL,Bank transfer (automatic),1,3,157.7,0.0,1,Low,0
CUST_10602,19.0,Male,13,54.0,681.7,Two year,DSL,Electronic check,1,0,149.5,20.0,0,Low,0
CUST_10603,66.0,Male,1,48.72,49.01,Month-to-month,DSL,Mailed check,1,0,100.9,0.0,0,High,1
CUST_10604,45.0,Female,33,65.36,2253.89,One year,Fiber optic,Credit card (automatic),3,0,63.5,15.0,0,Low,0
CUST_10605,49.0,Female,19,18.86,362.23,Two year,No,Electronic check,2,0,136.7,0.0,0,Low,0
CUST_10606,44.0,Male,14,77.92,1069.42,One year,Fiber optic,Credit card (automatic),3,0,188.0,0.0,0,Low,0
CUST_10607,37.0,Female,8,83.55,677.66,Month-to-month,Fiber optic,Credit card (automatic),1,0,125.5,0.0,2,High,1
CUST_10608,41.0,Male,16,33.39,540.91,Month-to-month,DSL,Electronic check,0,1,158.1,0.0,0,Medium,0
CUST_10609,29.0,Female,9,90.84,825.48,Month-to-month,Fiber optic,Credit card (automatic),2,0,204.2,0.0,0,Medium,1
CUST_10610,67.0,Male,33,65.05,2073.54,Month-to-month,DSL,Mailed check,4,2,203.1,0.0,0,Medium,1
CUST_10611,52.0,Female,18,50.77,926.16,Month-to-month,DSL,Credit card (automatic),2,2,159.3,20.0,1,Medium,1
CUST_10612,50.0,Female,50,78.47,3896.1,One year,Fiber optic,Mailed check,2,1,147.7,10.0,1,Low,0
CUST_10613,50.0,Male,18,22.92,392.7,One year,No,Mailed check,2,0,71.7,0.0,0,Low,0
CUST_10614,68.0,Male,6,75.35,453.9,Month-to-month,Fiber optic,Bank transfer (automatic),2,1,111.6,0.0,0,High,1
CUST_10615,60.0,Male,45,87.71,4140.06,One year,Fiber optic,Bank transfer (automatic),1,5,127.4,5.0,0,Low,0
CUST_10616,54.0,Male,19,66.39,1242.46,Month-to-month,DSL,Electronic check,0,0,101.6,0.0,0,Medium,0
CUST_10617,29.0,Male,5,32.74,171.32,Month-to-month,DSL,Bank transfer (automatic),0,2,151.2,10.0,0,Medium,0
CUST_10618,,Female,23,47.12,1040.0,Month-to-month,DSL,Electronic check,2,1,226.0,5.0,0,Low,0
CUST_10619,18.0,Female,10,116.23,1189.32,Month-to-month,Fiber optic,Mailed check,2,0,208.3,5.0,1,High,1
CUST_10620,50.0,Female,44,52.64,2226.83,Month-to-month,DSL,Mailed check,1,2,151.0,5.0,0,Low,0
CUST_10621,57.0,Male,14,73.99,1012.41,Month-to-month,Fiber optic,Mailed check,0,1,175.1,5.0,0,High,1
CUST_10622,27.0,Female,31,33.65,1050.54,Month-to-month,No,Electronic check,1,2,107.2,0.0,1,Medium,0
CUST_10623,60.0,Female,2,85.38,172.34,Two year,Fiber optic,Electronic check,2,0,205.9,0.0,1,Medium,0
CUST_10624,61.0,Male,12,60.44,745.24,Month-to-month,DSL,Electronic check,3,2,69.7,0.0,1,High,1
CUST_10625,46.0,Female,72,95.84,6980.05,One year,Fiber optic,Electronic check,1,0,181.1,5.0,0,Low,0
CUST_10626,30.0,Female,39,87.61,3448.78,One year,Fiber optic,Mailed check,4,0,162.3,0.0,2,Medium,0
CUST_10627,29.0,Male,4,46.3,192.84,One year,DSL,Credit card (automatic),1,1,106.0,10.0,0,Low,0
CUST_10628,48.0,Male,7,21.91,152.64,Two year,No,Electronic check,3,1,130.6,0.0,0,Low,0
CUST_10629,63.0,Male,9,52.06,455.67,Month-to-month,DSL,Credit card (automatic),0,2,89.0,0.0,0,Medium,1
CUST_10630,19.0,Male,25,31.65,764.49,Month-to-month,No,Bank transfer (automatic),2,2,90.9,0.0,0,Low,0
CUST_10631,68.0,Female,33,48.88,1596.91,Two year,DSL,Bank transfer (automatic),0,0,68.4,5.0,0,Low,0
CUST_10632,67.0,Female,33,76.43,2575.85,Month-to-month,DSL,Bank transfer (automatic),1,1,174.5,10.0,0,Medium,0
CUST_10633,52.0,Female,17,63.1,1023.63,One year,Fiber optic,Credit card (automatic),3,0,194.2,10.0,0,Low,0
CUST_10634,40.0,Male,39,18.0,675.96,One year,No,Electronic check,1,2,42.7,15.0,1,Low,0
CUST_10635,34.0,Male,13,77.48,967.57,One year,Fiber optic,Mailed check,3,0,222.7,20.0,0,Low,0
CUST_10636,43.0,Female,3,32.19,97.39,Two year,No,Bank transfer (automatic),0,3,139.5,10.0,0,Low,0
CUST_10637,25.0,Female,19,25.34,469.08,Two year,No,Bank transfer (automatic),0,1,153.0,0.0,0,Low,0
CUST_10638,46.0,Male,72,26.45,1840.84,One year,No,Credit card (automatic),2,2,73.7,0.0,0,Low,0
CUST_10639,43.0,Female,37,62.24,2324.24,Month-to-month,DSL,Electronic check,2,3,199.4,0.0,0,Medium,1
CUST_10640,27.0,Female,20,68.59,1407.65,Two year,DSL,Bank transfer (automatic),0,1,149.0,20.0,1,Low,0
CUST_10641,43.0,Male,24,44.8,1057.15,Month-to-month,DSL,Mailed check,2,2,191.2,0.0,0,Medium,1
CUST_10642,51.0,Male,64,96.73,6239.13,Month-to-month,Fiber optic,Mailed check,4,1,194.9,0.0,0,Medium,0
CUST_10643,68.0,Female,13,60.64,756.64,Two year,DSL,Mailed check,1,1,200.1,15.0,0,Low,0
CUST_10644,58.0,Male,9,84.41,792.75,Month-to-month,Fiber optic,Bank transfer (automatic),3,0,110.8,0.0,0,High,1
CUST_10645,24.0,Male,72,46.35,3282.77,Month-to-month,DSL,Credit card (automatic),2,1,130.6,5.0,0,Low,0
CUST_10646,21.0,Male,47,82.48,4069.42,Month-to-month,Fiber optic,Mailed check,6,1,112.5,10.0,0,Medium,1
CUST_10647,70.0,Male,9,92.3,870.46,Two year,Fiber optic,Credit card (automatic),1,1,180.3,10.0,1,Medium,0
CUST_10648,67.0,Female,14,89.41,1286.64,Month-to-month,Fiber optic,Mailed check,1,0,155.0,10.0,0,Medium,1
CUST_10649,62.0,Female,12,84.62,966.71,One year,Fiber optic,Electronic check,1,1,188.1,10.0,1,Medium,1
CUST_10650,28.0,Male,3,62.64,188.74,Month-to-month,DSL,Electronic check,1,0,190.1,5.0,0,Medium,0
CUST_10651,46.0,Female,72,49.4,3409.85,One year,Fiber optic,Electronic check,0,0,62.3,0.0,0,Low,0
CUST_10652,73.0,Female,12,41.81,521.54,One year,DSL,Mailed check,4,1,200.8,5.0,0,Low,0
CUST_10653,53.0,Female,49,93.61,4719.74,Month-to-month,Fiber optic,Electronic check,2,0,182.8,10.0,0,Medium,0
CUST_10654,42.0,Male,5,43.71,228.87,Month-to-month,DSL,Bank transfer (automatic),4,1,123.4,0.0,1,High,1
CUST_10655,38.0,Male,19,78.93,1515.92,Month-to-month,DSL,Bank transfer (automatic),4,0,155.7,0.0,1,Medium,1
CUST_10656,74.0,Female,1,62.23,62.37,Two year,DSL,Electronic check,0,0,134.4,0.0,0,Low,0
CUST_10657,53.0,Female,34,56.89,1937.93,One year,DSL,Electronic check,1,0,167.7,5.0,0,Low,0
CUST_10658,27.0,Male,20,102.89,2034.43,Two year,Fiber optic,Electronic check,1,0,123.3,0.0,2,Medium,0
CUST_10659,54.0,Male,23,52.53,1204.41,Month-to-month,DSL,Mailed check,3,0,161.6,10.0,0,Medium,0
CUST_10660,26.0,Male,1,88.2,89.39,One year,Fiber optic,Electronic check,2,0,143.0,0.0,0,Medium,1
CUST_10661,41.0,Female,5,50.09,261.29,One year,DSL,Electronic check,4,0,120.6,0.0,0,Medium,0
CUST_10662,52.0,Female,1,60.77,61.35,One year,DSL,Credit card (automatic),1,0,148.6,0.0,2,Medium,0
CUST_10663,66.0,Male,8,76.72,635.68,Two year,Fiber optic,Credit card (automatic),0,1,261.8,5.0,0,Low,0
CUST_10664,52.0,Male,23,74.4,1773.28,Month-to-month,DSL,Electronic check,3,0,109.2,0.0,1,High,1
CUST_10665,65.0,Female,20,62.42,1250.75,Month-to-month,DSL,Mailed check,6,3,128.8,0.0,1,High,1
CUST_10666,53.0,Female,22,91.27,1977.31,One year,Fiber optic,Mailed check,0,1,109.9,15.0,0,Low,0
CUST_10667,35.0,Male,19,79.62,1533.89,One year,Fiber optic,Credit card (automatic),1,1,114.7,10.0,1,Low,0
CUST_10668,66.0,Female,7,74.42,518.12,One year,Fiber optic,Mailed check,3,0,176.7,15.0,0,Low,0
CUST_10669,56.0,Female,6,23.9,137.4,Month-to-month,No,Electronic check,1,1,172.2,5.0,2,High,1
CUST_10670,49.0,Male,3,56.1,166.24,Month-to-month,DSL,Bank transfer (automatic),2,1,139.7,15.0,0,Medium,1
CUST_10671,41.0,Female,45,77.46,3657.92,Month-to-month,Fiber optic,Mailed check,3,0,186.2,10.0,0,Medium,0
CUST_10672,40.0,Male,23,86.22,1893.53,Month-to-month,Fiber optic,Electronic check,3,3,175.7,20.0,0,High,1
CUST_10673,49.0,Female,4,57.03,232.61,One year,DSL,Mailed check,1,0,132.7,0.0,1,Low,0
CUST_10674,54.0,Female,4,24.86,102.83,One year,No,Mailed check,3,0,71.0,0.0,0,Low,0
CUST_10675,29.0,Female,49,,3905.7,Month-to-month,Fiber optic,Mailed check,1,0,177.3,0.0,1,Low,0
CUST_10676,66.0,Female,32,83.83,2701.27,Month-to-month,Fiber optic,Electronic check,1,1,147.6,15.0,1,High,1
CUST_10677,72.0,Male,25,24.05,613.73,Month-to-month,No,Mailed check,3,1,141.0,5.0,4,Medium,1
CUST_10678,30.0,Female,12,65.64,782.11,Month-to-month,Fiber optic,Electronic check,1,0,119.0,0.0,0,Medium,0
CUST_10679,40.0,Female,7,85.09,571.29,One year,Fiber optic,Bank transfer (automatic),0,0,173.5,5.0,1,Low,0
CUST_10680,42.0,Male,72,26.22,1975.13,Two year,No,Electronic check,1,1,155.7,10.0,0,Low,0
CUST_10681,52.0,Female,38,74.01,2793.34,Month-to-month,DSL,Electronic check,4,1,129.3,15.0,1,High,1
CUST_10682,58.0,Female,8,60.26,490.05,One year,Fiber optic,Bank transfer (automatic),1,0,84.9,10.0,1,Medium,0
CUST_10683,47.0,Male,45,75.4,3403.62,Two year,Fiber optic,Bank transfer (automatic),1,0,188.1,10.0,0,Low,0
CUST_10684,34.0,Female,34,85.2,2767.8,Two year,Fiber optic,Credit card (automatic),3,1,167.2,0.0,0,Low,0
CUST_10685,66.0,Female,8,80.62,674.16,Month-to-month,Fiber optic,Mailed check,2,1,151.5,0.0,0,High,1
CUST_10686,37.0,Male,13,23.47,314.04,Two year,No,Electronic check,5,0,20.4,15.0,0,Low,0
CUST_10687,65.0,Female,4,73.5,283.68,Month-to-month,Fiber optic,Bank transfer (automatic),1,2,138.3,10.0,0,High,1
CUST_10688,42.0,Male,2,56.92,119.32,Month-to-month,DSL,Bank transfer (automatic),3,1,129.1,5.0,0,Medium,0
CUST_10689,39.0,Male,30,24.1,740.13,Month-to-month,No,Electronic check,1,2,112.2,0.0,1,Medium,0
CUST_10690,30.0,Male,7,108.42,756.84,Month-to-month,Fiber optic,Credit card (automatic),2,0,173.9,0.0,0,High,1
CUST_10691,36.0,Female,41,85.94,3562.78,Month-to-month,Fiber optic,Electronic check,1,0,172.2,0.0,2,High,1
CUST_10692,66.0,Female,72,58.11,4019.38,Month-to-month,DSL,Credit card (automatic),4,0,159.7,5.0,4,Medium,0
CUST_10693,53.0,Male,1,19.35,19.47,Month-to-month,No,Credit card (automatic),2,1,186.7,5.0,0,Low,0
CUST_10694,29.0,Male,15,22.41,321.82,Two year,No,Bank transfer (automatic),3,1,94.0,15.0,1,Low,0
