Age,Tenure_Months,Monthly_Charges,Total_Charges,Support_Calls,Late_Payments,Usage_Hours,Discount,Complaints,Tenure_to_Age_Ratio,Charges_Deviation,Support_Per_Month,Gender,Contract_Type,Internet_Service,Payment_Method,Churn
34.0,28,33.59,944.2,4,1,129.3,0.0,0,0.8235291695502441,-0.13141652806552173,0.1428570918367529,Female,Month-to-month,No,Credit card (automatic),1
24.0,20,78.02,1631.57,1,0,155.6,0.0,0,0.8333329861112558,-3.558459210770394,0.0499999750000125,Female,Month-to-month,Fiber optic,Bank transfer (automatic),0
18.0,20,107.01,2235.75,3,0,151.4,10.0,0,1.1111104938275034,-4.77744410627794,0.1499999250000375,Male,Two year,Fiber optic,Electronic check,0
41.0,1,84.08,81.1,3,2,143.3,5.0,1,0.024390237953600496,2.9808109918900954,2.9999700002999967,Male,One year,Fiber optic,Electronic check,0
51.0,72,76.37,5565.34,0,2,160.9,0.0,0,1.4117644290657982,-0.9263781532808082,0.0,Male,Two year,Fiber optic,Electronic check,0
34.0,6,78.04,480.55,2,2,10.0,0.0,0,0.17647053633219517,-2.051533180778037,0.33333277777870374,Male,Month-to-month,DSL,Mailed check,1
61.0,7,28.75,207.91,2,0,176.3,0.0,1,0.11475407954851154,-0.9513861408769415,0.2857138775516035,Female,Month-to-month,No,Electronic check,1
42.0,3,85.23,254.06,2,0,23.6,5.0,1,0.07142855442177275,0.543615621281262,0.6666644444518518,Male,One year,Fiber optic,Electronic check,0
74.0,5,75.36,383.78,3,1,138.5,0.0,0,0.06756755843681643,-1.3958464883070292,0.5999988000024,Male,Month-to-month,Fiber optic,Mailed check,1
67.0,9,66.17,619.2,2,0,168.2,10.0,0,0.13432833815994952,-2.6299235556405023,0.22222197530891633,Male,Month-to-month,Fiber optic,Electronic check,1
46.0,1,83.7,87.12,1,1,210.3,0.0,0,0.021739125708885716,-3.4191288087119034,0.9999900000999989,Male,One year,Fiber optic,Mailed check,0
57.0,8,53.25,420.08,1,0,216.2,0.0,0,0.14035085257002586,0.7400656374179562,0.12499984375019532,Female,Month-to-month,DSL,Credit card (automatic),0
25.0,2,43.47,90.25,1,0,141.9,0.0,1,0.0799999680000128,-1.6547743761281168,0.49999750001249993,Male,Month-to-month,DSL,Mailed check,0
24.0,9,55.0,492.92,0,0,181.8,5.0,0,0.3749998437500651,0.23117196536448148,0.0,Male,Month-to-month,DSL,Electronic check,1
39.0,72,71.13,5158.21,0,1,61.0,5.0,2,1.8461533727811863,-0.5117956053061619,0.0,Male,One year,Fiber optic,Credit card (automatic),0
58.0,11,84.44,889.27,0,1,118.8,10.0,1,0.18965513971463108,3.5973462205943463,0.0,Male,Month-to-month,Fiber optic,Mailed check,1
41.0,48,89.35,4294.82,2,4,174.8,0.0,0,1.170731421772824,-0.12539802595874505,0.041666657986112916,Female,One year,Fiber optic,Bank transfer (automatic),0
26.0,30,55.27,1646.02,2,0,158.3,0.0,2,1.1538457100593422,0.40268495577168295,0.06666664444445185,Male,One year,Fiber optic,Bank transfer (automatic),0
58.0,12,20.52,235.55,0,0,99.5,5.0,0,0.2068965160523248,0.8908496909585892,0.0,Male,Month-to-month,No,Credit card (automatic),0
35.0,15,69.32,1067.49,2,0,175.6,10.0,2,0.42857130612248395,-1.8459525560316337,0.1333332444445037,Female,Two year,DSL,Electronic check,0
62.0,11,50.12,551.42,1,3,160.8,0.0,1,0.1774193262226893,-0.009045337231512462,0.09090900826453795,Male,Two year,DSL,Mailed check,0
36.0,45,90.57,4176.5,2,1,168.1,0.0,0,1.249999652777874,-2.2410904864243406,0.044444434567903424,Male,One year,Fiber optic,Bank transfer (automatic),0
72.0,4,50.03,192.38,5,2,32.5,0.0,0,0.055555547839507245,1.9351202371994063,1.2499968750078125,Female,Month-to-month,DSL,Electronic check,1
53.0,11,48.63,524.66,1,0,178.4,5.0,0,0.20754713065148478,0.9336797239275256,0.09090900826453795,Female,Month-to-month,DSL,Credit card (automatic),1
74.0,1,62.23,62.37,0,0,134.4,0.0,0,0.013513511687363285,-0.1393763062369331,0.0,Female,Two year,DSL,Electronic check,0
69.0,37,91.48,3301.59,1,1,108.2,0.0,0,0.5362318063432164,2.247861954631915,0.0270270197224271,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
30.0,8,90.75,740.19,2,0,186.9,0.0,1,0.2666665777778074,-1.7736343454570829,0.24999968750039064,Male,Month-to-month,Fiber optic,Electronic check,1
27.0,30,69.8,2061.15,1,1,124.3,0.0,0,1.1111106995886297,1.0950229016590214,0.033333322222225924,Male,Month-to-month,Fiber optic,Electronic check,1
48.0,11,52.1,555.63,2,1,142.9,10.0,0,0.22916661892362103,1.5882277379747833,0.1818180165290759,Female,Two year,DSL,Mailed check,0
29.0,18,22.25,398.73,3,1,123.8,0.0,1,0.620689441141572,0.09834563980797739,0.16666657407412552,Female,Month-to-month,No,Bank transfer (automatic),0
42.0,19,96.66,1844.41,0,1,139.0,5.0,0,0.4523808446712274,-0.41415943465294447,0.0,Female,One year,Fiber optic,Credit card (automatic),0
26.0,2,95.41,190.83,1,3,73.8,10.0,0,0.07692304733728948,-0.004522927385366415,0.49999750001249993,Female,Month-to-month,Fiber optic,Credit card (automatic),1
72.0,6,85.22,524.94,2,0,202.8,0.0,1,0.08333332175926086,-2.2698541835763706,0.33333277777870374,Female,Month-to-month,Fiber optic,Credit card (automatic),1
50.0,8,87.21,687.08,3,0,56.9,0.0,3,0.15999996800000638,1.3251073561157938,0.37499953125058594,Male,One year,Fiber optic,Electronic check,0
52.0,1,73.3,75.65,2,1,34.6,20.0,0,0.019230765532545088,-2.349243507564921,1.9999800001999979,Female,One year,DSL,Mailed check,0
52.0,5,69.08,359.1,3,1,158.1,15.0,0,0.09615382766272544,-2.739856360287291,0.5999988000024,Male,One year,Fiber optic,Electronic check,0
64.0,59,47.27,2652.22,1,0,109.2,0.0,1,0.9218748559570538,2.3171262631989507,0.01694914966963565,Female,Month-to-month,DSL,Credit card (automatic),0
56.0,28,24.01,678.92,0,0,156.1,15.0,0,0.4999999107143016,-0.2371341974520682,0.0,Male,Month-to-month,No,Electronic check,0
49.0,9,62.75,581.57,0,1,128.4,5.0,2,0.18367343190338123,-1.8688170902032368,0.0,Female,Two year,DSL,Bank transfer (automatic),0
57.0,3,59.28,176.62,2,2,98.0,15.0,0,0.05263156971375969,0.4068629104569652,0.6666644444518518,Female,Two year,DSL,Credit card (automatic),0
58.0,63,28.96,1749.82,2,0,204.1,5.0,0,1.0862067092747052,1.1850837737962294,0.03174602670697989,Female,Month-to-month,No,Credit card (automatic),0
74.0,18,18.0,328.22,1,1,170.9,5.0,0,0.24324321037253913,-0.23443431420315974,0.055555524691375174,Male,One year,No,Bank transfer (automatic),0
52.0,33,82.81,2604.14,3,0,158.7,10.0,0,0.6346152625739879,3.896690579790743,0.09090906336088989,Male,Two year,Fiber optic,Electronic check,0
58.0,31,101.44,3166.23,4,0,156.7,0.0,0,0.5344826664685057,-0.696418665671402,0.1290322164412205,Female,Month-to-month,Fiber optic,Electronic check,1
65.0,33,73.03,2313.99,2,0,147.3,0.0,0,0.5076922295858108,2.9091121578448167,0.06060604224059325,Female,Month-to-month,Fiber optic,Bank transfer (automatic),0
45.0,25,66.56,1691.11,3,0,140.2,5.0,0,0.5555554320987929,-1.0843729422508233,0.1199999520000192,Male,Month-to-month,Fiber optic,Credit card (automatic),0
28.0,26,30.61,798.08,1,0,129.5,0.0,1,0.928571096938894,-0.08537280947199832,0.03846152366864474,Female,Two year,No,Electronic check,0
24.0,46,51.33,2444.66,3,0,174.5,15.0,1,1.9166658680558883,-1.8147710554845489,0.06521737712665714,Female,Month-to-month,DSL,Electronic check,0
35.0,1,55.4,56.39,3,2,76.2,0.0,0,0.028571420408165595,-0.9894361056389442,2.9999700002999967,Male,Month-to-month,DSL,Electronic check,1
50.0,4,62.83,261.11,1,0,83.7,15.0,2,0.07999998400000319,-2.447336806658001,0.24999937500156252,Female,Month-to-month,DSL,Bank transfer (automatic),1
49.0,4,57.03,232.61,1,0,132.7,0.0,1,0.08163263640150277,-1.1223546191134588,0.24999937500156252,Female,One year,DSL,Mailed check,0
34.0,6,90.06,527.25,1,0,107.3,5.0,1,0.17647053633219517,2.1851464580892355,0.16666638888935187,Male,Month-to-month,Fiber optic,Mailed check,1
61.0,23,63.739999999999995,483.25,1,2,150.5,0.0,0,0.37704911851653794,42.72913956993931,0.043478241965981754,Male,Month-to-month,No,Mailed check,0
54.0,56,87.73,5004.65,4,5,217.3,5.0,1,1.0370368449931768,-1.6387340412974822,0.07142855867347166,Female,One year,Fiber optic,Electronic check,0
49.0,1,84.72,81.27,0,3,137.4,0.0,0,0.020408159100375693,3.4508126918730824,0.0,Male,Month-to-month,Fiber optic,Bank transfer (automatic),1
74.0,23,71.56,1575.26,2,0,85.5,10.0,3,0.31081076880935554,3.070464560667588,0.08695648393196351,Female,Two year,Fiber optic,Credit card (automatic),0
59.0,29,36.2,1066.85,3,1,147.2,0.0,0,0.4915253404194338,-0.5879183489936679,0.10344824019026201,Female,Month-to-month,No,Mailed check,0
45.0,3,86.25,264.68,3,0,180.7,15.0,0,0.06666665185185514,-1.976372578758074,0.9999966666777778,Female,Month-to-month,Fiber optic,Electronic check,1
37.0,1,24.08,24.92,2,0,121.6,20.0,0,0.0270270197224271,-0.8397508024919773,1.9999800001999979,Female,Month-to-month,No,Mailed check,1
42.0,20,85.92,1669.54,3,1,150.4,0.0,0,0.47619036281181837,2.4430417384791383,0.1499999250000375,Male,One year,Fiber optic,Electronic check,0
37.0,30,109.21,3115.86,2,2,125.8,0.0,0,0.810810591672813,5.348034620655113,0.06666664444445185,Male,Two year,Fiber optic,Electronic check,0
65.0,5,104.24,510.71,2,1,108.6,10.0,0,0.07692306508875921,2.0982042835914285,0.39999920000160005,Male,Month-to-month,Fiber optic,Electronic check,1
30.0,39,87.61,3448.78,4,0,162.3,0.0,2,1.2999995666668112,-0.8202337358375047,0.10256407626562146,Female,One year,Fiber optic,Mailed check,0
35.0,62,94.81,6110.1,4,0,211.1,5.0,0,1.7714280653062668,-3.7399841048412696,0.06451611862643247,Male,Two year,Fiber optic,Mailed check,0
69.0,26,22.18,577.3,2,0,167.9,20.0,2,0.3768115395925305,-0.023837613908607835,0.07692304733728948,Female,Month-to-month,No,Mailed check,0
31.0,21,79.17,854.12,3,0,204.9,0.0,0,0.6774191363164076,38.49763841541028,0.14285707482996438,Female,Month-to-month,Fiber optic,Credit card (automatic),0
71.0,11,26.63,299.18,2,0,98.3,0.0,0,0.15492955564372454,-0.5681570925844639,0.1818180165290759,Female,Two year,No,Mailed check,0
44.0,4,74.73,288.06,2,2,111.5,0.0,0,0.09090907024793857,2.7151800370499046,0.49999875000312505,Male,Two year,DSL,Mailed check,0
51.0,5,56.61,285.84,0,2,148.9,0.0,1,0.09803919646290264,-0.5578856642286709,0.0,Male,Two year,DSL,Electronic check,0
53.0,26,53.49,1368.61,1,0,200.5,0.0,1,0.49056594517623675,0.851174091856123,0.03846152366864474,Female,One year,DSL,Credit card (automatic),0
58.0,30,58.34,1740.58,2,0,131.4,0.0,0,0.517241290130812,0.3206860064380024,0.06666664444445185,Female,One year,DSL,Mailed check,0
26.0,22,24.27,528.08,1,0,69.3,10.0,0,0.8461535207101843,0.2663745471024761,0.04545452479339782,Female,One year,No,Credit card (automatic),0
47.0,49,68.51,3414.37,1,0,192.1,5.0,0,1.0425529696695808,-1.1710061875497502,0.020408159100375693,Male,Month-to-month,DSL,Electronic check,0
66.0,2,26.03,53.5,3,0,94.7,15.0,1,0.03030302571166277,-0.7198662506687441,1.4999925000374998,Female,One year,No,Electronic check,0
19.0,45,20.77,947.42,0,1,185.0,0.0,2,2.368419806094839,-0.28377309916153237,0.0,Male,Month-to-month,No,Credit card (automatic),1
50.0,21,97.5,2049.06,2,3,144.7,10.0,0,0.4199999160000168,-0.07423925036225398,0.09523804988664292,Female,One year,Fiber optic,Electronic check,0
61.0,12,64.01,750.7,1,1,116.4,0.0,0,0.19672127922601979,1.4517187985676685,0.08333326388894677,Female,One year,DSL,Electronic check,0
28.0,22,20.17,432.6,0,1,80.2,0.0,0,0.7857140051021411,0.5063725743761012,0.0,Male,Month-to-month,No,Electronic check,0
63.0,31,83.31,2671.53,3,0,160.3,0.0,0,0.49206341395818826,-2.8683592973034564,0.09677416233091538,Male,One year,Fiber optic,Mailed check,0
35.0,46,25.04,1137.02,2,0,156.9,5.0,0,1.3142853387756175,0.32217928648276484,0.04347825141777143,Male,Month-to-month,No,Electronic check,0
27.0,18,48.12,882.91,1,1,155.8,0.0,1,0.6666664197531779,-0.930528305262051,0.055555524691375174,Female,Month-to-month,DSL,Mailed check,0
40.0,69,50.91,3428.52,1,1,136.1,0.0,0,1.7249995687501076,1.2213115490852786,0.014492751522789634,Female,Month-to-month,DSL,Credit card (automatic),0
30.0,5,49.17,239.71,1,1,102.2,5.0,0,0.16666661111112963,1.2280958838082299,0.19999960000080003,Male,Two year,DSL,Mailed check,0
46.0,16,72.96,1136.19,1,0,182.6,0.0,0,0.34782601134217145,1.948169382394127,0.06249996093752441,Male,One year,Fiber optic,Electronic check,0
20.0,38,78.47,3008.6,2,1,100.6,10.0,0,1.899999050000475,-0.7036633753517378,0.05263156509695655,Female,One year,Fiber optic,Electronic check,0
71.0,38,51.16,2013.07,1,1,92.6,5.0,0,0.5352111922237757,-1.8155123748651647,0.026315782548478276,Male,Month-to-month,Fiber optic,Mailed check,0
65.0,13,94.91,1198.62,1,1,170.0,0.0,1,0.19999996923077396,2.7085324626673355,0.07692301775152481,Male,Two year,Fiber optic,Mailed check,0
43.0,12,46.56,557.52,2,1,218.9,15.0,0,0.27906970254192964,0.10003871663440833,0.16666652777789354,Male,Month-to-month,DSL,Bank transfer (automatic),0
44.0,5,67.84,332.79,2,0,67.2,0.0,2,0.11363633780992322,1.2821331157337568,0.39999920000160005,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
55.0,7,88.71,613.61,3,2,91.8,5.0,0,0.1272727041322356,1.0515537977802722,0.4285708163274053,Male,One year,Fiber optic,Mailed check,0
51.0,5,28.64,143.75,1,2,132.4,10.0,0,0.09803919646290264,-0.10994250011500029,0.19999960000080003,Female,Month-to-month,No,Electronic check,1
70.0,20,55.89,1108.7,2,0,150.4,0.0,1,0.285714244897965,0.45502771748613924,0.099999950000025,Male,Month-to-month,DSL,Electronic check,0
66.0,9,87.32,766.98,3,2,130.3,0.0,0,0.13636361570248245,2.1000946887836704,0.3333329629633745,Female,Month-to-month,Fiber optic,Mailed check,1
70.0,36,69.71,2628.64,0,2,100.5,0.0,0,0.514285640816337,-3.3077574950673636,0.0,Female,Month-to-month,DSL,Mailed check,0
52.0,1,55.5,55.2,2,0,173.6,20.0,2,0.019230765532545088,0.30055199448005254,1.9999800001999979,Male,One year,DSL,Mailed check,0
64.0,15,48.39,693.36,2,1,85.7,0.0,0,0.23437496337891195,2.166030815979454,0.1333332444445037,Female,Month-to-month,DSL,Bank transfer (automatic),0
71.0,57,23.6,1357.66,1,1,172.9,0.0,0,0.8028167883356636,-0.21859231252766165,0.017543856571253232,Male,Month-to-month,No,Bank transfer (automatic),0
23.0,7,59.18,405.28,1,0,98.3,0.0,1,0.30434769376187226,1.2829398529430662,0.14285693877580175,Female,Month-to-month,DSL,Credit card (automatic),1
62.0,11,72.83,804.72,2,2,73.8,0.0,0,0.1774193262226893,-0.32629713063897725,0.1818180165290759,Male,One year,DSL,Mailed check,0
34.0,2,85.93,178.15,2,0,212.6,0.0,1,0.058823512110731724,-3.144554627226853,0.9999950000249999,Male,Month-to-month,Fiber optic,Electronic check,1
26.0,22,38.79,852.87,4,0,119.1,0.0,1,0.8461535207101843,0.02319943945479963,0.1818180991735913,Male,Two year,DSL,Electronic check,0
48.0,3,73.53,218.76,3,2,44.9,0.0,2,0.06249998697916938,0.6102430658564515,0.9999966666777778,Female,Month-to-month,Fiber optic,Electronic check,1
47.0,14,24.09,333.74,2,0,115.9,10.0,0,0.29787227704845165,0.2514455989674289,0.1428570408163994,Female,Month-to-month,No,Bank transfer (automatic),0
34.0,20,69.24,1358.39,0,0,114.8,5.0,0,0.5882351211073172,1.3205339597330124,0.0,Male,Month-to-month,Fiber optic,Credit card (automatic),0
42.0,45,92.43,4272.05,1,1,150.8,5.0,1,1.0714283163265912,-2.504423347905913,0.022222217283951712,Male,Month-to-month,Fiber optic,Credit card (automatic),0
62.0,5,103.91,513.45,1,0,152.8,0.0,0,0.08064514828304059,1.220205379589217,0.19999960000080003,Male,Month-to-month,Fiber optic,Bank transfer (automatic),1
59.0,47,23.46,1152.26,1,1,39.2,0.0,0,0.7966100344728755,-1.0561649965606357,0.021276591217746547,Female,Month-to-month,No,Electronic check,0
63.0,5,74.96,376.93,2,1,125.1,5.0,1,0.07936506676744971,-0.42584922830155847,0.39999920000160005,Female,Two year,Fiber optic,Mailed check,0
32.0,24,59.73,1402.95,2,0,123.0,0.0,0,0.7499997656250732,1.2737743567606756,0.08333329861112558,Female,Month-to-month,DSL,Electronic check,0
70.0,16,91.11,1413.05,4,0,133.9,15.0,1,0.228571395918372,2.7944301972311223,0.24999984375009765,Male,Two year,Fiber optic,Mailed check,0
26.0,19,91.73,1808.66,2,1,149.6,5.0,1,0.7307689497042501,-3.4625814775886994,0.10526310249310396,Male,Month-to-month,Fiber optic,Credit card (automatic),0
45.0,2,75.73,153.11,0,0,157.4,10.0,1,0.044444434567903424,-0.8246172269138725,0.0,Male,Month-to-month,DSL,Electronic check,0
68.0,4,75.82,308.39,2,0,47.8,0.0,0,0.058823520761246945,-1.2773072567318735,0.49999875000312505,Female,Month-to-month,Fiber optic,Electronic check,1
46.0,28,27.64,793.99,2,0,104.2,0.0,0,0.6086955198488,-0.716775586865861,0.07142854591837645,Female,Month-to-month,No,Mailed check,0
32.0,66,89.35,6075.71,0,1,189.5,10.0,0,2.062499355468951,-2.7061981733033065,0.0,Female,One year,Fiber optic,Electronic check,0
38.0,13,45.33,560.48,3,0,160.0,0.0,0,0.34210517313021754,2.2161870106253687,0.23076905325457442,Male,Month-to-month,DSL,Electronic check,0
21.0,38,87.26,3307.63,0,1,125.1,5.0,1,1.8095229478462154,0.217128169176803,0.0,Female,Month-to-month,Fiber optic,Credit card (automatic),0
67.0,6,47.67,292.48,1,2,104.9,0.0,1,0.08955222543996635,-1.0765854223576312,0.16666638888935187,Female,Month-to-month,DSL,Electronic check,1
54.0,16,29.48,483.08,1,1,189.1,0.0,0,0.2962962414266219,-0.7124811296992917,0.06249996093752441,Male,One year,No,Mailed check,0
56.0,3,18.0,55.99,2,0,129.2,5.0,0,0.053571419005103746,-0.6632711224295917,0.6666644444518518,Female,Month-to-month,No,Electronic check,1
34.0,14,72.96,991.41,0,0,170.0,0.0,1,0.41176458477512207,2.1450505821067196,0.0,Male,Two year,Fiber optic,Electronic check,0
19.0,48,66.75,3294.83,2,1,180.2,15.0,0,2.5263144598344947,-1.8922773661922037,0.041666657986112916,Female,One year,Fiber optic,Electronic check,0
49.0,41,93.68,3747.72,0,1,93.5,0.0,2,0.8367345231154034,2.2722174165323565,0.0,Female,Month-to-month,Fiber optic,Credit card (automatic),1
34.0,7,56.79,384.33,1,2,140.1,15.0,0,0.20588229238756103,1.8857927202961093,0.14285693877580175,Female,One year,DSL,Credit card (automatic),0
28.0,4,56.27,233.98,2,2,114.0,20.0,0,0.1428570918367529,-2.2248537628655924,0.49999875000312505,Female,Two year,DSL,Electronic check,0
57.0,21,50.08,1085.67,1,0,150.3,0.0,0,0.3684209879963179,-1.6185468102158111,0.04761902494332146,Male,Month-to-month,DSL,Credit card (automatic),0
31.0,15,50.56,755.89,2,0,155.9,0.0,0,0.4838708116545769,0.16736692842204803,0.1333332444445037,Female,Month-to-month,DSL,Electronic check,0
25.0,9,20.17,184.93,6,0,110.1,0.0,0,0.3599998560000576,-0.3777549469389463,0.666665925926749,Male,Month-to-month,No,Mailed check,1
61.0,1,103.06,100.9,1,0,189.2,15.0,0,0.016393439935501648,2.1610089899101013,0.9999900000999989,Female,Month-to-month,Fiber optic,Mailed check,1
38.0,26,98.69,2668.51,1,0,137.8,0.0,0,0.6842103462604351,-3.9449605250151905,0.03846152366864474,Male,Month-to-month,Fiber optic,Mailed check,0
69.0,19,91.09,1671.66,0,0,99.7,0.0,0,0.275362278933003,3.107941043188916,0.0,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
45.0,14,62.17,831.02,2,3,175.4,0.0,0,0.31111104197532397,2.811470970377883,0.1428570408163994,Female,Month-to-month,Fiber optic,Electronic check,0
32.0,7,74.76,523.32,2,1,221.2,0.0,0,0.21874993164064635,0.00010679984742978377,0.2857138775516035,Male,One year,DSL,Bank transfer (automatic),0
32.0,17,87.28,1470.12,4,0,135.1,0.0,0,0.5312498339844268,0.802403810350711,0.23529397923883574,Female,Month-to-month,Fiber optic,Mailed check,1
40.0,4,109.68,453.27,2,1,167.1,10.0,2,0.09999997500000624,-3.6372167069582275,0.49999875000312505,Female,Two year,Fiber optic,Credit card (automatic),0
73.0,72,63.739999999999995,1361.84,2,0,125.7,10.0,0,0.9863012347532555,44.82555818256136,0.027777773919753623,Male,Month-to-month,No,Bank transfer (automatic),0
53.0,15,18.0,280.81,1,2,168.6,0.0,1,0.28301881452475197,-0.7206541862305436,0.06666662222225185,Female,One year,No,Electronic check,0
66.0,1,20.75,20.94,0,0,93.4,10.0,0,0.015151512855831386,-0.18979060209397858,0.0,Male,Month-to-month,No,Mailed check,1
56.0,35,38.48,1300.99,3,1,105.3,5.0,0,0.624999888392877,1.3088677631806362,0.08571426122449678,Male,One year,DSL,Credit card (automatic),0
60.0,3,23.16,68.69,1,0,170.4,10.0,0,0.049999991666668055,0.26340965530114957,0.3333322222259259,Female,Month-to-month,No,Electronic check,1
52.0,39,87.16,3307.95,4,3,162.4,0.0,1,0.7499998557692584,2.340790979284378,0.10256407626562146,Female,Two year,Fiber optic,Mailed check,0
39.0,1,-20.0,87.01,3,1,168.0,0.0,0,0.025641019066405365,-107.00912990870091,2.9999700002999967,Female,Month-to-month,Fiber optic,Credit card (automatic),1
20.0,5,86.45,444.87,2,0,71.2,0.0,0,0.24999987500006252,-2.5238220523558965,0.39999920000160005,Female,Month-to-month,Fiber optic,Electronic check,1
52.0,19,52.95,1000.29,2,4,189.3,5.0,1,0.36538454511835666,0.30318560358652746,0.10526310249310396,Female,One year,DSL,Credit card (automatic),0
41.0,6,55.72,319.64,1,0,204.6,0.0,0,0.146341427721603,2.446755455407569,0.16666638888935187,Male,One year,DSL,Bank transfer (automatic),0
51.0,5,94.04,464.42,3,0,164.4,20.0,1,0.09803919646290264,1.1561857676284575,0.5999988000024,Female,Month-to-month,Fiber optic,Electronic check,1
38.0,17,83.07,1414.87,3,1,129.7,10.0,0,0.4473683033241307,-0.1575981014128871,0.1764704844291268,Female,Month-to-month,Fiber optic,Electronic check,0
57.0,11,53.66,618.85,2,1,157.9,15.0,0,0.19298242228378557,-2.599039764509314,0.1818180165290759,Male,Month-to-month,DSL,Mailed check,0
72.0,72,72.05,5215.82,2,2,111.3,20.0,0,0.9999998611111304,-0.3919343830646653,0.027777773919753623,Male,One year,Fiber optic,Bank transfer (automatic),0
30.0,9,70.99,658.24,3,3,109.5,0.0,0,0.29999990000003335,-2.147696513670553,0.3333329629633745,Male,One year,Fiber optic,Bank transfer (automatic),0
49.0,5,24.79,124.94,0,1,125.0,0.0,1,0.10204079550187846,-0.19795002409995277,0.0,Male,One year,No,Electronic check,0
29.0,47,72.78,3411.46,1,1,187.5,0.0,2,1.6206890963141047,0.1957601243063607,0.021276591217746547,Female,Two year,Fiber optic,Credit card (automatic),0
37.0,1,77.93,80.81,2,1,138.4,0.0,0,0.0270270197224271,-2.8791919080809123,1.9999800001999979,Female,Month-to-month,Fiber optic,Mailed check,0
24.0,11,55.99,629.92,1,0,47.3,0.0,0,0.4583331423611907,-1.2754024859977378,0.09090900826453795,Male,One year,DSL,Electronic check,0
48.0,72,23.84,1673.92,4,3,111.0,5.0,1,1.499999687500065,0.5911143401230099,0.055555547839507245,Female,One year,No,Mailed check,0
56.0,30,70.74,2104.42,2,0,129.9,15.0,1,0.5357141900510375,0.5926900491033109,0.06666664444445185,Male,One year,Fiber optic,Electronic check,0
62.0,72,87.67,6467.57,5,0,116.1,0.0,0,1.1612901352757845,-2.1573486350904574,0.06944443479938406,Female,Month-to-month,Fiber optic,Electronic check,1
65.0,24,71.44,1796.76,2,0,117.7,0.0,0,0.3692307124260442,-3.4249688062629957,0.08333329861112558,Male,One year,Fiber optic,Electronic check,0
69.0,33,82.65,2819.3,1,0,203.9,10.0,0,0.4782608002520579,-2.7833074444522765,0.030303021120296626,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
29.0,60,87.22,5143.15,2,1,186.6,5.0,0,2.06896480380524,1.500847619858746,0.0333333277777787,Female,Month-to-month,Fiber optic,Electronic check,0
67.0,6,70.04,402.1,1,0,153.4,0.0,1,0.08955222543996635,3.0234450275916203,0.16666638888935187,Male,Month-to-month,Fiber optic,Electronic check,1
63.0,24,63.739999999999995,2475.84,3,2,166.1,0.0,1,0.38095232048375866,-39.41995701668459,0.12499994791668836,Male,Month-to-month,Fiber optic,Electronic check,0
50.0,2,106.92,215.39,0,0,115.8,5.0,2,0.039999992000001594,-0.7744615276923525,0.0,Female,One year,Fiber optic,Electronic check,0
74.0,30,45.71,1347.54,5,1,122.1,0.0,1,0.40540535062089855,0.7920149726616756,0.16666661111112963,Female,One year,DSL,Mailed check,0
20.0,6,89.7,534.04,4,0,232.6,0.0,2,0.299999850000075,0.6934816775305421,0.6666655555574075,Female,Month-to-month,Fiber optic,Bank transfer (automatic),1
40.0,8,58.24,474.42,1,0,104.4,10.0,1,0.19999995000001247,-1.0624258719676618,0.12499984375019532,Female,One year,Fiber optic,Bank transfer (automatic),0
63.0,67,70.27,4707.31,4,2,174.9,10.0,0,1.063491894683826,0.0116522773653287,0.05970148362664423,Female,Two year,DSL,Credit card (automatic),0
49.0,14,64.9,881.74,3,2,59.6,10.0,1,0.2857142274052597,1.9186164152739948,0.21428556122459913,Female,Month-to-month,DSL,Bank transfer (automatic),0
72.0,12,55.62,673.13,0,1,85.7,0.0,1,0.16666664351852173,-0.4741199215667393,0.0,Male,One year,DSL,Electronic check,0
48.0,72,44.41,3058.58,1,3,57.4,0.0,2,1.499999687500065,1.9297281222599807,0.013888886959876811,Female,Month-to-month,DSL,Electronic check,1
46.0,9,95.5,859.71,3,0,116.9,10.0,0,0.19565213137997142,-0.02322719641423987,0.3333329629633745,Male,Month-to-month,Fiber optic,Electronic check,1
46.0,26,70.55,1915.31,2,1,148.1,10.0,0,0.5652172684310286,-3.115740897791966,0.07692304733728948,Female,Month-to-month,DSL,Bank transfer (automatic),0
34.0,5,41.59,215.23,1,0,212.5,5.0,1,0.1470587802768293,-1.4559139081721781,0.19999960000080003,Female,Month-to-month,DSL,Mailed check,1
61.0,2,50.96,106.28,1,2,171.2,0.0,0,0.032786879871003295,-2.1797343013284944,0.49999750001249993,Male,One year,DSL,Mailed check,0
61.0,10,18.0,178.34,3,0,119.0,20.0,2,0.1639343993550165,0.1660178339821634,0.2999997000003,Male,Month-to-month,No,Mailed check,1
66.0,8,80.62,674.16,2,1,151.5,0.0,0,0.12121210284665108,-3.6498946626316666,0.24999968750039064,Female,Month-to-month,Fiber optic,Mailed check,1
29.0,10,30.81,309.42,4,1,224.7,0.0,1,0.3448274673008733,-0.13196905803094694,0.3999996000004,Male,One year,No,Mailed check,0
27.0,11,28.92,312.25,2,4,152.7,0.0,0,0.40740725651583093,0.5336621693980277,0.1818180165290759,Male,One year,No,Mailed check,0
