Order_ID,Quantity,Unit_Price,Cost_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Customer_Rating,Delivery_Time_Days,Marketing_Spend,Page_Views
ORD-10267,1,243.87,132.61,0.154,206.31,132.61,73.7,0.3572,3.8,4,26.14,11
ORD-10268,1,290.57,161.75,0.099,261.8,161.75,100.05,0.3822,3.4,5,33.83,51
ORD-10269,19,192.44,102.36,0.164,3056.72,1944.84,1111.88,0.3637,3.6,2,113.0,116
ORD-10270,2,288.04,162.64,0.099,519.05,325.28,193.77,0.3733,3.5,4,50.87,36
ORD-10271,21,181.86,102.5,0.032,3696.85,2152.5,1544.35,0.4177,3.7,8,182.47,124
ORD-10272,12,37.5,20.82,0.081,413.55,249.84,163.71,0.3959,3.7,6,39.75,44
ORD-10273,26,150.76,83.69,0.055,3704.17,2175.94,1528.23,0.4126,3.6,7,149.15,108
ORD-10274,6,181.65,110.12,0.155,920.97,660.72,260.25,0.2826,3.5,6,46.95,36
ORD-10275,23,256.27,145.66,0.171,4886.3,3350.18,1536.12,0.3144,3.9,5,228.2,136
ORD-10276,4,50.7,38.88,0.056,191.44,155.52,35.92,0.1876,4.3,3,7.98,30
ORD-10277,23,61.91,36.71,0.052,1349.89,844.33,505.56,0.3745,3.7,8,78.43,73
ORD-10278,11,103.33,49.47,0.059,1069.57,544.17,525.4,0.4912,3.5,7,57.02,76
ORD-10279,24,104.28,56.04,0.152,2122.31,1344.96,777.35,0.3663,3.3,4,102.3,103
ORD-10280,27,260.28,134.65,0.147,5994.51,3635.55,2358.96,0.3935,3.1,2,242.24,135
ORD-10281,17,98.99,57.09,0.052,1595.32,970.53,624.79,0.3916,3.8,4,83.77,79
ORD-10282,6,227.09,128.63,0.182,1114.56,771.78,342.78,0.3075,2.8,6,63.47,35
ORD-10283,24,180.58,94.89,0.048,4125.89,2277.36,1848.53,0.448,3.8,4,157.4,107
ORD-10284,5,207.05,110.6,0.063,970.03,553.0,417.03,0.4299,4.3,5,53.73,28
ORD-10285,20,295.77,163.42,0.028,5749.77,3268.4,2481.37,0.4316,3.1,8,254.2,134
ORD-10286,2,150.47,76.77,0.11,267.84,153.54,114.3,0.4267,3.3,4,19.93,42
ORD-10287,6,273.26,143.93,0.095,1483.8,863.58,620.22,0.418,4.0,5,37.64,37
ORD-10288,22,156.38,92.2,0.014,3392.19,2028.4,1363.79,0.402,2.5,7,148.97,117
ORD-10289,11,133.55,74.03,0.082,1348.59,814.33,534.26,0.3962,4.0,3,90.94,74
ORD-10290,16,336.14,182.09,0.044,5141.6,2913.44,2228.16,0.4334,4.4,4,215.5,113
ORD-10291,16,76.76,33.76,0.132,1066.04,540.16,525.88,0.4933,3.2,7,79.07,62
ORD-10292,1,45.26,29.15,0.094,41.01,29.15,11.86,0.2892,3.3,5,5.0,2
ORD-10293,9,273.28,146.88,0.092,2233.24,1321.92,911.32,0.4081,4.0,5,86.92,55
ORD-10294,28,37.86,30.13,0.124,928.63,843.64,84.99,0.0915,3.2,6,52.07,107
ORD-10295,27,295.42,166.78,0.091,7250.49,4503.06,2747.43,0.3789,3.8,8,292.68,175
ORD-10296,6,161.46,84.76,0.025,944.54,508.56,435.98,0.4616,3.3,6,57.73,45
ORD-10297,16,321.7,173.36,0.077,4750.87,2773.76,1977.11,0.4162,4.4,6,199.45,114
ORD-10298,29,256.71,149.8,0.166,6208.79,4344.2,1864.59,0.3003,3.7,8,285.46,167
ORD-10299,3,219.49,120.3,0.165,549.82,360.9,188.92,0.3436,3.4,8,30.37,22
ORD-10300,20,333.02,180.59,0.102,5981.04,3611.8,2369.24,0.3961,4.0,10,255.59,129
ORD-10301,28,147.88,81.47,0.087,3780.4,2281.16,1499.24,0.3966,4.1,5,175.16,118
ORD-10302,27,334.62,181.45,0.099,8140.3,4899.15,3241.15,0.3982,3.4,11,354.96,202
ORD-10303,4,60.23,34.33,0.217,188.64,137.32,51.32,0.2721,3.0,3,44.74,35
ORD-10304,19,177.06,97.0,0.047,3206.03,1843.0,1363.03,0.4251,3.2,9,139.72,95
ORD-10305,26,105.42,62.36,0.148,2335.26,1621.36,713.9,0.3057,4.1,5,102.42,124
ORD-10306,3,195.85,105.77,0.131,510.58,317.31,193.27,0.3785,3.2,5,6.71,40
ORD-10307,19,69.27,33.67,0.089,1198.99,639.73,559.26,0.4664,3.4,5,93.59,113
ORD-10308,20,296.91,161.56,0.054,5617.54,3231.2,2386.34,0.4248,3.4,4,245.12,131
ORD-10309,7,298.55,162.43,0.212,1646.8,1137.01,509.79,0.3096,3.8,5,92.15,56
ORD-10310,20,335.0,183.86,0.021,6559.3,3677.2,2882.1,0.4394,4.2,4,285.71,152
ORD-10311,9,66.82,39.92,0.123,527.41,359.28,168.13,0.3188,4.3,2,36.84,60
ORD-10312,1,223.82,126.0,0.146,191.14,126.0,65.14,0.3408,3.4,4,27.9,21
ORD-10313,8,173.87,101.63,0.052,1318.63,813.04,505.59,0.3834,3.7,8,59.35,38
ORD-10314,7,130.37,67.65,0.076,843.23,473.55,369.68,0.4384,3.5,4,44.2,33
ORD-10315,18,132.77,74.97,0.275,1732.65,1349.46,383.19,0.2212,3.3,7,70.05,88
ORD-10316,8,153.29,87.95,0.169,1019.07,703.6,315.47,0.3096,4.0,3,79.12,60
ORD-10317,1,251.15,134.76,0.034,242.61,134.76,107.85,0.4445,4.4,2,33.13,21
ORD-10318,11,215.43,117.45,0.059,2229.92,1291.95,937.97,0.4206,2.8,6,133.84,75
ORD-10319,28,168.99,84.19,0.1,4258.55,2357.32,1901.23,0.4465,3.4,9,219.79,144
ORD-10320,25,40.44,26.78,0.043,967.53,669.5,298.03,0.308,4.2,6,32.64,95
ORD-10321,25,41.05,21.5,0.024,1001.62,537.5,464.12,0.4634,3.7,7,69.84,86
ORD-10322,18,15.78,12.71,0.118,250.52,228.78,21.74,0.0868,3.5,8,5.0,44
ORD-10323,23,339.18,187.58,0.106,6974.22,4314.34,2659.88,0.3814,3.4,6,296.63,175
ORD-10324,10,16.76,8.29,0.061,157.38,82.9,74.48,0.4732,4.3,5,26.02,43
ORD-10325,3,49.54,19.28,0.135,128.56,57.84,70.72,0.5501,3.4,6,5.0,18
ORD-10326,7,120.39,59.14,0.106,753.4,413.98,339.42,0.4505,3.6,6,34.07,44
ORD-10327,28,285.49,144.05,0.121,7026.48,4033.4,2993.08,0.426,3.7,3,301.46,161
ORD-10328,16,337.3,182.7,0.097,4873.31,2923.2,1950.11,0.4002,3.7,6,212.58,121
ORD-10329,26,279.65,165.2,0.003,7249.09,4295.2,2953.89,0.4075,4.3,6,289.69,158
ORD-10330,16,246.34,129.05,0.101,3543.35,2064.8,1478.55,0.4173,3.4,4,146.26,105
ORD-10331,25,189.64,91.14,0.085,4338.02,2278.5,2059.52,0.4748,3.7,6,166.15,107
ORD-10332,20,44.05,29.04,0.155,744.44,580.8,163.64,0.2198,4.0,3,26.73,73
ORD-10333,28,335.99,196.61,0.133,8156.49,5505.08,2651.41,0.3251,3.5,3,335.69,178
ORD-10334,17,269.06,149.47,0.034,4418.5,2540.99,1877.51,0.4249,3.7,5,206.55,107
ORD-10335,2,229.05,127.42,0.158,385.72,254.84,130.88,0.3393,4.3,6,47.14,37
ORD-10336,1,269.28,146.55,0.062,252.58,146.55,106.03,0.4198,3.1,4,52.6,27
ORD-10337,16,257.57,132.69,0.214,3239.2,2123.04,1116.16,0.3446,3.6,3,150.93,100
ORD-10338,12,228.47,118.4,0.239,2086.39,1420.8,665.59,0.319,3.9,3,101.28,83
ORD-10339,5,343.49,187.34,0.171,1423.77,936.7,487.07,0.3421,3.4,6,79.38,54
ORD-10340,5,317.63,172.15,0.109,1415.04,860.75,554.29,0.3917,4.6,8,78.88,35
ORD-10341,27,231.63,126.82,0.134,5415.97,3424.14,1991.83,0.3678,3.8,7,207.39,134
ORD-10342,23,247.21,140.11,0.007,5646.03,3222.53,2423.5,0.4292,3.1,8,269.17,153
ORD-10343,9,32.28,14.84,0.11,258.56,133.56,125.0,0.4834,2.9,3,5.0,42
ORD-10344,9,239.42,135.93,0.07,2003.95,1223.37,780.58,0.3895,3.9,5,112.39,62
ORD-10345,3,29.8,13.51,0.06,84.04,40.53,43.51,0.5177,3.3,7,19.21,25
ORD-10346,19,212.07,121.83,0.012,3980.98,2314.77,1666.21,0.4185,4.5,3,157.9,107
ORD-10347,16,349.78,192.81,0.019,5490.15,3084.96,2405.19,0.4381,3.8,4,242.58,126
ORD-10348,16,201.2,108.48,0.055,3042.14,1735.68,1306.46,0.4295,3.4,7,134.91,79
ORD-10349,3,173.53,95.79,0.062,488.31,287.37,200.94,0.4115,3.5,5,24.29,11
ORD-10350,250,119.81,64.43,0.28,38000.0,1288.6,436.66,0.2531,4.1,4,63.29,56
ORD-10351,24,55.38,31.02,0.17,1103.17,744.48,358.69,0.3251,4.1,2,37.14,82
ORD-10352,22,259.89,146.73,0.018,5614.66,3228.06,2386.6,0.4251,4.2,8,230.42,120
ORD-10353,24,79.52,43.3,0.082,1751.98,1039.2,712.78,0.4068,3.9,2,79.27,115
ORD-10354,1,53.62,27.64,0.106,47.94,27.64,20.3,0.4234,4.0,6,5.0,21
ORD-10355,24,156.29,80.34,0.206,2978.26,1928.16,1050.1,0.3526,4.0,5,134.71,99
ORD-10356,20,281.44,157.69,0.214,4424.24,3153.8,1270.44,0.2872,3.7,8,175.95,124
ORD-10357,11,264.6,147.27,0.066,2718.5,1619.97,1098.53,0.4041,3.7,3,129.14,88
ORD-10358,17,33.39,12.45,0.019,556.85,211.65,345.2,0.6199,3.5,11,55.74,81
ORD-10359,8,167.47,96.29,0.117,1183.01,770.32,412.69,0.3488,3.6,6,66.66,42
ORD-10360,4,190.02,98.52,0.007,754.76,394.08,360.68,0.4779,3.7,6,43.78,40
ORD-10361,6,230.92,132.15,0.067,1292.69,792.9,499.79,0.3866,3.6,3,58.68,55
ORD-10362,8,232.81,131.48,0.016,1832.68,1051.84,780.84,0.4261,2.9,5,110.0,79
ORD-10363,20,137.17,77.54,0.09,2496.49,1550.8,945.69,0.3788,4.2,5,111.96,78
ORD-10364,3,202.83,109.67,0.126,531.82,329.01,202.81,0.3814,3.6,8,73.63,37
ORD-10365,16,176.16,99.77,0.184,2299.94,1596.32,703.62,0.3059,3.0,6,89.25,68
ORD-10366,25,311.47,176.69,0.195,6268.33,4417.25,1851.08,0.2953,3.8,7,270.08,172
ORD-10367,3,192.64,108.91,0.057,544.98,326.73,218.25,0.4005,4.2,6,57.99,40
ORD-10368,25,162.75,86.16,0.089,3706.63,2154.0,1552.63,0.4189,3.9,7,152.91,127
ORD-10369,29,150.5,84.11,0.089,3976.06,2439.19,1536.87,0.3865,3.5,3,170.5,138
ORD-10370,18,206.76,119.38,0.128,3245.3,2148.84,1096.46,0.3379,3.1,9,154.2,105
ORD-10371,14,284.33,167.38,0.11,3542.75,2343.32,1199.43,0.3386,3.7,3,162.53,85
ORD-10372,18,195.36,106.42,0.131,3055.82,1915.56,1140.26,0.3731,4.0,5,145.63,94
ORD-10373,2,236.65,134.45,0.029,459.57,268.9,190.67,0.4149,3.7,8,50.79,31
ORD-10374,22,262.18,149.87,0.056,5444.95,3297.14,2147.81,0.3945,4.6,9,227.6,127
ORD-10375,3,189.26,100.03,0.029,551.31,300.09,251.22,0.4557,3.0,6,58.61,27
ORD-10376,16,157.98,95.8,0.041,2424.05,1532.8,891.25,0.3677,3.8,4,86.16,74
ORD-10377,29,308.68,164.45,0.047,8530.99,4769.05,3761.94,0.441,2.9,6,372.4,188
ORD-10378,9,154.86,89.22,0.076,1287.82,802.98,484.84,0.3765,4.0,5,83.72,58
ORD-10379,4,169.75,94.89,0.105,607.71,379.56,228.15,0.3754,4.1,5,27.69,24
ORD-10380,1,346.76,191.0,0.076,320.41,191.0,129.41,0.4039,4.6,2,6.06,7
ORD-10381,4,15.08,14.325999999999999,0.225,46.75,57.3,-10.55,-0.2257,3.5,7,13.39,15
ORD-10382,1,77.13,40.92,0.169,64.1,40.92,23.18,0.3616,2.9,5,23.62,20
ORD-10383,14,143.63,77.41,0.086,1837.89,1083.74,754.15,0.4103,3.8,4,83.49,79
ORD-10384,21,327.42,186.74,0.088,6270.75,3921.54,2349.21,0.3746,3.9,5,273.36,151
ORD-10385,16,38.46,24.96,0.013,607.36,399.36,208.0,0.3425,3.3,6,68.36,55
ORD-10386,20,18.18,16.41,0.073,337.06,328.2,8.86,0.0263,3.8,3,8.01,71
ORD-10387,24,32.65,18.54,0.046,747.55,444.96,302.59,0.4048,3.1,7,15.59,81
ORD-10388,8,44.66,26.15,0.098,322.27,209.2,113.07,0.3509,3.5,5,26.85,47
ORD-10389,7,27.59,24.68,0.037,185.98,172.76,13.22,0.0711,3.9,8,12.24,42
ORD-10390,3,175.73,92.47,0.122,462.87,277.41,185.46,0.4007,4.0,5,26.31,18
ORD-10391,17,209.55,114.74,0.012,3519.6,1950.58,1569.02,0.4458,3.4,3,174.79,102
ORD-10392,1,106.02,62.3,0.014,104.54,62.3,42.24,0.4041,3.7,2,17.37,36
ORD-10393,16,148.43,80.66,0.09,2161.14,1290.56,870.58,0.4028,3.8,5,101.01,98
ORD-10394,12,45.72,22.3,0.022,536.57,267.6,268.97,0.5013,3.9,5,29.91,48
ORD-10395,27,127.68,73.32,0.25,2585.52,1979.64,605.88,0.2343,3.3,5,117.84,119
ORD-10396,19,190.04,111.2,0.174,2982.49,2112.8,869.69,0.2916,3.8,6,138.33,106
ORD-10397,22,260.31,142.47,0.255,4266.48,3134.34,1132.14,0.2654,3.7,4,227.43,151
ORD-10398,23,16.12,8.02,0.076,342.58,184.46,158.12,0.4616,2.6,6,32.9,81
ORD-10399,22,171.55,91.11,0.083,3460.85,2004.42,1456.43,0.4208,3.5,5,170.87,104
ORD-10400,14,114.5,61.5,0.121,1409.04,861.0,548.04,0.3889,3.4,6,74.16,62
ORD-10401,6,300.7,170.8,0.184,1472.23,1024.8,447.43,0.3039,4.0,4,43.47,69
ORD-10402,6,254.71,140.5,0.027,1487.0,843.0,644.0,0.4331,3.9,7,65.97,32
ORD-10403,13,212.35,112.77,0.067,2575.59,1466.01,1109.58,0.4308,3.0,6,122.21,80
ORD-10404,19,107.88,60.65,0.159,1723.81,1152.35,571.46,0.3315,3.8,6,94.8,109
ORD-10405,22,319.96,181.23,0.202,5617.22,3987.06,1630.16,0.2902,3.6,5,242.84,130
ORD-10406,8,30.11,13.75,0.111,214.14,110.0,104.14,0.4863,4.0,2,37.37,14
ORD-10407,27,51.67,21.78,0.183,1139.79,588.06,551.73,0.4841,3.1,9,38.69,64
ORD-10408,27,146.2,91.36,0.23,3039.5,2466.72,572.78,0.1884,3.7,4,137.31,111
ORD-10409,2,56.69,24.29,0.063,106.24,48.58,57.66,0.5427,4.2,5,39.17,9
ORD-10410,21,335.4,182.67,0.114,6240.45,3836.07,2404.38,0.3853,3.7,6,250.04,148
ORD-10411,1,282.33,156.44,0.105,252.69,156.44,96.25,0.3809,3.8,4,41.92,28
ORD-10412,28,101.76,54.61,0.077,2629.89,1529.08,1100.81,0.4186,3.2,9,136.23,100
ORD-10413,15,212.17,116.32,0.1,2864.29,1744.8,1119.49,0.3908,4.3,3,111.02,65
ORD-10414,1,344.08,192.13,0.089,313.46,192.13,121.33,0.3871,3.0,8,32.61,35
ORD-10415,5,311.21,159.21,0.007,1545.16,796.05,749.11,0.4848,3.4,6,79.19,48
ORD-10416,28,216.27,112.61,0.07,5631.67,3153.08,2478.59,0.4401,3.2,5,237.62,166
ORD-10417,29,317.75,174.98,0.135,7970.76,5074.42,2896.34,0.3634,3.8,5,310.93,187
ORD-10418,16,346.38,188.49,0.128,4832.69,3015.84,1816.85,0.376,4.5,1,204.36,100
ORD-10419,19,264.02,145.86,0.03,4865.89,2771.34,2094.55,0.4305,3.7,4,207.29,129
ORD-10420,4,36.77,21.36,0.157,123.99,85.44,38.55,0.3109,3.3,4,5.0,27
ORD-10421,3,149.53,71.66,0.123,393.41,214.98,178.43,0.4535,4.4,5,11.16,2
ORD-10422,17,295.67,168.99,0.106,4493.59,2872.83,1620.76,0.3607,3.7,8,180.84,93
ORD-10423,17,92.24,48.24,0.048,1492.81,820.08,672.73,0.4506,3.6,9,58.99,95
ORD-10424,12,293.27,156.97,0.12,3096.93,1883.64,1213.29,0.3918,3.5,6,143.77,74
ORD-10425,28,55.31,31.46,0.06,1455.76,880.88,574.88,0.3949,3.9,6,86.9,110
ORD-10426,29,30.73,17.44,0.188,723.63,505.76,217.87,0.3011,3.8,5,39.29,92
ORD-10427,14,143.67,85.0,0.02,1971.15,1190.0,781.15,0.3963,3.8,2,105.34,78
ORD-10428,21,27.31,16.38,0.106,512.72,343.98,168.74,0.3291,3.7,4,49.8,76
ORD-10429,6,335.69,190.42,0.048,1917.46,1142.52,774.94,0.4041,3.4,4,90.42,62
ORD-10430,3,291.78,155.79,0.063,820.19,467.37,352.82,0.4302,3.1,7,53.93,43
ORD-10431,28,283.26,156.5,0.065,7415.75,4382.0,3033.75,0.4091,3.5,7,308.28,174
ORD-10432,9,225.98,118.72,0.042,1948.4,1068.48,879.92,0.4516,4.2,5,76.09,46
ORD-10433,5,87.47,48.6,0.007,434.29,243.0,191.29,0.4405,3.5,4,21.17,23
ORD-10434,24,188.62,103.17,0.129,3942.91,2476.08,1466.83,0.372,4.3,2,177.61,108
ORD-10435,29,215.09,117.51,0.042,5975.63,3407.79,2567.84,0.4297,3.7,2,252.21,155
ORD-10436,17,190.89,104.25,0.132,2816.77,1772.25,1044.52,0.3708,3.2,2,138.73,76
ORD-10437,14,102.18,59.88,0.087,1306.06,838.32,467.74,0.3581,3.9,5,38.94,59
ORD-10438,21,187.61,95.15,0.043,3770.4,1998.15,1772.25,0.47,4.2,8,141.12,108
ORD-10439,3,179.55,94.25,0.022,526.8,282.75,244.05,0.4633,3.3,7,13.15,31
ORD-10440,28,348.77,191.62,0.124,8554.63,5365.36,3189.27,0.3728,2.9,7,359.68,176
ORD-10441,1,315.64,167.71,0.069,293.86,167.71,126.15,0.4293,4.0,4,6.08,3
ORD-10442,20,170.23,93.86,0.064,3186.71,1877.2,1309.51,0.4109,3.1,8,147.27,119
ORD-10443,29,223.68,122.77,0.054,6136.44,3560.33,2576.11,0.4198,4.1,4,271.75,150
ORD-10444,21,265.54,139.03,0.1,5018.71,2919.63,2099.08,0.4183,4.0,7,238.49,155
ORD-10445,23,26.68,7.41,0.17,509.32,170.43,338.89,0.6654,4.0,2,56.46,75
ORD-10446,1,314.8,160.02,0.001,314.49,160.02,154.47,0.4912,4.4,2,17.15,8
ORD-10447,3,303.14,160.62,0.029,883.05,481.86,401.19,0.4543,3.9,8,25.28,34
ORD-10448,18,168.24,92.6,0.071,2813.31,1666.8,1146.51,0.4075,4.1,5,118.05,96
ORD-10449,25,146.04,81.1,0.062,3424.64,2027.5,1397.14,0.408,3.8,4,166.64,139
ORD-10450,10,106.44,59.55,0.139,916.45,595.5,320.95,0.3502,3.8,7,45.81,30
ORD-10451,22,174.69,92.19,0.072,3566.47,2028.18,1538.29,0.4313,3.6,8,157.29,118
ORD-10452,26,29.87,16.34,0.188,630.62,424.84,205.78,0.3263,3.8,5,31.87,84
ORD-10453,3,300.48,167.25,0.157,759.91,501.75,258.16,0.3397,4.9,5,69.11,27
ORD-10454,8,26.87,8.44,0.074,199.05,67.52,131.53,0.6608,3.8,5,7.75,51
ORD-10455,14,125.23,69.49,0.06,1648.03,972.86,675.17,0.4097,3.5,1,81.92,72
ORD-10456,24,327.08,183.18,0.177,6460.48,4396.32,2064.16,0.3195,3.7,3,290.04,156
ORD-10457,18,261.3,141.26,0.066,4392.98,2542.68,1850.3,0.4212,3.5,7,218.34,125
ORD-10458,15,109.27,65.41,0.061,1539.07,981.15,557.92,0.3625,3.7,4,66.14,50
ORD-10459,22,99.64,52.46,0.006,2178.93,1154.12,1024.81,0.4703,4.0,7,116.57,87
ORD-10460,23,16.7,5.0,0.005,382.18,115.0,267.18,0.6991,4.2,6,20.8,70
ORD-10461,2,248.06,139.22,0.193,400.37,278.44,121.93,0.3045,3.4,7,51.67,34
ORD-10462,27,31.34,27.4,0.066,790.33,739.8,50.53,0.0639,3.4,3,72.56,112
ORD-10463,10,193.42,106.81,0.103,1734.98,1068.1,666.88,0.3844,3.7,6,71.06,47
ORD-10464,2,337.31,188.7,0.017,663.15,377.4,285.75,0.4309,3.6,4,51.33,19
ORD-10465,26,51.67,25.87,0.162,1125.79,672.62,453.17,0.4025,3.8,4,76.73,103
ORD-10466,17,314.65,166.85,0.056,5049.5,2836.45,2213.05,0.4383,3.8,4,212.57,115
ORD-10467,8,347.14,191.76,0.109,2474.41,1534.08,940.33,0.38,4.2,5,122.19,47
ORD-10468,1,35.61,21.21,0.074,32.97,21.21,11.76,0.3567,3.8,6,25.32,11
ORD-10469,9,310.77,169.13,0.06,2629.11,1522.17,1106.94,0.421,3.5,5,150.31,76
ORD-10470,11,187.89,106.49,0.12,1818.78,1171.39,647.39,0.3559,3.1,5,58.19,53
ORD-10471,22,318.68,172.0,0.085,6415.03,3784.0,2631.03,0.4101,3.7,5,270.76,147
ORD-10472,16,206.39,109.0,0.127,2882.86,1744.0,1138.86,0.395,3.8,4,111.56,70
ORD-10473,7,236.81,135.55,0.026,1614.57,948.85,665.72,0.4123,3.8,3,79.79,50
ORD-10474,29,197.17,113.77,0.061,5369.14,3299.33,2069.81,0.3855,4.1,5,218.02,157
ORD-10475,10,304.61,164.36,0.196,2449.06,1643.6,805.46,0.3289,3.0,6,109.14,39
ORD-10476,23,260.86,152.07,0.021,5873.78,3497.61,2376.17,0.4045,3.3,7,236.84,136
ORD-10477,26,189.62,102.86,0.077,4550.5,2674.36,1876.14,0.4123,3.9,3,199.35,118
ORD-10478,3,305.83,168.63,0.043,878.04,505.89,372.15,0.4238,3.7,3,66.23,37
ORD-10479,18,97.17,53.02,0.066,1633.62,954.36,679.26,0.4158,3.7,4,74.75,62
ORD-10480,25,67.71,39.86,0.075,1565.79,996.5,569.29,0.3636,3.6,6,99.09,104
ORD-10481,24,68.73,39.16,0.057,1555.5,939.84,615.66,0.3958,4.3,2,92.88,114
ORD-10482,13,126.89,71.08,0.133,1430.18,924.04,506.14,0.3539,3.8,3,102.72,64
ORD-10483,28,94.96,47.13,0.054,2515.3,1319.64,1195.66,0.4754,3.1,3,121.78,108
ORD-10484,26,326.58,171.18,0.042,8134.45,4450.68,3683.77,0.4529,3.4,7,339.45,172
ORD-10485,7,50.45,33.46,0.108,315.01,234.22,80.79,0.2565,3.9,5,5.0,32
ORD-10486,25,249.16,134.31,0.004,6204.08,3357.75,2846.33,0.4588,4.1,5,251.44,138
ORD-10487,4,78.39,42.87,0.007,311.37,171.48,139.89,0.4493,4.3,3,24.34,23
ORD-10488,13,310.35,172.33,0.056,3808.62,2240.29,1568.33,0.4118,4.3,4,166.0,86
ORD-10489,20,337.04,193.52,0.139,5803.83,3870.4,1933.43,0.3331,3.8,4,282.38,140
ORD-10490,1,170.93,94.82,0.137,147.51,94.82,52.69,0.3572,3.6,8,17.8,21
ORD-10491,8,309.49,168.25,0.057,2334.79,1346.0,988.79,0.4235,3.2,7,81.87,60
ORD-10492,14,16.72,6.58,0.014,230.8,92.12,138.68,0.6009,3.0,4,34.2,40
ORD-10493,16,289.68,159.14,0.11,4125.04,2546.24,1578.8,0.3827,3.1,6,189.1,110
ORD-10494,14,91.59,45.83,0.017,1260.46,641.62,618.84,0.491,3.3,7,58.53,94
ORD-10495,12,319.41,175.82,0.111,3407.47,2109.84,1297.63,0.3808,3.2,4,183.21,110
ORD-10496,19,15.38,8.2,0.008,289.88,155.8,134.08,0.4625,3.8,3,5.0,53
ORD-10497,23,201.32,118.93,0.126,4046.93,2735.39,1311.54,0.3241,3.8,2,195.62,128
ORD-10498,15,268.47,147.24,0.068,3753.21,2208.6,1544.61,0.4115,3.9,8,160.76,95
ORD-10499,28,101.66,46.29,0.147,2428.05,1296.12,1131.93,0.4662,3.2,6,97.87,114
ORD-10500,2,79.7,57.2,0.05,151.43,114.4,37.03,0.2445,3.8,5,57.06,28
ORD-10501,2,43.17,28.53,0.058,81.33,57.06,24.27,0.2984,3.7,3,29.3,21
ORD-10502,23,124.36,78.81,0.066,2671.5,1812.63,858.87,0.3215,3.5,3,117.38,95
ORD-10503,22,202.55,105.62,0.136,3850.07,2323.64,1526.43,0.3965,3.6,3,164.22,125
ORD-10504,19,53.81,28.49,0.045,976.38,541.31,435.07,0.4456,3.1,3,58.19,78
ORD-10505,25,141.19,81.03,0.169,2933.22,2025.75,907.47,0.3094,3.8,7,125.4,113
ORD-10506,26,18.04,12.6,0.024,457.78,327.6,130.18,0.2844,4.0,9,52.81,103
ORD-10507,29,289.26,160.63,0.23,6459.18,4658.27,1800.91,0.2788,3.4,6,274.68,177
ORD-10508,22,58.03,20.92,0.1,1148.99,460.24,688.75,0.5994,3.9,3,76.22,98
ORD-10509,26,109.92,51.89,0.059,2689.3,1349.14,1340.16,0.4983,3.5,7,125.69,125
ORD-10510,26,21.17,19.23,0.028,535.01,499.98,35.03,0.0655,3.2,8,49.45,105
ORD-10511,22,159.8,96.37,0.107,3139.43,2120.14,1019.29,0.3247,3.8,8,160.76,104
ORD-10512,17,296.44,162.51,0.012,4979.01,2762.67,2216.34,0.4451,3.9,5,239.37,121
ORD-10513,20,146.37,87.46,0.219,2286.3,1749.2,537.1,0.2349,2.5,5,113.82,101
ORD-10514,10,75.13,36.21,0.049,714.49,362.1,352.39,0.4932,3.3,5,30.58,35
ORD-10515,6,267.49,143.15,0.042,1537.53,858.9,678.63,0.4414,2.8,7,73.91,44
ORD-10516,15,279.25,148.08,0.117,3698.67,2221.2,1477.47,0.3995,4.2,7,162.55,98
ORD-10517,22,73.21,36.02,0.185,1312.66,792.44,520.22,0.3963,3.6,5,58.91,80
ORD-10518,11,273.24,153.9,0.084,2753.17,1692.9,1060.27,0.3851,3.9,4,114.02,72
ORD-10519,28,332.34,178.48,0.016,9156.63,4997.44,4159.19,0.4542,3.6,5,383.88,184
ORD-10520,5,70.74,50.11,0.125,309.49,250.55,58.94,0.1904,4.3,3,12.63,26
ORD-10521,1,273.28,152.6,0.231,210.15,152.6,57.55,0.2739,3.8,7,5.74,16
ORD-10522,8,252.37,144.23,0.079,1859.46,1153.84,705.62,0.3795,3.8,3,63.96,65
ORD-10523,21,173.65,97.96,0.089,3322.1,2057.16,1264.94,0.3808,4.3,7,155.09,106
ORD-10524,28,34.4,24.99,0.035,929.49,699.72,229.77,0.2472,3.8,5,57.3,91
ORD-10525,12,40.02,17.67,0.04,461.03,212.04,248.99,0.5401,3.3,4,28.57,56
ORD-10526,12,300.56,172.54,0.144,3087.35,2070.48,1016.87,0.3294,3.7,5,153.41,54
ORD-10527,5,346.7,191.39,0.062,1626.02,956.95,669.07,0.4115,3.9,6,65.06,39
ORD-10528,7,241.48,138.86,0.089,1539.92,972.02,567.9,0.3688,3.8,4,82.31,47
ORD-10529,4,164.4,83.22,0.027,639.84,332.88,306.96,0.4797,3.9,2,41.41,35
ORD-10530,6,231.94,128.47,0.097,1256.65,770.82,485.83,0.3866,4.4,5,54.16,54
ORD-10531,13,214.12,118.49,0.146,2377.16,1540.37,836.79,0.352,3.3,4,102.7,89
ORD-10532,20,143.51,75.83,0.108,2560.22,1516.6,1043.62,0.4076,2.3,9,108.87,95
ORD-10533,15,36.98,21.9,0.092,503.67,328.5,175.17,0.3478,4.4,5,38.94,44
ORD-10534,3,290.21,167.31,0.037,838.42,501.93,336.49,0.4013,3.4,3,57.44,30
ORD-10535,23,139.56,73.28,0.096,2901.73,1685.44,1216.29,0.4192,3.2,10,124.67,101
ORD-10536,8,289.29,163.92,0.095,2094.46,1311.36,783.1,0.3739,3.5,6,88.1,60
