order_id,order_value,category,customer_type
ORD-11951,69.91,Fashion,New
ORD-11952,20.78,Electronics,New
ORD-11953,40.76,Electronics,Returning
ORD-11954,68.66,Electronics,New
ORD-11955,32.63,Electronics,Returning
ORD-11956,104.05,Home & Kitchen,Returning
ORD-11957,29.32,Electronics,New
ORD-11958,50.81,Electronics,New
ORD-11959,42.45,Fashion,New
ORD-11960,66.59,Electronics,New
ORD-11961,41.09,Electronics,VIP
ORD-11962,51.29,Electronics,Returning
ORD-11963,52.37,Fashion,New
ORD-11964,38.84,Fashion,New
ORD-11965,80.73,Fitness,Returning
ORD-11966,69.62,Fitness,Returning
ORD-11967,57.22,Fitness,VIP
ORD-11968,46.61,Home & Kitchen,New
ORD-11969,97.31,Books,Returning
ORD-11970,52.38,Fashion,New
ORD-11971,50.2,Home & Kitchen,Returning
ORD-11972,64.25,Fashion,New
ORD-11973,166.99,Fashion,Returning
ORD-11974,27.0,Fashion,New
ORD-11975,95.77,Electronics,Returning
ORD-11976,19.38,Fitness,New
ORD-11977,68.74,Electronics,Returning
ORD-11978,155.25,Home & Kitchen,New
ORD-11979,80.9,Fitness,Returning
ORD-11980,66.84,Fashion,New
ORD-11981,43.11,Electronics,Returning
ORD-11982,61.47,Fashion,Returning
ORD-11983,51.87,Fashion,New
ORD-11984,37.65,Books,New
ORD-11985,50.71,Home & Kitchen,New
ORD-11986,67.97,Home & Kitchen,New
ORD-11987,38.08,Fashion,Returning
ORD-11988,37.2,Home & Kitchen,New
ORD-11989,26.68,Home & Kitchen,New
ORD-11990,76.28,Electronics,New
ORD-11991,83.7,Electronics,New
ORD-11992,69.34,Electronics,New
ORD-11993,107.67,Fashion,Returning
ORD-11994,63.61,Fitness,New
ORD-11995,76.34,Home & Kitchen,VIP
ORD-11996,72.41,Fashion,Returning
ORD-11997,57.12,Books,New
ORD-11998,43.88,Electronics,VIP
ORD-11999,227.81,Electronics,Returning
ORD-12000,46.01,Books,Returning
ORD-12001,40.47,Books,New
ORD-12002,78.29,Home & Kitchen,Returning
ORD-12003,70.18,Electronics,New
ORD-12004,25.97,Books,Returning
ORD-12005,118.35,Fitness,New
ORD-12006,57.02,Home & Kitchen,New
ORD-12007,30.98,Electronics,Returning
ORD-12008,123.13,Fashion,New
ORD-12009,87.83,Fitness,New
ORD-12010,28.26,Fitness,Returning
ORD-12011,175.27,Home & Kitchen,New
ORD-12012,89.59,Fashion,New
ORD-12013,59.97,Home & Kitchen,New
ORD-12014,156.67,Fashion,VIP
ORD-12015,66.39,Fashion,Returning
ORD-12016,59.33,Electronics,Returning
ORD-12017,40.6,Electronics,Returning
ORD-12018,85.55,Fitness,Returning
ORD-12019,80.32,Electronics,Returning
ORD-12020,60.87,Electronics,Returning
ORD-12021,37.56,Books,VIP
ORD-12022,65.23,Home & Kitchen,Returning
ORD-12023,57.87,Electronics,New
ORD-12024,27.11,Fashion,New
ORD-12025,24.95,Fitness,New
ORD-12026,84.7,Fashion,Returning
ORD-12027,12.67,Fashion,VIP
ORD-12028,68.25,Fashion,Returning
ORD-12029,45.29,Electronics,Returning
ORD-12030,132.28,Home & Kitchen,Returning
ORD-12031,44.88,Electronics,VIP
ORD-12032,89.63,Fashion,Returning
ORD-12033,47.55,Electronics,New
ORD-12034,64.6,Electronics,Returning
ORD-12035,93.89,Electronics,New
ORD-12036,45.72,Fitness,New
ORD-12037,109.72,Electronics,New
ORD-12038,33.24,Fashion,New
ORD-12039,72.01,Electronics,New
ORD-12040,104.96,Home & Kitchen,New
ORD-12041,89.66,Fashion,VIP
ORD-12042,190.54,Books,New
ORD-12043,38.17,Home & Kitchen,Returning
ORD-12044,26.38,Fashion,New
ORD-12045,33.23,Home & Kitchen,VIP
ORD-12046,89.68,Electronics,Returning
ORD-12047,81.35,Books,VIP
ORD-12048,64.16,Books,Returning
ORD-12049,30.76,Fashion,Returning
ORD-12050,95.59,Home & Kitchen,New
ORD-12051,28.94,Electronics,New
ORD-12052,120.95,Fashion,Returning
ORD-12053,335.11,Fitness,New
ORD-12054,75.18,Books,New
ORD-12055,85.62,Fashion,VIP
ORD-12056,44.89,Home & Kitchen,New
ORD-12057,20.37,Home & Kitchen,Returning
ORD-12058,42.03,Electronics,New
ORD-12059,31.32,Home & Kitchen,New
ORD-12060,25.33,Home & Kitchen,New
ORD-12061,169.6,Fitness,Returning
ORD-12062,71.07,Books,Returning
ORD-12063,75.78,Electronics,VIP
ORD-12064,50.13,Electronics,New
ORD-12065,54.4,Electronics,New
ORD-12066,107.63,Electronics,Returning
ORD-12067,59.18,Fashion,New
ORD-12068,82.96,Fitness,New
ORD-12069,53.65,Fashion,Returning
ORD-12070,49.14,Home & Kitchen,Returning
ORD-12071,25.94,Fashion,New
ORD-12072,18.42,Fashion,New
ORD-12073,51.58,Fitness,VIP
ORD-12074,62.42,Home & Kitchen,VIP
ORD-12075,27.89,Fashion,Returning
ORD-12076,59.1,Books,Returning
ORD-12077,62.32,Fashion,VIP
ORD-12078,16.55,Electronics,Returning
ORD-12079,34.85,Fashion,Returning
ORD-12080,77.04,Home & Kitchen,Returning
ORD-12081,76.11,Fashion,New
ORD-12082,30.2,Fitness,Returning
ORD-12083,66.36,Fashion,Returning
ORD-12084,111.44,Fashion,New
ORD-12085,96.18,Fitness,Returning
ORD-12086,56.99,Fashion,Returning
ORD-12087,45.57,Fashion,New
ORD-12088,41.36,Electronics,Returning
ORD-12089,79.89,Fashion,New
ORD-12090,67.83,Fashion,Returning
ORD-12091,88.03,Electronics,VIP
ORD-12092,65.31,Home & Kitchen,VIP
ORD-12093,98.62,Electronics,VIP
ORD-12094,63.86,Electronics,Returning
ORD-12095,96.62,Home & Kitchen,Returning
ORD-12096,101.75,Fashion,Returning
ORD-12097,37.24,Home & Kitchen,New
ORD-12098,20.39,Home & Kitchen,Returning
ORD-12099,152.34,Fashion,Returning
ORD-12100,70.39,Electronics,Returning
ORD-12101,21.57,Fashion,New
ORD-12102,39.32,Electronics,New
ORD-12103,95.88,Fashion,New
ORD-12104,51.02,Home & Kitchen,New
ORD-12105,44.38,Home & Kitchen,New
ORD-12106,139.84,Fashion,New
ORD-12107,32.19,Books,VIP
ORD-12108,37.38,Electronics,New
ORD-12109,68.5,Fitness,Returning
ORD-12110,76.27,Fitness,New
ORD-12111,81.27,Fashion,VIP
ORD-12112,104.24,Electronics,Returning
ORD-12113,67.98,Electronics,VIP
ORD-12114,80.93,Books,VIP
ORD-12115,51.65,Electronics,Returning
ORD-12116,62.65,Fitness,New
ORD-12117,64.36,Fashion,Returning
ORD-12118,68.65,Fashion,New
ORD-12119,95.92,Home & Kitchen,VIP
ORD-12120,84.19,Electronics,VIP
ORD-12121,61.96,Fashion,New
ORD-12122,37.13,Books,Returning
ORD-12123,62.84,Electronics,New
ORD-12124,59.33,Books,Returning
ORD-12125,67.76,Books,Returning
ORD-12126,226.77,Electronics,Returning
ORD-12127,44.07,Fashion,VIP
ORD-12128,77.74,Electronics,New
ORD-12129,114.56,Home & Kitchen,Returning
ORD-12130,63.99,Books,Returning
ORD-12131,245.36,Fitness,New
ORD-12132,48.09,Books,New
ORD-12133,73.29,Electronics,New
ORD-12134,37.36,Fashion,Returning
ORD-12135,48.87,Electronics,VIP
ORD-12136,70.06,Fitness,New
ORD-12137,100.26,Electronics,New
ORD-12138,73.07,Electronics,Returning
ORD-12139,128.44,Electronics,New
ORD-12140,57.0,Electronics,New
ORD-12141,49.44,Electronics,Returning
ORD-12142,305.63,Electronics,New
ORD-12143,76.44,Fitness,Returning
ORD-12144,39.19,Fitness,New
ORD-12145,39.78,Fashion,Returning
ORD-12146,34.27,Fitness,New
ORD-12147,105.84,Fashion,New
ORD-12148,48.49,Fitness,Returning
ORD-12149,65.13,Fashion,Returning
ORD-12150,58.08,Home & Kitchen,VIP
ORD-12151,93.59,Fashion,New
ORD-12152,36.3,Electronics,Returning
ORD-12153,31.65,Home & Kitchen,Returning
ORD-12154,69.03,Fitness,New
ORD-12155,86.54,Fitness,Returning
ORD-12156,73.66,Fashion,New
ORD-12157,37.13,Fashion,VIP
ORD-12158,90.6,Fitness,Returning
ORD-12159,38.62,Electronics,New
ORD-12160,44.13,Electronics,Returning
ORD-12161,34.25,Fashion,New
ORD-12162,131.72,Electronics,Returning
ORD-12163,88.24,Fashion,Returning
ORD-12164,86.75,Electronics,Returning
ORD-12165,127.53,Home & Kitchen,New
ORD-12166,326.23,Home & Kitchen,New
ORD-12167,21.64,Fitness,Returning
ORD-12168,38.74,Home & Kitchen,Returning
ORD-12169,41.69,Fashion,Returning
ORD-12170,36.22,Books,New
ORD-12171,31.61,Home & Kitchen,Returning
ORD-12172,50.41,Fashion,Returning
ORD-12173,29.08,Electronics,Returning
ORD-12174,73.78,Home & Kitchen,New
ORD-12175,62.24,Home & Kitchen,Returning
ORD-12176,80.53,Home & Kitchen,New
ORD-12177,81.83,Fitness,Returning
ORD-12178,86.64,Books,Returning
ORD-12179,48.23,Books,VIP
ORD-12180,215.44,Home & Kitchen,New
ORD-12181,69.45,Books,Returning
ORD-12182,19.74,Books,VIP
ORD-12183,33.07,Electronics,New
ORD-12184,21.24,Home & Kitchen,New
ORD-12185,60.97,Electronics,New
ORD-12186,56.09,Fashion,Returning
ORD-12187,45.56,Fashion,New
ORD-12188,201.65,Fashion,New
ORD-12189,83.88,Electronics,Returning
ORD-12190,93.28,Electronics,Returning
ORD-12191,34.51,Electronics,VIP
ORD-12192,33.13,Home & Kitchen,Returning
ORD-12193,61.69,Fitness,VIP
ORD-12194,66.94,Books,Returning
ORD-12195,19.81,Fashion,Returning
ORD-12196,54.15,Fashion,New
ORD-12197,60.85,Fitness,VIP
ORD-12198,53.03,Electronics,VIP
ORD-12199,37.04,Books,Returning
ORD-12200,43.65,Home & Kitchen,New
ORD-12201,54.27,Fashion,New
ORD-12202,63.72,Electronics,New
ORD-12203,86.74,Electronics,New
ORD-12204,115.41,Fashion,New
ORD-12205,50.57,Fashion,New
ORD-12206,45.89,Fitness,New
ORD-12207,78.46,Home & Kitchen,VIP
ORD-12208,87.05,Fashion,Returning
ORD-12209,46.5,Electronics,Returning
ORD-12210,96.95,Fashion,New
ORD-12211,108.61,Electronics,New
ORD-12212,130.98,Home & Kitchen,New
ORD-12213,175.39,Home & Kitchen,VIP
ORD-12214,35.88,Fitness,New
ORD-12215,60.85,Fashion,Returning
ORD-12216,60.75,Fashion,New
ORD-12217,56.89,Fitness,New
ORD-12218,40.87,Home & Kitchen,New
ORD-12219,24.75,Home & Kitchen,Returning
ORD-12220,63.79,Fashion,New
ORD-12221,38.05,Fitness,VIP
ORD-12222,63.54,Electronics,New
ORD-12223,37.47,Fashion,New
ORD-12224,31.19,Fitness,New
ORD-12225,69.45,Electronics,VIP
ORD-12226,66.06,Fitness,Returning
ORD-12227,85.42,Fashion,Returning
ORD-12228,223.97,Electronics,Returning
ORD-12229,71.26,Electronics,VIP
ORD-12230,80.73,Fitness,New
ORD-12231,31.61,Fitness,Returning
ORD-12232,27.88,Fashion,Returning
ORD-12233,155.98,Electronics,New
ORD-12234,34.67,Electronics,New
ORD-12235,32.25,Electronics,Returning
ORD-12236,58.94,Home & Kitchen,New
ORD-12237,57.16,Electronics,New
ORD-12238,35.11,Electronics,New
ORD-12239,50.25,Electronics,New
ORD-12240,126.17,Home & Kitchen,Returning
ORD-12241,37.2,Home & Kitchen,Returning
ORD-12242,26.15,Home & Kitchen,Returning
ORD-12243,106.22,Home & Kitchen,Returning
ORD-12244,81.08,Books,New
ORD-12245,41.58,Fashion,Returning
ORD-12246,23.35,Fitness,VIP
ORD-12247,38.6,Home & Kitchen,New
ORD-12248,58.39,Electronics,Returning
ORD-12249,121.44,Fitness,Returning
ORD-12250,32.4,Home & Kitchen,Returning
ORD-12251,57.36,Home & Kitchen,New
ORD-12252,90.48,Electronics,New
ORD-12253,14.46,Fashion,Returning
ORD-12254,112.2,Fitness,Returning
ORD-12255,29.68,Electronics,Returning
ORD-12256,73.64,Electronics,Returning
ORD-12257,69.97,Fashion,New
ORD-12258,115.67,Fashion,Returning
ORD-12259,83.98,Fitness,Returning
ORD-12260,14.49,Home & Kitchen,VIP
ORD-12261,37.68,Books,Returning
ORD-12262,65.56,Fashion,New
ORD-12263,53.68,Fashion,Returning
ORD-12264,80.36,Electronics,Returning
ORD-12265,96.89,Electronics,New
ORD-12266,86.93,Home & Kitchen,Returning
ORD-12267,53.06,Electronics,New
ORD-12268,19.93,Electronics,New
ORD-12269,45.91,Fitness,Returning
ORD-12270,77.46,Home & Kitchen,New
ORD-12271,31.37,Electronics,Returning
ORD-12272,88.13,Home & Kitchen,Returning
ORD-12273,104.07,Fashion,Returning
ORD-12274,65.11,Fitness,Returning
ORD-12275,9.6,Home & Kitchen,Returning
ORD-12276,28.03,Electronics,New
ORD-12277,187.11,Electronics,VIP
ORD-12278,43.47,Fashion,New
ORD-12279,18.35,Home & Kitchen,Returning
ORD-12280,126.61,Fashion,Returning
ORD-12281,60.83,Home & Kitchen,New
ORD-12282,117.09,Fashion,Returning
ORD-12283,71.25,Fashion,Returning
ORD-12284,79.45,Electronics,New
ORD-12285,75.02,Electronics,New
ORD-12286,91.7,Fashion,New
ORD-12287,236.62,Home & Kitchen,VIP
ORD-12288,108.05,Books,Returning
ORD-12289,23.38,Electronics,New
ORD-12290,78.89,Home & Kitchen,Returning
ORD-12291,119.69,Electronics,Returning
ORD-12292,124.17,Home & Kitchen,Returning
ORD-12293,46.71,Electronics,Returning
ORD-12294,121.38,Home & Kitchen,New
ORD-12295,105.28,Electronics,New
ORD-12296,282.45,Electronics,Returning
ORD-12297,38.47,Home & Kitchen,Returning
ORD-12298,44.5,Fashion,Returning
ORD-12299,50.22,Fashion,New
ORD-12300,44.96,Fashion,Returning
ORD-12301,35.37,Books,New
ORD-12302,11.5,Fashion,Returning
ORD-12303,46.49,Fashion,New
ORD-12304,75.31,Fitness,Returning
ORD-12305,44.88,Home & Kitchen,VIP
ORD-12306,192.72,Fashion,New
ORD-12307,60.83,Home & Kitchen,Returning
ORD-12308,130.92,Electronics,Returning
ORD-12309,70.59,Fashion,New
ORD-12310,99.07,Fashion,New
ORD-12311,71.35,Fitness,Returning
ORD-12312,137.18,Fitness,New
ORD-12313,62.4,Electronics,New
ORD-12314,81.26,Electronics,VIP
ORD-12315,75.17,Fashion,Returning
ORD-12316,50.76,Fashion,Returning
ORD-12317,76.94,Fashion,Returning
ORD-12318,230.59,Home & Kitchen,Returning
ORD-12319,51.3,Fashion,Returning
ORD-12320,77.61,Books,New
ORD-12321,128.34,Fashion,New
ORD-12322,119.6,Electronics,Returning
ORD-12323,60.77,Fashion,VIP
ORD-12324,14.44,Home & Kitchen,New
ORD-12325,82.27,Fashion,VIP
ORD-12326,15.93,Fashion,Returning
ORD-12327,145.76,Fashion,Returning
ORD-12328,66.8,Home & Kitchen,New
ORD-12329,109.93,Books,New
ORD-12330,35.12,Fashion,Returning
ORD-12331,23.77,Electronics,New
ORD-12332,70.56,Fashion,New
ORD-12333,59.14,Fashion,New
ORD-12334,44.93,Books,VIP
ORD-12335,63.48,Fashion,New
ORD-12336,317.49,Home & Kitchen,Returning
ORD-12337,99.56,Books,New
ORD-12338,113.26,Home & Kitchen,New
ORD-12339,100.12,Electronics,New
ORD-12340,146.6,Home & Kitchen,Returning
ORD-12341,53.84,Fashion,Returning
ORD-12342,17.59,Fashion,New
ORD-12343,53.88,Books,Returning
ORD-12344,98.2,Fashion,New
ORD-12345,33.72,Fashion,Returning
ORD-12346,54.28,Electronics,New
ORD-12347,39.84,Electronics,VIP
ORD-12348,148.59,Home & Kitchen,VIP
ORD-12349,94.6,Fitness,Returning
ORD-12350,89.2,Home & Kitchen,New
ORD-12351,87.62,Fashion,Returning
ORD-12352,59.01,Electronics,Returning
ORD-12353,67.93,Fashion,Returning
ORD-12354,29.63,Fashion,New
ORD-12355,16.25,Fitness,Returning
ORD-12356,66.03,Home & Kitchen,New
ORD-12357,73.29,Fitness,Returning
ORD-12358,124.66,Fitness,New
ORD-12359,154.9,Fashion,Returning
ORD-12360,154.78,Home & Kitchen,New
ORD-12361,33.15,Home & Kitchen,New
ORD-12362,48.84,Books,New
ORD-12363,80.5,Fashion,VIP
ORD-12364,275.65,Home & Kitchen,Returning
ORD-12365,146.65,Fashion,Returning
ORD-12366,118.11,Home & Kitchen,Returning
ORD-12367,47.81,Books,Returning
ORD-12368,35.52,Books,New
ORD-12369,96.87,Electronics,Returning
ORD-12370,31.17,Electronics,New
ORD-12371,52.3,Fitness,Returning
ORD-12372,56.32,Home & Kitchen,New
ORD-12373,156.92,Books,VIP
ORD-12374,48.77,Fashion,Returning
ORD-12375,13.96,Fitness,New
ORD-12376,81.67,Home & Kitchen,Returning
ORD-12377,39.67,Electronics,New
ORD-12378,61.9,Electronics,New
ORD-12379,57.28,Home & Kitchen,VIP
ORD-12380,51.2,Electronics,Returning
ORD-12381,96.95,Fitness,Returning
ORD-12382,24.05,Home & Kitchen,Returning
ORD-12383,44.25,Fashion,New
ORD-12384,90.96,Fashion,New
ORD-12385,41.74,Books,Returning
ORD-12386,22.98,Home & Kitchen,Returning
ORD-12387,90.12,Fitness,New
ORD-12388,118.37,Fitness,New
ORD-12389,58.73,Home & Kitchen,New
ORD-12390,18.61,Books,New
ORD-12391,92.17,Home & Kitchen,New
ORD-12392,22.29,Fashion,New
ORD-12393,72.62,Fashion,Returning
ORD-12394,35.43,Fashion,New
ORD-12395,30.09,Home & Kitchen,New
ORD-12396,46.29,Fashion,Returning
ORD-12397,54.06,Home & Kitchen,Returning
ORD-12398,41.0,Books,New
ORD-12399,85.9,Fashion,New
ORD-12400,46.17,Electronics,Returning
ORD-12401,108.65,Home & Kitchen,New
ORD-12402,71.43,Electronics,New
ORD-12403,39.7,Fitness,Returning
ORD-12404,35.89,Fashion,New
ORD-12405,22.45,Fashion,Returning
ORD-12406,71.84,Home & Kitchen,Returning
ORD-12407,48.78,Fashion,New
ORD-12408,14.54,Fashion,New
ORD-12409,43.75,Fashion,VIP
ORD-12410,35.14,Fashion,Returning
ORD-12411,155.31,Fitness,VIP
ORD-12412,21.72,Electronics,Returning
ORD-12413,25.41,Fashion,New
ORD-12414,117.45,Electronics,New
ORD-12415,136.19,Fashion,New
ORD-12416,38.59,Electronics,Returning
ORD-12417,41.3,Fitness,New
ORD-12418,87.33,Electronics,Returning
ORD-12419,14.94,Home & Kitchen,Returning
ORD-12420,19.75,Fashion,Returning
ORD-12421,50.99,Fashion,Returning
ORD-12422,152.92,Electronics,New
ORD-12423,46.46,Home & Kitchen,New
ORD-12424,64.11,Books,Returning
ORD-12425,119.14,Electronics,Returning
ORD-12426,213.61,Books,Returning
ORD-12427,42.69,Fashion,Returning
ORD-12428,59.73,Home & Kitchen,Returning
ORD-12429,180.05,Home & Kitchen,New
ORD-12430,24.21,Electronics,New
ORD-12431,111.78,Fashion,VIP
ORD-12432,32.75,Electronics,Returning
ORD-12433,64.17,Home & Kitchen,Returning
ORD-12434,52.17,Fashion,New
ORD-12435,33.96,Fitness,Returning
ORD-12436,33.45,Fashion,New
ORD-12437,71.23,Books,New
ORD-12438,109.65,Electronics,New
ORD-12439,55.82,Home & Kitchen,Returning
ORD-12440,62.93,Fashion,New
ORD-12441,85.0,Electronics,New
ORD-12442,33.68,Electronics,New
ORD-12443,94.05,Home & Kitchen,New
ORD-12444,98.65,Electronics,Returning
ORD-12445,287.77,Home & Kitchen,Returning
ORD-12446,48.15,Books,Returning
ORD-12447,45.84,Fashion,New
ORD-12448,95.72,Electronics,Returning
ORD-12449,98.64,Electronics,New
ORD-12450,43.77,Electronics,Returning
ORD-12451,47.38,Fashion,VIP
ORD-12452,83.49,Home & Kitchen,Returning
ORD-12453,36.72,Fashion,VIP
ORD-12454,47.17,Electronics,New
ORD-12455,63.67,Home & Kitchen,Returning
ORD-12456,109.68,Fashion,Returning
ORD-12457,41.98,Home & Kitchen,Returning
ORD-12458,19.98,Books,Returning
ORD-12459,19.11,Fashion,New
ORD-12460,28.34,Fashion,Returning
ORD-12461,27.44,Fitness,Returning
ORD-12462,54.99,Home & Kitchen,Returning
ORD-12463,29.57,Fitness,New
ORD-12464,39.58,Fitness,New
ORD-12465,37.92,Fashion,VIP
ORD-12466,46.33,Fashion,New
ORD-12467,133.42,Home & Kitchen,New
ORD-12468,89.76,Home & Kitchen,New
ORD-12469,60.93,Home & Kitchen,Returning
ORD-12470,45.76,Fashion,Returning
ORD-12471,46.53,Fitness,VIP
ORD-12472,73.45,Electronics,Returning
ORD-12473,85.67,Electronics,New
ORD-12474,35.0,Fashion,New
ORD-12475,61.68,Fashion,New
ORD-12476,17.83,Home & Kitchen,Returning
ORD-12477,68.51,Electronics,VIP
ORD-12478,95.32,Home & Kitchen,New
ORD-12479,51.01,Fashion,New
ORD-12480,179.45,Electronics,Returning
ORD-12481,35.56,Fashion,Returning
ORD-12482,68.75,Fashion,Returning
ORD-12483,59.06,Home & Kitchen,Returning
ORD-12484,56.82,Fashion,New
ORD-12485,56.34,Electronics,Returning
ORD-12486,64.35,Fashion,New
ORD-12487,100.36,Electronics,Returning
ORD-12488,137.92,Electronics,New
ORD-12489,60.26,Books,Returning
ORD-12490,98.41,Electronics,VIP
ORD-12491,39.6,Electronics,Returning
ORD-12492,95.54,Fitness,New
ORD-12493,38.2,Home & Kitchen,VIP
ORD-12494,116.09,Fashion,New
ORD-12495,227.33,Home & Kitchen,Returning
ORD-12496,56.08,Books,New
ORD-12497,16.19,Electronics,VIP
ORD-12498,43.43,Electronics,New
ORD-12499,126.36,Fitness,New
ORD-12500,84.09,Fitness,VIP
ORD-12501,70.06,Books,Returning
ORD-12502,110.52,Fashion,New
ORD-12503,80.69,Books,New
ORD-12504,125.29,Fashion,New
ORD-12505,104.76,Home & Kitchen,New
ORD-12506,150.36,Fitness,Returning
ORD-12507,74.83,Electronics,Returning
ORD-12508,103.87,Electronics,VIP
ORD-12509,50.19,Home & Kitchen,Returning
ORD-12510,42.06,Fitness,VIP
ORD-12511,168.02,Electronics,Returning
ORD-12512,68.7,Fitness,New
ORD-12513,97.8,Fashion,Returning
ORD-12514,64.99,Fashion,New
ORD-12515,42.44,Fashion,New
ORD-12516,60.74,Books,Returning
ORD-12517,142.82,Electronics,Returning
ORD-12518,84.2,Home & Kitchen,New
ORD-12519,21.61,Electronics,New
ORD-12520,53.03,Books,New
ORD-12521,175.81,Fitness,Returning
ORD-12522,53.08,Electronics,New
ORD-12523,20.49,Fashion,VIP
ORD-12524,187.88,Fashion,Returning
ORD-12525,90.87,Fashion,New
ORD-12526,57.86,Fitness,Returning
ORD-12527,48.29,Home & Kitchen,VIP
ORD-12528,115.52,Fashion,Returning
ORD-12529,43.59,Home & Kitchen,Returning
ORD-12530,120.18,Fashion,New
ORD-12531,83.54,Electronics,Returning
ORD-12532,69.88,Electronics,Returning
ORD-12533,65.85,Fashion,VIP
ORD-12534,54.33,Home & Kitchen,Returning
ORD-12535,113.0,Electronics,Returning
ORD-12536,35.9,Home & Kitchen,New
ORD-12537,22.8,Fashion,New
ORD-12538,87.24,Home & Kitchen,New
ORD-12539,88.12,Electronics,New
ORD-12540,80.49,Fashion,Returning
ORD-12541,77.06,Electronics,New
ORD-12542,49.78,Fashion,Returning
ORD-12543,96.78,Electronics,Returning
ORD-12544,58.71,Fashion,New
ORD-12545,45.05,Fitness,Returning
ORD-12546,50.04,Electronics,New
ORD-12547,202.83,Home & Kitchen,New
ORD-12548,21.31,Home & Kitchen,VIP
ORD-12549,81.44,Fashion,New
ORD-12550,22.03,Home & Kitchen,New
ORD-12551,56.55,Fashion,Returning
ORD-12552,46.52,Home & Kitchen,New
ORD-12553,17.27,Fitness,New
ORD-12554,76.2,Fitness,Returning
ORD-12555,48.04,Fashion,Returning
ORD-12556,17.12,Home & Kitchen,Returning
ORD-12557,99.86,Electronics,VIP
ORD-12558,142.74,Fashion,New
ORD-12559,147.54,Electronics,Returning
ORD-12560,74.84,Electronics,New
ORD-12561,62.03,Home & Kitchen,New
ORD-12562,133.87,Fitness,VIP
ORD-12563,165.58,Electronics,Returning
ORD-12564,119.12,Home & Kitchen,New
ORD-12565,34.3,Home & Kitchen,New
ORD-12566,68.09,Books,New
ORD-12567,78.55,Home & Kitchen,Returning
ORD-12568,20.37,Electronics,New
ORD-12569,79.97,Electronics,VIP
ORD-12570,235.99,Home & Kitchen,New
ORD-12571,88.58,Electronics,New
ORD-12572,146.06,Books,VIP
ORD-12573,67.34,Books,VIP
ORD-12574,57.75,Books,New
ORD-12575,75.85,Fashion,Returning
ORD-12576,36.98,Home & Kitchen,VIP
ORD-12577,33.84,Home & Kitchen,Returning
ORD-12578,129.0,Electronics,Returning
ORD-12579,137.47,Fashion,Returning
ORD-12580,33.29,Electronics,VIP
ORD-12581,107.86,Fashion,Returning
ORD-12582,57.27,Books,New
ORD-12583,73.99,Fitness,Returning
ORD-12584,79.53,Fashion,Returning
ORD-12585,109.58,Fashion,Returning
ORD-12586,63.41,Electronics,New
ORD-12587,140.63,Fashion,Returning
ORD-12588,72.65,Electronics,Returning
ORD-12589,87.75,Home & Kitchen,VIP
ORD-12590,36.6,Home & Kitchen,New
ORD-12591,220.35,Fitness,Returning
ORD-12592,79.99,Fitness,Returning
ORD-12593,92.55,Electronics,New
ORD-12594,22.99,Home & Kitchen,Returning
ORD-12595,36.83,Electronics,New
ORD-12596,126.82,Fashion,Returning
ORD-12597,71.67,Fashion,Returning
ORD-12598,19.14,Electronics,New
ORD-12599,112.5,Electronics,Returning
ORD-12600,43.54,Fashion,VIP
ORD-12601,140.72,Electronics,New
ORD-12602,57.24,Books,VIP
ORD-12603,68.23,Fashion,New
ORD-12604,122.41,Fashion,New
ORD-12605,35.22,Books,Returning
ORD-12606,33.26,Home & Kitchen,New
ORD-12607,53.63,Fashion,VIP
ORD-12608,99.12,Books,Returning
ORD-12609,27.15,Electronics,Returning
ORD-12610,22.18,Electronics,Returning
ORD-12611,98.91,Fashion,Returning
ORD-12612,42.02,Fashion,Returning
ORD-12613,47.69,Fitness,Returning
ORD-12614,19.8,Electronics,Returning
ORD-12615,40.15,Home & Kitchen,Returning
ORD-12616,60.07,Home & Kitchen,New
ORD-12617,105.45,Books,Returning
ORD-12618,37.99,Electronics,New
ORD-12619,163.11,Electronics,New
ORD-12620,40.02,Books,New
ORD-12621,40.05,Home & Kitchen,New
ORD-12622,151.78,Electronics,New
ORD-12623,68.5,Electronics,Returning
ORD-12624,43.33,Fitness,Returning
ORD-12625,54.98,Home & Kitchen,New
ORD-12626,135.89,Home & Kitchen,VIP
ORD-12627,145.43,Fitness,VIP
ORD-12628,36.96,Electronics,VIP
ORD-12629,58.82,Electronics,New
ORD-12630,63.69,Home & Kitchen,New
ORD-12631,33.39,Fitness,Returning
ORD-12632,58.36,Fashion,Returning
ORD-12633,60.53,Home & Kitchen,Returning
ORD-12634,119.6,Electronics,Returning
ORD-12635,124.52,Electronics,Returning
ORD-12636,49.52,Books,VIP
ORD-12637,53.07,Electronics,Returning
ORD-12638,89.89,Electronics,VIP
ORD-12639,42.47,Fitness,Returning
ORD-12640,85.9,Fashion,New
ORD-12641,57.24,Fashion,Returning
ORD-12642,33.73,Fitness,New
ORD-12643,33.98,Electronics,New
ORD-12644,143.77,Home & Kitchen,VIP
ORD-12645,54.93,Fashion,New
ORD-12646,161.45,Electronics,Returning
ORD-12647,44.34,Home & Kitchen,VIP
ORD-12648,71.86,Fashion,New
ORD-12649,253.56,Fitness,New
ORD-12650,31.99,Books,New
ORD-12651,19.32,Fitness,Returning
ORD-12652,130.58,Fashion,New
ORD-12653,36.74,Electronics,New
ORD-12654,59.6,Fitness,Returning
ORD-12655,42.46,Fashion,New
ORD-12656,70.87,Home & Kitchen,Returning
