label,text,target
ham,Where did you leave the spare car keys? I can't find them on the counter.,0
ham,"Running a bit late, start eating without me. Be there around 7:30! Thanks!",0
ham,Did you finish the Python assignment? Let's compare our answers tonight. Thanks!,0
ham,"Sorry I missed your call earlier, I was in an important team meeting. What's up?",0
ham,Where did you leave the spare car keys? I can't find them on the counter.,0
ham,Let's catch up this weekend. Are you free on Saturday afternoon? Thanks!,0
ham,"Running a bit late, start eating without me. Be there around 7:30! :)",0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
ham,"Just reached the airport, flight is on time. See you soon!",0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
spam,"Dear customer, your bank account has been suspended due to suspicious activity. Verify at http://secure-bank-login.xyz Ref: #5757",1
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right. :),0
ham,Could you review my pull request on GitHub when you have a moment?,0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
spam,You have won a guaranteed £500 Amazon gift card! Claim now by replying GIFT. Ref: #3048,1
ham,Let me know when you're free for a quick phone call to discuss the travel plans. Thanks!,0
ham,"Hey, are we still meeting for lunch at 1pm tomorrow? :)",0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
ham,Let me know when you're free for a quick phone call to discuss the travel plans. Thanks!,0
spam,Free entry in 2 a weekly competition to win £1000 cash. Text WIN to 82122 to enter now!,1
ham,Could you review my pull request on GitHub when you have a moment? Thanks!,0
ham,Can you please pick up some milk and eggs on your way home from work? :),0
ham,Thanks for the lecture notes! They were super helpful for the exam prep.,0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. :),0
ham,"Great job on the presentation today, the client was really impressed with our slides! Thanks!",0
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right. :),0
spam,Your mobile contract is up for renewal! Get a brand new iPhone 15 Pro for £0 upfront. Call 0800-111-222.,1
ham,"I'm feeling much better today, thanks for checking in on me! Thanks!",0
spam,Double your money in 24 hours! Guaranteed crypto returns. Click http://bit.ly/fast-crypto now! Ref: #9393,1
ham,"I'm feeling much better today, thanks for checking in on me! :)",0
ham,Let me know when you're free for a quick phone call to discuss the travel plans. :),0
ham,Could you review my pull request on GitHub when you have a moment? :),0
ham,"I'm feeling much better today, thanks for checking in on me! Thanks!",0
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right. :),0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
spam,"URGENT! Your mobile number was awarded a £2,000 bonus prize! Call 09061701461 immediately to claim.",1
ham,Let me know when you're free for a quick phone call to discuss the travel plans. :),0
ham,Thanks for the lecture notes! They were super helpful for the exam prep.,0
ham,"I'm feeling much better today, thanks for checking in on me! :)",0
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right.,0
ham,Where did you leave the spare car keys? I can't find them on the counter. :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning.,0
ham,Sounds good! Let's book the tickets for the 7pm movie screening.,0
spam,Claim your complimentary 2-week gym pass at FitnessFirst today! Text FIT to 88088. Ref: #8970,1
ham,Can you send me the link to that recipe you made last week? It was delicious.,0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. :),0
spam,Loan approved! Up to £5000 deposited within 1 hour. No credit checks required! Call 08000930705. Ref: #4530,1
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today.",0
ham,"Great job on the presentation today, the client was really impressed with our slides! :)",0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today. :)",0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning. :),0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
ham,Can you send me the link to that recipe you made last week? It was delicious. :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning.,0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success! :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning. :),0
ham,Did you finish the Python assignment? Let's compare our answers tonight. Thanks!,0
ham,"Hey, are we still meeting for lunch at 1pm tomorrow? :)",0
spam,Congratulations! You won a FREE cruise to the Bahamas! Call now at 1-800-555-0199. T&Cs apply. Ref: #4744,1
ham,Can you send me the link to that recipe you made last week? It was delicious. Thanks!,0
ham,Where did you leave the spare car keys? I can't find them on the counter. :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning. :),0
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right.,0
ham,"Great job on the presentation today, the client was really impressed with our slides!",0
ham,"Hey, are we still meeting for lunch at 1pm tomorrow?",0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. Thanks!,0
ham,"The weather is supposed to be really nice this Sunday, want to go for a hike? :)",0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today. :)",0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today. :)",0
ham,"Sorry I missed your call earlier, I was in an important team meeting. What's up? :)",0
spam,"Dear customer, your bank account has been suspended due to suspicious activity. Verify at http://secure-bank-login.xyz Ref: #7316",1
ham,Don't forget we have the project standup meeting at 10am tomorrow morning. Thanks!,0
ham,Let me know when you're free for a quick phone call to discuss the travel plans. Thanks!,0
ham,Did you finish the Python assignment? Let's compare our answers tonight.,0
ham,"The weather is supposed to be really nice this Sunday, want to go for a hike?",0
ham,Can you send me the link to that recipe you made last week? It was delicious.,0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
ham,Can you please pick up some milk and eggs on your way home from work?,0
ham,Where did you leave the spare car keys? I can't find them on the counter. :),0
ham,Let me know when you're free for a quick phone call to discuss the travel plans.,0
ham,"Just reached the airport, flight is on time. See you soon! Thanks!",0
ham,"Running a bit late, start eating without me. Be there around 7:30!",0
ham,"Sorry I missed your call earlier, I was in an important team meeting. What's up? :)",0
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success!,0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning. :),0
ham,Where did you leave the spare car keys? I can't find them on the counter. :),0
spam,Double your money in 24 hours! Guaranteed crypto returns. Click http://bit.ly/fast-crypto now! Ref: #1688,1
ham,"The weather is supposed to be really nice this Sunday, want to go for a hike? :)",0
spam,WIN a £500 shopping spree at Tesco! To enter simply answer our quick 2-question survey: http://tesco-win.me Ref: #1235,1
spam,FREE RINGTONE! Reply YES to 80082 to get polyphonic ringtones directly to your phone. 1.50gbp/week. Ref: #7722,1
ham,Can you please pick up some milk and eggs on your way home from work? :),0
ham,Did you finish the Python assignment? Let's compare our answers tonight.,0
ham,Can you please pick up some milk and eggs on your way home from work?,0
ham,"I'm feeling much better today, thanks for checking in on me! :)",0
spam,Special promotion! Buy 1 get 2 free on all health supplements. Order at http://vitamins-direct.com. Ref: #3443,1
ham,"Running a bit late, start eating without me. Be there around 7:30! :)",0
ham,Where did you leave the spare car keys? I can't find them on the counter.,0
ham,"Running a bit late, start eating without me. Be there around 7:30!",0
spam,"URGENT! Your mobile number was awarded a £2,000 bonus prize! Call 09061701461 immediately to claim. Ref: #4876",1
ham,Could you review my pull request on GitHub when you have a moment?,0
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success! :),0
ham,"I'm feeling much better today, thanks for checking in on me! :)",0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. Thanks!,0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. :),0
ham,Can you please pick up some milk and eggs on your way home from work?,0
spam,Congratulations! You won a FREE cruise to the Bahamas! Call now at 1-800-555-0199. T&Cs apply.,1
ham,"Great job on the presentation today, the client was really impressed with our slides!",0
ham,"Great job on the presentation today, the client was really impressed with our slides!",0
ham,Did you finish the Python assignment? Let's compare our answers tonight. :),0
ham,"I'm feeling much better today, thanks for checking in on me! Thanks!",0
ham,Let's catch up this weekend. Are you free on Saturday afternoon? :),0
ham,"Just reached the airport, flight is on time. See you soon!",0
spam,URGENT: Call 09066362206 from landline. 150p/min. You have an unclaimed parcel waiting delivery. Ref: #4228,1
spam,Exclusive offer! 50% discount on luxury watches. Visit our website http://swiss-replica.co today only!,1
ham,"Sorry I missed your call earlier, I was in an important team meeting. What's up? :)",0
ham,"Just reached the airport, flight is on time. See you soon!",0
spam,PRIVATE! Your 2004 Account for 07781482378 has 800 points. Call 0871-872-9758 to claim your reward. Ref: #5227,1
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success! Thanks!,0
spam,PRIVATE! Your 2004 Account for 07781482378 has 800 points. Call 0871-872-9758 to claim your reward. Ref: #2828,1
ham,Where did you leave the spare car keys? I can't find them on the counter.,0
ham,"I'm feeling much better today, thanks for checking in on me!",0
ham,I just sent over the revised budget spreadsheet. Please check if the numbers look right. Thanks!,0
ham,Did you finish the Python assignment? Let's compare our answers tonight.,0
ham,Let's catch up this weekend. Are you free on Saturday afternoon? :),0
ham,Sounds good! Let's book the tickets for the 7pm movie screening.,0
ham,Did you finish the Python assignment? Let's compare our answers tonight.,0
spam,Congratulations! You won a FREE cruise to the Bahamas! Call now at 1-800-555-0199. T&Cs apply. Ref: #5944,1
ham,"I'll be there in about 15 minutes, traffic is a bit slow today. :)",0
spam,Your parcel delivery has failed because no one was home. Reschedule fee required: http://dpd-redelivery.org Ref: #3190,1
spam,WIN a £500 shopping spree at Tesco! To enter simply answer our quick 2-question survey: http://tesco-win.me Ref: #9477,1
spam,Final notice! You have unpaid toll fees of £4.50. Pay immediately at http://highway-toll-uk.com to avoid legal action. Ref: #7166,1
ham,Where did you leave the spare car keys? I can't find them on the counter. Thanks!,0
ham,"Great job on the presentation today, the client was really impressed with our slides!",0
ham,Let me know when you're free for a quick phone call to discuss the travel plans. :),0
ham,Let's catch up this weekend. Are you free on Saturday afternoon? :),0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning.,0
ham,Can you please pick up some milk and eggs on your way home from work? :),0
ham,Thanks for the lecture notes! They were super helpful for the exam prep.,0
ham,"Just reached the airport, flight is on time. See you soon! :)",0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today.",0
ham,"Just reached the airport, flight is on time. See you soon! :)",0
ham,Can you send me the link to that recipe you made last week? It was delicious.,0
ham,"Hey, are we still meeting for lunch at 1pm tomorrow? :)",0
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success! :),0
ham,"I'll be there in about 15 minutes, traffic is a bit slow today. Thanks!",0
ham,"Great job on the presentation today, the client was really impressed with our slides! :)",0
ham,Don't forget we have the project standup meeting at 10am tomorrow morning.,0
ham,Did you finish the Python assignment? Let's compare our answers tonight.,0
spam,WIN a £500 shopping spree at Tesco! To enter simply answer our quick 2-question survey: http://tesco-win.me Ref: #9533,1
ham,"I'm feeling much better today, thanks for checking in on me! :)",0
ham,"Just reached the airport, flight is on time. See you soon!",0
spam,Hot singles in your area want to chat with you right now! Reply CHAT to 69696 to connect.,1
ham,Where did you leave the spare car keys? I can't find them on the counter.,0
spam,Claim your complimentary 2-week gym pass at FitnessFirst today! Text FIT to 88088. Ref: #3538,1
ham,"Sorry I missed your call earlier, I was in an important team meeting. What's up?",0
spam,WIN a £500 shopping spree at Tesco! To enter simply answer our quick 2-question survey: http://tesco-win.me Ref: #9389,1
spam,WINNER! As a valued customer you are selected to receive a £1000 cash reward. Text CLAIM to 87077.,1
ham,Can you please pick up some milk and eggs on your way home from work? :),0
ham,"Just reached the airport, flight is on time. See you soon! :)",0
ham,Thanks for the lecture notes! They were super helpful for the exam prep. :),0
ham,Happy birthday! Wishing you a fantastic year ahead filled with joy and success!,0
