order_id,customer_id,order_value,items_count,satisfaction_rating,is_repeat_customer
ORD-10557,CUST-1260,2768.71,3,5,False
ORD-10558,CUST-1280,3364.38,5,4,True
ORD-10559,CUST-1215,2858.83,6,4,False
ORD-10560,CUST-1146,2787.48,6,5,False
ORD-10561,CUST-1299,2925.34,2,4,False
ORD-10562,CUST-1316,1914.25,7,5,True
ORD-10563,CUST-1449,3034.6,2,4,True
ORD-10564,CUST-1308,2235.67,1,5,False
ORD-10565,CUST-1497,2255.93,1,2,True
ORD-10566,CUST-1413,2470.2,2,1,True
ORD-10567,CUST-1039,2178.23,7,5,False
ORD-10568,CUST-1196,1803.32,2,5,True
ORD-10569,CUST-1192,2418.13,5,5,True
ORD-10570,CUST-1001,2258.93,3,5,True
ORD-10571,CUST-1090,2236.65,1,4,True
ORD-10572,CUST-1381,2349.58,4,4,True
ORD-10573,CUST-1176,1250.59,1,3,False
ORD-10574,CUST-1073,2241.24,4,4,False
ORD-10575,CUST-1143,3484.46,4,3,False
ORD-10576,CUST-1137,3404.01,4,5,False
ORD-10577,CUST-1087,2441.45,2,1,True
ORD-10578,CUST-1050,2418.59,6,3,False
ORD-10579,CUST-1382,1155.56,5,3,True
ORD-10580,CUST-1412,2064.65,2,3,True
ORD-10581,CUST-1248,2917.13,4,3,False
ORD-10582,CUST-1307,2163.66,1,4,False
ORD-10583,CUST-1459,3187.72,7,4,True
ORD-10584,CUST-1421,3132.71,6,4,False
ORD-10585,CUST-1016,2053.44,3,5,True
ORD-10586,CUST-1476,2492.13,5,4,True
ORD-10587,CUST-1033,3564.39,5,4,True
ORD-10588,CUST-1013,1573.41,5,4,True
ORD-10589,CUST-1201,2176.96,1,3,True
ORD-10590,CUST-1372,1527.99,7,4,True
ORD-10591,CUST-1040,1875.88,7,5,True
ORD-10592,CUST-1146,3862.52,7,4,True
ORD-10593,CUST-1131,2176.76,7,3,False
ORD-10594,CUST-1198,1335.56,7,4,True
ORD-10595,CUST-1493,1798.16,6,5,False
ORD-10596,CUST-1165,1481.85,1,4,True
ORD-10597,CUST-1104,2518.65,4,4,True
ORD-10598,CUST-1061,2711.62,2,5,False
ORD-10599,CUST-1099,3046.08,2,4,True
ORD-10600,CUST-1066,2873.15,6,4,True
ORD-10601,CUST-1286,1594.64,6,3,True
ORD-10602,CUST-1210,2673.48,4,2,True
ORD-10603,CUST-1248,2321.26,6,5,True
ORD-10604,CUST-1416,3169.17,1,4,True
ORD-10605,CUST-1290,2963.72,2,4,True
ORD-10606,CUST-1077,4012.23,7,4,False
ORD-10607,CUST-1188,1838.34,4,2,True
ORD-10608,CUST-1156,1764.57,4,5,True
ORD-10609,CUST-1413,2099.79,4,3,False
ORD-10610,CUST-1153,2346.94,2,5,True
ORD-10611,CUST-1069,1985.32,6,4,True
ORD-10612,CUST-1368,1865.16,6,3,True
ORD-10613,CUST-1214,2624.34,5,1,True
ORD-10614,CUST-1047,2098.0,3,5,True
ORD-10615,CUST-1344,1961.9,5,3,True
ORD-10616,CUST-1105,1593.8,7,2,True
ORD-10617,CUST-1434,1184.89,5,5,False
ORD-10618,CUST-1416,3435.36,4,4,False
ORD-10619,CUST-1184,3405.82,2,4,True
ORD-10620,CUST-1277,2989.11,4,3,True
ORD-10621,CUST-1283,2790.7,3,5,True
ORD-10622,CUST-1326,2044.18,5,4,False
ORD-10623,CUST-1034,2822.48,1,3,False
ORD-10624,CUST-1162,1729.19,2,4,True
ORD-10625,CUST-1085,2475.4,6,3,True
ORD-10626,CUST-1348,1915.46,3,4,True
ORD-10627,CUST-1034,2825.77,4,2,False
ORD-10628,CUST-1258,3634.5,4,3,False
ORD-10629,CUST-1363,1796.23,4,4,True
ORD-10630,CUST-1474,2072.13,6,5,True
ORD-10631,CUST-1144,2462.61,2,2,True
ORD-10632,CUST-1003,1382.17,6,3,False
ORD-10633,CUST-1361,1502.01,2,5,False
ORD-10634,CUST-1000,3603.22,3,5,True
ORD-10635,CUST-1033,2627.55,5,4,True
ORD-10636,CUST-1495,2012.76,7,3,True
ORD-10637,CUST-1431,2389.86,2,4,True
ORD-10638,CUST-1353,2102.25,5,3,False
ORD-10639,CUST-1417,2482.96,1,2,True
ORD-10640,CUST-1037,2124.09,1,4,False
ORD-10641,CUST-1044,2338.2,6,4,True
ORD-10642,CUST-1150,2895.54,6,4,True
ORD-10643,CUST-1011,2843.21,3,4,True
ORD-10644,CUST-1444,3543.59,5,4,True
ORD-10645,CUST-1028,2679.08,3,4,True
ORD-10646,CUST-1272,2431.95,2,5,False
ORD-10647,CUST-1426,3695.82,4,5,True
ORD-10648,CUST-1367,2270.54,3,4,True
ORD-10649,CUST-1117,1218.74,6,4,True
ORD-10650,CUST-1235,2999.55,3,3,True
ORD-10651,CUST-1274,2590.62,3,2,False
ORD-10652,CUST-1383,2400.22,4,5,False
ORD-10653,CUST-1213,3021.91,6,3,True
ORD-10654,CUST-1142,2129.16,2,4,False
ORD-10655,CUST-1397,1236.7,7,4,False
ORD-10656,CUST-1443,3038.77,4,3,False
ORD-10657,CUST-1244,1992.97,5,2,True
ORD-10658,CUST-1014,1816.4,7,4,True
ORD-10659,CUST-1250,1256.32,4,5,True
ORD-10660,CUST-1444,2966.64,2,4,False
ORD-10661,CUST-1494,1089.75,6,4,False
ORD-10662,CUST-1200,3356.69,1,1,True
ORD-10663,CUST-1075,2186.98,4,4,True
ORD-10664,CUST-1286,3006.42,7,2,False
ORD-10665,CUST-1415,2701.69,3,4,False
ORD-10666,CUST-1472,3894.72,5,5,True
ORD-10667,CUST-1025,2681.26,4,4,False
ORD-10668,CUST-1145,3320.79,2,4,True
ORD-10669,CUST-1238,2053.88,3,1,True
ORD-10670,CUST-1049,1500.28,4,1,True
ORD-10671,CUST-1443,3136.6,1,4,False
ORD-10672,CUST-1056,1487.42,3,5,False
ORD-10673,CUST-1332,2957.41,3,3,True
ORD-10674,CUST-1459,1755.48,6,4,True
ORD-10675,CUST-1342,2604.66,1,4,True
ORD-10676,CUST-1381,3916.55,6,2,True
ORD-10677,CUST-1131,2892.32,3,3,True
ORD-10678,CUST-1413,2273.3,5,4,True
ORD-10679,CUST-1209,2719.22,4,4,True
ORD-10680,CUST-1030,2074.75,3,4,True
ORD-10681,CUST-1183,4355.23,7,5,True
ORD-10682,CUST-1174,1950.82,2,5,False
ORD-10683,CUST-1260,2342.44,1,5,True
ORD-10684,CUST-1132,2819.53,6,5,True
ORD-10685,CUST-1231,2664.21,5,5,False
ORD-10686,CUST-1213,2747.6,7,5,True
ORD-10687,CUST-1163,2086.84,4,5,True
ORD-10688,CUST-1348,2247.14,1,5,True
ORD-10689,CUST-1152,3095.32,1,5,True
ORD-10690,CUST-1382,3051.9,4,5,True
ORD-10691,CUST-1125,2681.92,2,4,True
ORD-10692,CUST-1432,3438.52,7,4,True
ORD-10693,CUST-1182,3130.22,1,4,True
ORD-10694,CUST-1020,3025.81,7,5,True
ORD-10695,CUST-1074,1479.36,2,4,True
ORD-10696,CUST-1403,2672.87,1,5,True
ORD-10697,CUST-1436,2538.75,2,5,True
ORD-10698,CUST-1105,3564.97,2,5,False
ORD-10699,CUST-1301,942.21,3,3,True
ORD-10700,CUST-1287,2305.6,3,5,True
ORD-10701,CUST-1066,2480.72,4,5,True
ORD-10702,CUST-1225,1748.99,4,5,True
ORD-10703,CUST-1346,1844.43,1,5,False
ORD-10704,CUST-1483,3568.31,1,4,True
ORD-10705,CUST-1423,2744.66,2,4,True
ORD-10706,CUST-1048,3919.2,2,3,False
ORD-10707,CUST-1118,2293.84,1,5,False
ORD-10708,CUST-1218,1577.44,3,3,False
ORD-10709,CUST-1075,2202.01,4,5,True
ORD-10710,CUST-1285,2096.4,3,5,True
ORD-10711,CUST-1004,2920.66,3,4,True
ORD-10712,CUST-1056,2887.61,4,3,True
ORD-10713,CUST-1023,2782.64,4,3,True
ORD-10714,CUST-1147,4274.91,3,5,False
ORD-10715,CUST-1381,3380.52,2,4,True
ORD-10716,CUST-1088,1880.88,3,2,True
ORD-10717,CUST-1493,3159.37,1,5,True
ORD-10718,CUST-1134,2435.14,4,3,True
ORD-10719,CUST-1022,2276.18,7,5,True
ORD-10720,CUST-1167,3501.42,3,4,False
ORD-10721,CUST-1374,1846.92,1,3,True
ORD-10722,CUST-1053,3099.21,5,2,True
ORD-10723,CUST-1035,2960.12,1,4,True
ORD-10724,CUST-1424,1836.95,2,4,True
ORD-10725,CUST-1296,1464.59,2,5,True
ORD-10726,CUST-1171,2359.62,7,4,False
ORD-10727,CUST-1378,910.38,7,4,True
ORD-10728,CUST-1422,3262.56,4,3,True
ORD-10729,CUST-1179,2670.0,5,3,False
ORD-10730,CUST-1280,3534.25,5,5,True
ORD-10731,CUST-1005,2618.97,5,3,False
ORD-10732,CUST-1153,3602.91,4,5,True
ORD-10733,CUST-1297,2034.1,7,4,True
ORD-10734,CUST-1098,2780.17,6,2,False
ORD-10735,CUST-1495,2156.7,1,3,True
ORD-10736,CUST-1485,2339.06,3,2,True
ORD-10737,CUST-1128,2478.34,7,5,True
ORD-10738,CUST-1198,2667.62,3,4,False
ORD-10739,CUST-1094,1955.36,2,4,True
ORD-10740,CUST-1251,2742.8,7,4,True
ORD-10741,CUST-1061,2443.53,5,4,False
ORD-10742,CUST-1195,1602.98,4,5,False
ORD-10743,CUST-1277,1401.06,3,5,True
ORD-10744,CUST-1305,3266.06,1,4,True
ORD-10745,CUST-1298,1180.39,3,5,True
ORD-10746,CUST-1110,2306.82,4,5,True
ORD-10747,CUST-1396,1553.31,7,4,True
ORD-10748,CUST-1345,3773.92,3,5,True
ORD-10749,CUST-1376,2820.31,2,2,True
ORD-10750,CUST-1233,2647.75,3,5,True
ORD-10751,CUST-1446,1905.58,7,5,False
ORD-10752,CUST-1194,1596.38,4,2,True
ORD-10753,CUST-1402,2539.79,3,5,False
ORD-10754,CUST-1101,2400.59,5,5,False
ORD-10755,CUST-1123,1757.17,5,3,True
ORD-10756,CUST-1263,1739.44,3,4,False
ORD-10757,CUST-1277,1714.35,7,5,False
ORD-10758,CUST-1373,1697.39,5,5,True
ORD-10759,CUST-1148,2015.11,1,2,False
ORD-10760,CUST-1436,2648.0,3,4,True
ORD-10761,CUST-1164,2771.82,7,4,False
ORD-10762,CUST-1267,2386.75,3,3,True
ORD-10763,CUST-1465,2507.27,4,4,True
ORD-10764,CUST-1269,2808.86,5,1,True
ORD-10765,CUST-1340,1295.0,5,3,False
ORD-10766,CUST-1454,2562.07,7,4,True
ORD-10767,CUST-1487,3424.23,2,4,True
ORD-10768,CUST-1249,985.53,4,4,True
ORD-10769,CUST-1208,2289.97,4,5,True
ORD-10770,CUST-1098,3227.77,2,4,False
ORD-10771,CUST-1268,2301.81,5,3,False
ORD-10772,CUST-1459,2861.26,1,1,True
ORD-10773,CUST-1243,2632.9,4,3,True
ORD-10774,CUST-1174,1706.37,3,4,True
ORD-10775,CUST-1053,1819.73,2,3,True
ORD-10776,CUST-1194,3602.85,6,1,False
ORD-10777,CUST-1118,3034.36,2,3,False
ORD-10778,CUST-1488,2345.23,2,4,True
ORD-10779,CUST-1263,2258.39,6,4,True
ORD-10780,CUST-1068,1909.22,7,5,True
ORD-10781,CUST-1033,2695.5,1,5,True
ORD-10782,CUST-1425,1955.52,2,4,True
ORD-10783,CUST-1465,2175.56,5,3,False
ORD-10784,CUST-1381,2012.83,6,4,True
ORD-10785,CUST-1061,2980.47,7,2,False
ORD-10786,CUST-1049,2318.06,4,4,True
ORD-10787,CUST-1098,2512.56,1,4,True
ORD-10788,CUST-1375,1716.11,7,4,True
ORD-10789,CUST-1382,2008.95,2,3,True
ORD-10790,CUST-1418,2528.07,1,4,True
ORD-10791,CUST-1048,1488.31,5,5,True
ORD-10792,CUST-1076,2269.3,5,5,False
ORD-10793,CUST-1450,2407.21,1,4,True
ORD-10794,CUST-1464,1654.22,2,4,False
ORD-10795,CUST-1362,3186.56,5,1,False
ORD-10796,CUST-1053,2659.19,2,5,True
ORD-10797,CUST-1034,2313.28,5,4,True
ORD-10798,CUST-1027,1968.13,3,3,True
ORD-10799,CUST-1345,1471.7,5,4,True
ORD-10800,CUST-1422,3116.62,4,5,False
ORD-10801,CUST-1315,2118.86,3,4,False
ORD-10802,CUST-1131,1577.36,3,4,True
ORD-10803,CUST-1378,1952.42,5,4,True
ORD-10804,CUST-1029,2737.5,4,4,False
ORD-10805,CUST-1414,2582.17,5,4,False
ORD-10806,CUST-1445,1759.43,5,4,True
ORD-10807,CUST-1359,3272.43,2,4,False
ORD-10808,CUST-1439,1571.32,7,4,True
ORD-10809,CUST-1293,3464.0,4,1,True
ORD-10810,CUST-1234,2551.44,6,5,True
ORD-10811,CUST-1161,2163.94,7,4,True
ORD-10812,CUST-1460,2248.17,7,4,False
ORD-10813,CUST-1348,2469.93,5,4,True
ORD-10814,CUST-1095,2796.83,6,4,True
ORD-10815,CUST-1478,1396.63,4,4,True
ORD-10816,CUST-1029,1934.39,6,5,True
ORD-10817,CUST-1293,2447.85,3,4,True
ORD-10818,CUST-1095,3308.26,5,5,True
ORD-10819,CUST-1332,3271.9,1,5,False
ORD-10820,CUST-1206,3669.1,7,3,True
ORD-10821,CUST-1218,3226.91,2,4,False
ORD-10822,CUST-1335,1893.24,5,4,True
ORD-10823,CUST-1378,2404.42,1,3,False
ORD-10824,CUST-1190,3232.43,2,4,False
ORD-10825,CUST-1498,3141.75,7,4,True
ORD-10826,CUST-1249,2279.86,6,4,True
ORD-10827,CUST-1080,2775.05,2,3,False
ORD-10828,CUST-1003,2115.54,1,5,True
ORD-10829,CUST-1101,1535.64,6,4,True
ORD-10830,CUST-1345,2335.75,7,5,True
ORD-10831,CUST-1269,2296.37,2,2,True
ORD-10832,CUST-1168,2087.15,5,4,True
ORD-10833,CUST-1240,2799.96,2,1,False
ORD-10834,CUST-1419,2258.53,6,4,True
ORD-10835,CUST-1285,2690.35,3,4,False
ORD-10836,CUST-1029,2965.03,1,5,False
ORD-10837,CUST-1024,4433.47,3,4,True
ORD-10838,CUST-1241,2346.76,4,4,True
ORD-10839,CUST-1202,3321.61,6,3,True
ORD-10840,CUST-1425,2571.77,1,4,True
ORD-10841,CUST-1291,2613.16,7,4,True
ORD-10842,CUST-1378,2355.69,5,4,True
ORD-10843,CUST-1292,2509.21,7,3,True
ORD-10844,CUST-1172,2264.41,7,2,False
ORD-10845,CUST-1328,3153.71,2,2,True
ORD-10846,CUST-1310,1954.53,1,5,True
ORD-10847,CUST-1360,1531.33,6,4,True
ORD-10848,CUST-1094,2067.93,2,1,True
ORD-10849,CUST-1320,2006.13,2,5,False
ORD-10850,CUST-1142,2067.62,4,1,True
ORD-10851,CUST-1395,2320.99,7,4,True
ORD-10852,CUST-1399,2069.78,6,5,True
ORD-10853,CUST-1312,2311.81,4,5,True
ORD-10854,CUST-1473,2071.58,2,5,True
ORD-10855,CUST-1268,2706.29,3,4,True
ORD-10856,CUST-1012,4420.88,5,5,False
ORD-10857,CUST-1303,2557.36,2,1,False
ORD-10858,CUST-1388,2095.32,4,5,True
ORD-10859,CUST-1050,1153.16,1,5,False
ORD-10860,CUST-1052,3957.49,3,5,True
ORD-10861,CUST-1136,2597.3,2,3,False
ORD-10862,CUST-1422,2306.06,5,3,True
ORD-10863,CUST-1263,1173.93,7,4,True
ORD-10864,CUST-1488,2339.75,2,4,True
ORD-10865,CUST-1436,2503.26,6,4,True
ORD-10866,CUST-1277,2073.7,5,5,False
ORD-10867,CUST-1339,1614.34,7,4,True
ORD-10868,CUST-1165,1583.67,7,4,True
ORD-10869,CUST-1045,3976.49,1,4,True
ORD-10870,CUST-1199,2483.09,6,3,False
ORD-10871,CUST-1296,2073.18,5,3,False
ORD-10872,CUST-1091,2441.65,1,3,True
ORD-10873,CUST-1110,2395.07,2,5,True
ORD-10874,CUST-1007,1561.01,7,5,True
ORD-10875,CUST-1367,3093.97,4,4,False
ORD-10876,CUST-1449,2289.2,3,4,False
ORD-10877,CUST-1413,2492.64,3,4,True
ORD-10878,CUST-1189,3568.31,6,5,False
ORD-10879,CUST-1296,1628.21,2,5,True
ORD-10880,CUST-1480,1925.91,2,4,False
ORD-10881,CUST-1295,2636.1,5,5,True
ORD-10882,CUST-1147,3076.52,7,4,True
ORD-10883,CUST-1169,2018.52,2,4,True
ORD-10884,CUST-1363,2050.9,2,5,True
ORD-10885,CUST-1223,2870.04,4,4,False
ORD-10886,CUST-1418,4312.8,2,4,True
ORD-10887,CUST-1432,2464.28,5,4,False
ORD-10888,CUST-1017,1924.18,2,4,False
ORD-10889,CUST-1361,1765.19,1,4,False
ORD-10890,CUST-1184,2319.07,2,4,False
ORD-10891,CUST-1259,3036.11,7,4,True
ORD-10892,CUST-1132,4879.02,7,3,True
ORD-10893,CUST-1184,2210.34,4,5,True
ORD-10894,CUST-1165,2465.39,3,4,True
ORD-10895,CUST-1025,3774.14,6,5,False
ORD-10896,CUST-1391,2623.91,2,3,True
ORD-10897,CUST-1071,2562.34,5,4,True
ORD-10898,CUST-1187,3555.04,5,4,True
ORD-10899,CUST-1096,2481.59,5,5,True
ORD-10900,CUST-1080,1806.24,2,3,False
ORD-10901,CUST-1186,3339.74,6,5,True
ORD-10902,CUST-1459,1485.88,5,4,False
ORD-10903,CUST-1472,3175.71,7,4,True
ORD-10904,CUST-1190,2410.63,2,4,False
ORD-10905,CUST-1252,2216.91,5,1,True
ORD-10906,CUST-1492,2200.91,6,4,True
ORD-10907,CUST-1117,2316.56,2,3,True
ORD-10908,CUST-1472,2126.68,6,4,True
ORD-10909,CUST-1052,2730.04,1,4,False
ORD-10910,CUST-1112,2147.62,6,4,True
ORD-10911,CUST-1169,1329.71,5,2,True
ORD-10912,CUST-1018,2415.62,2,2,False
ORD-10913,CUST-1407,3131.15,1,3,True
ORD-10914,CUST-1427,1305.65,6,3,True
ORD-10915,CUST-1191,2411.16,2,4,False
ORD-10916,CUST-1418,2114.75,4,3,True
ORD-10917,CUST-1386,3108.46,1,5,False
ORD-10918,CUST-1400,2242.69,7,3,True
ORD-10919,CUST-1401,2978.67,4,2,False
ORD-10920,CUST-1286,2882.1,7,5,False
ORD-10921,CUST-1055,2904.55,2,4,False
ORD-10922,CUST-1461,3640.71,2,4,True
ORD-10923,CUST-1304,2265.04,5,5,False
ORD-10924,CUST-1450,2455.32,5,5,True
ORD-10925,CUST-1479,2709.52,6,5,False
ORD-10926,CUST-1093,2476.41,7,2,True
ORD-10927,CUST-1201,2244.07,6,4,True
ORD-10928,CUST-1096,1853.05,1,5,False
ORD-10929,CUST-1025,2423.5,3,5,True
ORD-10930,CUST-1483,1532.99,7,2,True
ORD-10931,CUST-1461,1276.99,4,4,False
ORD-10932,CUST-1465,1731.62,7,4,True
ORD-10933,CUST-1441,2895.0,4,2,True
ORD-10934,CUST-1324,2576.97,1,4,True
ORD-10935,CUST-1261,2903.26,4,3,True
ORD-10936,CUST-1495,1974.75,6,4,True
ORD-10937,CUST-1276,3198.83,5,2,True
ORD-10938,CUST-1321,1584.04,1,4,True
ORD-10939,CUST-1105,1750.07,2,3,True
ORD-10940,CUST-1373,3182.73,6,4,True
ORD-10941,CUST-1409,2524.68,7,3,True
ORD-10942,CUST-1339,2908.2,6,5,True
ORD-10943,CUST-1249,2580.02,1,3,True
ORD-10944,CUST-1098,2053.24,5,4,True
ORD-10945,CUST-1016,1690.47,6,3,False
ORD-10946,CUST-1313,1372.47,5,2,True
ORD-10947,CUST-1341,3869.21,5,3,True
ORD-10948,CUST-1386,1469.17,4,2,True
ORD-10949,CUST-1475,3519.7,2,3,True
ORD-10950,CUST-1248,2485.76,2,4,False
ORD-10951,CUST-1414,2602.26,6,4,False
ORD-10952,CUST-1358,2554.53,1,2,False
ORD-10953,CUST-1138,2804.89,1,4,True
ORD-10954,CUST-1422,1920.92,3,4,True
ORD-10955,CUST-1026,1225.05,6,3,True
ORD-10956,CUST-1299,2041.17,5,4,True
ORD-10957,CUST-1470,2737.85,5,2,True
ORD-10958,CUST-1329,1754.95,4,3,True
ORD-10959,CUST-1468,3221.52,1,4,True
ORD-10960,CUST-1028,2328.53,3,5,False
ORD-10961,CUST-1266,1708.49,1,5,True
ORD-10962,CUST-1390,2517.74,6,5,True
ORD-10963,CUST-1321,2724.87,6,4,False
ORD-10964,CUST-1440,2780.11,2,2,False
ORD-10965,CUST-1231,924.11,3,4,True
ORD-10966,CUST-1341,878.08,3,3,True
ORD-10967,CUST-1209,3183.75,7,1,True
ORD-10968,CUST-1436,1548.72,4,2,True
ORD-10969,CUST-1059,3185.02,6,4,True
ORD-10970,CUST-1127,3269.35,4,4,True
ORD-10971,CUST-1048,1691.53,5,3,True
ORD-10972,CUST-1351,1787.34,4,5,True
ORD-10973,CUST-1116,2949.94,2,4,False
ORD-10974,CUST-1158,2151.44,7,5,False
ORD-10975,CUST-1418,3408.35,5,3,True
ORD-10976,CUST-1180,3681.51,6,4,True
ORD-10977,CUST-1072,1707.94,7,3,True
ORD-10978,CUST-1010,1910.16,2,4,False
ORD-10979,CUST-1113,2481.17,1,3,False
ORD-10980,CUST-1457,1214.53,5,3,False
ORD-10981,CUST-1274,1384.44,3,4,True
ORD-10982,CUST-1497,1848.25,4,3,True
ORD-10983,CUST-1107,4051.02,2,3,True
ORD-10984,CUST-1175,2587.0,3,5,True
ORD-10985,CUST-1081,1997.44,3,1,False
ORD-10986,CUST-1199,1783.28,3,4,True
ORD-10987,CUST-1281,1686.0,6,4,True
ORD-10988,CUST-1404,2038.46,5,3,True
ORD-10989,CUST-1184,2005.53,4,4,True
ORD-10990,CUST-1385,2258.74,1,2,True
ORD-10991,CUST-1313,2761.66,4,5,True
ORD-10992,CUST-1145,2356.16,2,3,False
ORD-10993,CUST-1456,3000.1,3,3,False
ORD-10994,CUST-1217,2213.1,3,4,False
ORD-10995,CUST-1075,3765.43,1,5,True
ORD-10996,CUST-1481,2979.15,3,5,True
ORD-10997,CUST-1456,2567.02,2,5,True
ORD-10998,CUST-1024,2764.33,6,4,True
ORD-10999,CUST-1451,2054.07,7,4,True
