Customer_ID,Churn_Probability,Risk_Score,Risk_Level,Recommended_Action
CUST_10799,0.9681,96.8,Low,Priority retention outreach and contract renewal incentive
CUST_10637,0.0,0.0,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12035,0.9988,99.9,High,Priority retention outreach and contract renewal incentive
CUST_10999,0.0021,0.2,Low,Standard loyalty engagement and service maintenance
CUST_11486,0.6275,62.8,Low,Monitor usage patterns and deploy targeted value engagement
CUST_12283,0.0241,2.4,Low,Standard loyalty engagement and service maintenance
CUST_12054,0.83,83.0,Medium,Priority retention outreach and contract renewal incentive
CUST_12003,0.011,1.1,Low,Standard loyalty engagement and service maintenance
CUST_10063,0.0001,0.0,High,Priority retention outreach and contract renewal incentive
CUST_11674,0.9904,99.0,Low,Priority retention outreach and contract renewal incentive
CUST_11569,0.8884,88.8,Low,Priority retention outreach and contract renewal incentive
CUST_10997,0.4385,43.8,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_10241,0.0585,5.8,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12227,0.013,1.3,Low,Standard loyalty engagement and service maintenance
CUST_10239,0.0331,3.3,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_11121,0.0844,8.4,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12433,0.0619,6.2,Low,Standard loyalty engagement and service maintenance
CUST_10076,1.0,100.0,Low,Priority retention outreach and contract renewal incentive
CUST_11271,0.0,0.0,High,Priority retention outreach and contract renewal incentive
CUST_10685,0.9941,99.4,High,Priority retention outreach and contract renewal incentive
CUST_11920,0.9997,100.0,Low,Priority retention outreach and contract renewal incentive
CUST_10621,0.7915,79.2,Low,Priority retention outreach and contract renewal incentive
CUST_10657,0.0005,0.0,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_11126,0.0055,0.6,Low,Standard loyalty engagement and service maintenance
CUST_10949,0.9951,99.5,High,Priority retention outreach and contract renewal incentive
CUST_10198,0.9886,98.9,Medium,Priority retention outreach and contract renewal incentive
CUST_10913,1.0,100.0,High,Priority retention outreach and contract renewal incentive
CUST_12116,0.0318,3.2,High,Priority retention outreach and contract renewal incentive
CUST_10087,0.8804,88.0,Low,Priority retention outreach and contract renewal incentive
CUST_10261,0.9822,98.2,Low,Priority retention outreach and contract renewal incentive
CUST_11686,0.0002,0.0,Low,Standard loyalty engagement and service maintenance
CUST_12247,0.0029,0.3,Low,Standard loyalty engagement and service maintenance
CUST_12475,0.8741,87.4,High,Priority retention outreach and contract renewal incentive
CUST_10835,0.0455,4.6,Low,Standard loyalty engagement and service maintenance
CUST_10178,0.3298,33.0,Low,Monitor usage patterns and deploy targeted value engagement
CUST_11756,0.8401,84.0,High,Priority retention outreach and contract renewal incentive
CUST_12290,0.0268,2.7,Low,Standard loyalty engagement and service maintenance
CUST_10434,0.6114,61.1,Low,Monitor usage patterns and deploy targeted value engagement
CUST_10583,0.2394,23.9,Low,Standard loyalty engagement and service maintenance
CUST_11477,0.0028,0.3,High,Priority retention outreach and contract renewal incentive
CUST_11230,0.0913,9.1,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_10806,0.0078,0.8,Low,Standard loyalty engagement and service maintenance
CUST_12300,0.9965,99.6,High,Priority retention outreach and contract renewal incentive
CUST_12137,0.0,0.0,Low,Standard loyalty engagement and service maintenance
CUST_12175,0.25,25.0,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_11910,0.0,0.0,Low,Standard loyalty engagement and service maintenance
CUST_11221,0.0001,0.0,Low,Standard loyalty engagement and service maintenance
CUST_10099,0.9865,98.6,High,Priority retention outreach and contract renewal incentive
CUST_12159,0.4961,49.6,High,Priority retention outreach and contract renewal incentive
CUST_11584,0.0063,0.6,Low,Standard loyalty engagement and service maintenance
CUST_11623,0.5753,57.5,Low,Monitor usage patterns and deploy targeted value engagement
CUST_10728,0.7342,73.4,Low,Priority retention outreach and contract renewal incentive
CUST_11276,0.045,4.5,Low,Standard loyalty engagement and service maintenance
CUST_11852,0.3803,38.0,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12038,0.0015,0.2,Low,Standard loyalty engagement and service maintenance
CUST_12335,0.0068,0.7,Low,Standard loyalty engagement and service maintenance
CUST_10131,0.0299,3.0,Low,Standard loyalty engagement and service maintenance
CUST_11412,0.7462,74.6,High,Priority retention outreach and contract renewal incentive
CUST_11902,0.9983,99.8,Low,Priority retention outreach and contract renewal incentive
CUST_11798,0.0271,2.7,Low,Standard loyalty engagement and service maintenance
CUST_10736,0.8234,82.3,Medium,Priority retention outreach and contract renewal incentive
CUST_11615,0.0015,0.1,High,Priority retention outreach and contract renewal incentive
CUST_11668,0.0849,8.5,Low,Standard loyalty engagement and service maintenance
CUST_10258,0.9923,99.2,High,Priority retention outreach and contract renewal incentive
CUST_10494,0.0499,5.0,Low,Standard loyalty engagement and service maintenance
CUST_11239,0.0907,9.1,Low,Standard loyalty engagement and service maintenance
CUST_11934,0.9999,100.0,Medium,Priority retention outreach and contract renewal incentive
CUST_11745,0.0886,8.9,Low,Standard loyalty engagement and service maintenance
CUST_12230,0.9988,99.9,Medium,Priority retention outreach and contract renewal incentive
CUST_10052,0.1685,16.9,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_10230,0.9948,99.5,Medium,Priority retention outreach and contract renewal incentive
CUST_10225,0.4013,40.1,Low,Monitor usage patterns and deploy targeted value engagement
CUST_11791,0.0,0.0,Low,Standard loyalty engagement and service maintenance
CUST_12216,0.0002,0.0,High,Priority retention outreach and contract renewal incentive
CUST_12289,0.8121,81.2,Medium,Priority retention outreach and contract renewal incentive
CUST_11521,0.0046,0.5,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12331,0.9965,99.6,Low,Priority retention outreach and contract renewal incentive
CUST_11982,0.599,59.9,Low,Monitor usage patterns and deploy targeted value engagement
CUST_12453,0.996,99.6,Medium,Priority retention outreach and contract renewal incentive
CUST_12146,0.1809,18.1,High,Priority retention outreach and contract renewal incentive
CUST_10471,0.8078,80.8,Low,Priority retention outreach and contract renewal incentive
CUST_10445,0.9721,97.2,Medium,Priority retention outreach and contract renewal incentive
CUST_11468,0.7032,70.3,Medium,Priority retention outreach and contract renewal incentive
CUST_10240,0.9592,95.9,Medium,Priority retention outreach and contract renewal incentive
CUST_11388,0.9757,97.6,High,Priority retention outreach and contract renewal incentive
CUST_11119,0.8984,89.8,Low,Priority retention outreach and contract renewal incentive
CUST_12456,0.8686,86.9,Medium,Priority retention outreach and contract renewal incentive
CUST_11573,0.0876,8.8,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12112,0.0002,0.0,High,Priority retention outreach and contract renewal incentive
CUST_11572,0.9552,95.5,Low,Priority retention outreach and contract renewal incentive
CUST_10718,0.0001,0.0,Low,Standard loyalty engagement and service maintenance
CUST_12376,0.0115,1.2,Low,Standard loyalty engagement and service maintenance
CUST_12194,0.0103,1.0,High,Priority retention outreach and contract renewal incentive
CUST_12040,0.9566,95.7,High,Priority retention outreach and contract renewal incentive
CUST_10988,0.0051,0.5,Low,Standard loyalty engagement and service maintenance
CUST_11989,0.0004,0.0,Low,Standard loyalty engagement and service maintenance
CUST_10748,0.5405,54.0,Low,Monitor usage patterns and deploy targeted value engagement
CUST_11635,0.2178,21.8,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_11711,0.9714,97.1,Medium,Priority retention outreach and contract renewal incentive
CUST_12172,0.0166,1.7,Low,Standard loyalty engagement and service maintenance
CUST_11565,0.0588,5.9,Low,Standard loyalty engagement and service maintenance
CUST_12200,0.0163,1.6,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_11198,0.0022,0.2,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_10086,0.0025,0.2,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_10790,0.0657,6.6,Low,Standard loyalty engagement and service maintenance
CUST_11378,0.0954,9.5,Low,Standard loyalty engagement and service maintenance
CUST_12142,0.1615,16.1,Low,Standard loyalty engagement and service maintenance
CUST_10043,0.073,7.3,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12262,0.3964,39.6,Low,Monitor usage patterns and deploy targeted value engagement
CUST_10632,0.1347,13.5,Low,Standard loyalty engagement and service maintenance
CUST_10910,0.0,0.0,Low,Standard loyalty engagement and service maintenance
CUST_11576,0.0124,1.2,High,Priority retention outreach and contract renewal incentive
CUST_10061,0.655,65.5,High,Priority retention outreach and contract renewal incentive
CUST_11079,0.0502,5.0,High,Priority retention outreach and contract renewal incentive
CUST_11956,0.8973,89.7,Medium,Priority retention outreach and contract renewal incentive
CUST_11766,0.0,0.0,Medium,Monitor usage patterns and deploy targeted value engagement
CUST_12008,0.9998,100.0,Medium,Priority retention outreach and contract renewal incentive
CUST_11577,0.432,43.2,Medium,Monitor usage patterns and deploy targeted value engagement
