session_id,converted,variant,device,visit_duration_seconds
SESS-10619,0,Variant_B,Mobile,228.1
SESS-10620,0,Variant_B,Mobile,45.5
SESS-10621,0,Variant_B,Tablet,76.2
SESS-10622,0,Control,Tablet,78.2
SESS-10623,0,Control,Desktop,474.2
SESS-10624,0,Control,Desktop,38.9
SESS-10625,0,Control,Desktop,207.6
SESS-10626,1,Control,Mobile,63.8
SESS-10627,0,Control,Mobile,172.5
SESS-10628,0,Control,Mobile,80.4
SESS-10629,0,Variant_B,Desktop,118.6
SESS-10630,0,Variant_B,Desktop,229.5
SESS-10631,0,Control,Mobile,210.7
SESS-10632,0,Variant_B,Tablet,256.6
SESS-10633,1,Control,Mobile,22.4
SESS-10634,0,Control,Mobile,156.3
SESS-10635,0,Variant_B,Desktop,33.1
SESS-10636,0,Control,Desktop,79.5
SESS-10637,0,Control,Desktop,110.4
SESS-10638,0,Variant_B,Mobile,76.8
SESS-10639,0,Variant_B,Mobile,103.0
SESS-10640,0,Variant_B,Desktop,694.5
SESS-10641,0,Variant_B,Mobile,32.4
SESS-10642,1,Variant_B,Mobile,150.0
SESS-10643,0,Control,Desktop,75.5
SESS-10644,1,Control,Mobile,32.1
SESS-10645,0,Control,Desktop,35.7
SESS-10646,0,Control,Desktop,372.8
SESS-10647,0,Variant_B,Mobile,269.0
SESS-10648,0,Control,Mobile,300.1
SESS-10649,0,Variant_B,Desktop,587.6
SESS-10650,1,Variant_B,Desktop,43.0
SESS-10651,0,Variant_B,Desktop,67.7
SESS-10652,0,Variant_B,Desktop,147.8
SESS-10653,0,Variant_B,Desktop,94.4
SESS-10654,0,Control,Tablet,80.0
SESS-10655,0,Variant_B,Mobile,68.1
SESS-10656,0,Control,Mobile,123.1
SESS-10657,0,Variant_B,Mobile,117.8
SESS-10658,0,Control,Mobile,36.1
SESS-10659,0,Variant_B,Mobile,91.6
SESS-10660,0,Variant_B,Mobile,111.8
SESS-10661,0,Control,Tablet,116.4
SESS-10662,0,Control,Mobile,43.3
SESS-10663,0,Variant_B,Mobile,177.7
SESS-10664,0,Control,Mobile,18.1
SESS-10665,0,Variant_B,Mobile,67.6
SESS-10666,0,Variant_B,Mobile,196.8
SESS-10667,0,Control,Mobile,114.6
SESS-10668,0,Control,Mobile,51.3
SESS-10669,0,Control,Desktop,157.5
SESS-10670,0,Variant_B,Desktop,115.6
SESS-10671,0,Control,Desktop,205.9
SESS-10672,0,Variant_B,Desktop,174.4
SESS-10673,0,Control,Mobile,128.0
SESS-10674,0,Variant_B,Desktop,95.4
SESS-10675,0,Variant_B,Desktop,32.2
SESS-10676,0,Variant_B,Mobile,51.3
SESS-10677,0,Control,Desktop,80.2
SESS-10678,0,Variant_B,Mobile,124.7
SESS-10679,0,Variant_B,Desktop,101.5
SESS-10680,0,Variant_B,Tablet,55.8
SESS-10681,0,Variant_B,Mobile,15.8
SESS-10682,0,Control,Desktop,97.3
SESS-10683,0,Control,Desktop,55.4
SESS-10684,0,Variant_B,Tablet,174.2
SESS-10685,0,Control,Mobile,17.9
SESS-10686,0,Variant_B,Desktop,120.5
SESS-10687,0,Variant_B,Mobile,355.6
SESS-10688,0,Control,Mobile,38.0
SESS-10689,0,Variant_B,Mobile,91.6
SESS-10690,1,Control,Tablet,26.5
SESS-10691,0,Variant_B,Desktop,132.9
SESS-10692,0,Variant_B,Desktop,111.0
SESS-10693,0,Variant_B,Tablet,77.8
SESS-10694,0,Control,Mobile,103.4
SESS-10695,1,Control,Mobile,287.3
SESS-10696,0,Variant_B,Mobile,41.2
SESS-10697,1,Variant_B,Mobile,17.7
SESS-10698,0,Variant_B,Mobile,252.4
SESS-10699,1,Control,Mobile,118.3
SESS-10700,0,Control,Mobile,280.6
SESS-10701,0,Control,Mobile,124.0
SESS-10702,0,Variant_B,Mobile,214.4
SESS-10703,0,Control,Mobile,82.4
SESS-10704,0,Control,Tablet,181.3
SESS-10705,0,Variant_B,Desktop,308.1
SESS-10706,0,Control,Tablet,116.9
SESS-10707,0,Variant_B,Mobile,38.9
SESS-10708,0,Variant_B,Mobile,52.6
SESS-10709,0,Variant_B,Desktop,41.6
SESS-10710,0,Control,Mobile,49.0
SESS-10711,0,Control,Mobile,58.9
SESS-10712,0,Variant_B,Mobile,112.2
SESS-10713,0,Variant_B,Mobile,121.4
SESS-10714,0,Variant_B,Mobile,81.7
SESS-10715,0,Control,Mobile,129.7
SESS-10716,0,Variant_B,Desktop,25.2
SESS-10717,0,Variant_B,Mobile,26.0
SESS-10718,0,Variant_B,Mobile,37.6
SESS-10719,0,Variant_B,Desktop,102.6
SESS-10720,0,Variant_B,Mobile,43.9
SESS-10721,0,Variant_B,Mobile,55.0
SESS-10722,1,Control,Desktop,76.4
SESS-10723,0,Control,Mobile,215.5
SESS-10724,0,Control,Mobile,16.7
SESS-10725,0,Control,Mobile,140.8
SESS-10726,0,Control,Mobile,147.6
SESS-10727,0,Control,Mobile,207.3
SESS-10728,1,Control,Desktop,338.9
SESS-10729,0,Control,Mobile,17.4
SESS-10730,0,Variant_B,Mobile,35.0
SESS-10731,1,Variant_B,Mobile,275.8
SESS-10732,0,Control,Mobile,88.6
SESS-10733,0,Variant_B,Desktop,114.8
SESS-10734,0,Variant_B,Mobile,145.5
SESS-10735,0,Control,Mobile,151.4
SESS-10736,0,Control,Mobile,337.1
SESS-10737,1,Variant_B,Mobile,710.1
SESS-10738,0,Variant_B,Mobile,167.8
SESS-10739,0,Variant_B,Desktop,55.6
SESS-10740,0,Control,Mobile,269.2
SESS-10741,0,Control,Mobile,21.1
SESS-10742,0,Control,Mobile,46.5
SESS-10743,0,Control,Desktop,288.2
SESS-10744,0,Control,Mobile,50.5
SESS-10745,0,Control,Desktop,44.9
SESS-10746,0,Variant_B,Desktop,32.8
SESS-10747,0,Variant_B,Desktop,250.2
SESS-10748,0,Control,Mobile,98.2
SESS-10749,0,Variant_B,Mobile,149.8
SESS-10750,0,Control,Desktop,47.8
SESS-10751,0,Control,Tablet,185.3
SESS-10752,0,Control,Desktop,186.3
SESS-10753,0,Variant_B,Mobile,60.0
SESS-10754,0,Variant_B,Mobile,78.5
SESS-10755,0,Variant_B,Mobile,43.2
SESS-10756,0,Control,Desktop,465.4
SESS-10757,0,Variant_B,Mobile,139.5
SESS-10758,0,Control,Mobile,342.2
SESS-10759,0,Variant_B,Desktop,58.4
SESS-10760,0,Variant_B,Mobile,197.7
SESS-10761,0,Control,Desktop,189.2
SESS-10762,1,Variant_B,Mobile,156.2
SESS-10763,0,Variant_B,Mobile,419.5
SESS-10764,0,Control,Mobile,75.0
SESS-10765,0,Variant_B,Desktop,31.8
SESS-10766,0,Control,Mobile,148.7
SESS-10767,0,Variant_B,Mobile,171.8
SESS-10768,0,Variant_B,Tablet,117.7
SESS-10769,1,Variant_B,Mobile,42.8
SESS-10770,0,Variant_B,Mobile,99.3
SESS-10771,0,Variant_B,Mobile,59.9
SESS-10772,0,Control,Mobile,81.9
SESS-10773,0,Variant_B,Desktop,139.4
SESS-10774,0,Control,Mobile,179.1
SESS-10775,0,Control,Mobile,46.7
SESS-10776,0,Control,Mobile,77.4
SESS-10777,1,Control,Desktop,52.6
SESS-10778,0,Variant_B,Mobile,41.6
SESS-10779,0,Control,Mobile,198.6
SESS-10780,0,Variant_B,Mobile,303.0
SESS-10781,0,Control,Mobile,70.5
SESS-10782,0,Control,Mobile,182.0
SESS-10783,0,Variant_B,Mobile,287.8
SESS-10784,0,Control,Desktop,239.6
SESS-10785,0,Control,Mobile,39.2
SESS-10786,0,Variant_B,Tablet,390.6
SESS-10787,0,Control,Tablet,71.7
SESS-10788,1,Variant_B,Mobile,64.7
SESS-10789,0,Control,Mobile,22.7
SESS-10790,0,Control,Mobile,94.9
SESS-10791,0,Variant_B,Desktop,28.9
SESS-10792,0,Control,Mobile,49.3
SESS-10793,0,Control,Mobile,60.7
SESS-10794,1,Control,Mobile,213.5
SESS-10795,0,Control,Desktop,265.0
SESS-10796,0,Variant_B,Desktop,58.2
SESS-10797,0,Control,Mobile,249.8
SESS-10798,0,Variant_B,Desktop,248.6
SESS-10799,0,Variant_B,Mobile,188.6
SESS-10800,0,Control,Mobile,34.0
SESS-10801,1,Variant_B,Desktop,155.7
SESS-10802,0,Control,Mobile,363.1
SESS-10803,0,Variant_B,Mobile,152.7
SESS-10804,0,Control,Mobile,63.3
SESS-10805,0,Variant_B,Desktop,98.3
SESS-10806,0,Control,Desktop,139.5
SESS-10807,0,Control,Desktop,100.7
SESS-10808,0,Variant_B,Desktop,30.3
SESS-10809,0,Variant_B,Mobile,59.9
SESS-10810,0,Control,Mobile,209.6
SESS-10811,0,Control,Mobile,252.2
SESS-10812,1,Variant_B,Mobile,32.7
SESS-10813,0,Variant_B,Mobile,380.4
SESS-10814,0,Variant_B,Tablet,62.8
SESS-10815,0,Variant_B,Mobile,145.3
SESS-10816,1,Variant_B,Mobile,182.2
SESS-10817,1,Variant_B,Mobile,215.5
SESS-10818,0,Control,Mobile,364.7
SESS-10819,0,Control,Desktop,60.0
SESS-10820,0,Variant_B,Mobile,249.7
SESS-10821,0,Variant_B,Mobile,31.9
SESS-10822,0,Control,Desktop,161.5
SESS-10823,0,Control,Mobile,177.6
SESS-10824,0,Variant_B,Mobile,150.9
SESS-10825,0,Variant_B,Mobile,49.9
SESS-10826,0,Control,Mobile,262.7
SESS-10827,0,Control,Tablet,37.2
SESS-10828,0,Control,Desktop,21.6
SESS-10829,0,Control,Mobile,166.7
SESS-10830,0,Control,Desktop,92.4
SESS-10831,0,Control,Mobile,241.9
SESS-10832,0,Variant_B,Mobile,73.0
SESS-10833,1,Control,Mobile,37.1
SESS-10834,0,Variant_B,Mobile,232.3
SESS-10835,0,Variant_B,Mobile,110.5
SESS-10836,0,Control,Desktop,40.2
SESS-10837,0,Variant_B,Desktop,167.9
SESS-10838,0,Control,Mobile,100.9
SESS-10839,0,Variant_B,Mobile,126.3
SESS-10840,1,Control,Mobile,89.1
SESS-10841,0,Variant_B,Mobile,226.7
SESS-10842,1,Variant_B,Mobile,227.3
SESS-10843,0,Control,Mobile,163.3
SESS-10844,0,Control,Desktop,28.4
SESS-10845,1,Variant_B,Mobile,234.1
SESS-10846,0,Variant_B,Mobile,148.4
SESS-10847,0,Control,Mobile,158.3
SESS-10848,0,Variant_B,Mobile,69.1
SESS-10849,0,Control,Mobile,268.7
SESS-10850,0,Variant_B,Desktop,170.1
SESS-10851,0,Control,Mobile,29.3
SESS-10852,0,Variant_B,Desktop,77.9
SESS-10853,0,Control,Mobile,276.0
SESS-10854,0,Control,Mobile,20.8
SESS-10855,0,Control,Mobile,405.6
SESS-10856,0,Control,Desktop,151.4
SESS-10857,0,Variant_B,Mobile,134.8
SESS-10858,0,Control,Desktop,52.9
SESS-10859,1,Variant_B,Mobile,49.3
SESS-10860,0,Control,Desktop,356.8
SESS-10861,0,Control,Mobile,57.5
SESS-10862,0,Control,Desktop,194.3
SESS-10863,0,Control,Mobile,74.9
SESS-10864,1,Control,Tablet,33.0
SESS-10865,0,Control,Mobile,16.3
SESS-10866,0,Control,Mobile,109.3
SESS-10867,0,Control,Mobile,461.5
SESS-10868,0,Variant_B,Desktop,70.3
SESS-10869,0,Variant_B,Mobile,68.0
SESS-10870,0,Control,Desktop,65.6
SESS-10871,0,Control,Mobile,103.2
SESS-10872,0,Variant_B,Mobile,84.7
SESS-10873,0,Variant_B,Mobile,269.3
SESS-10874,0,Variant_B,Tablet,99.5
SESS-10875,0,Control,Desktop,100.1
SESS-10876,1,Variant_B,Tablet,32.9
SESS-10877,0,Variant_B,Mobile,502.1
SESS-10878,1,Variant_B,Desktop,49.5
SESS-10879,0,Variant_B,Desktop,24.1
SESS-10880,0,Control,Mobile,145.6
SESS-10881,0,Control,Desktop,123.6
SESS-10882,0,Variant_B,Tablet,79.4
SESS-10883,0,Variant_B,Desktop,80.8
SESS-10884,0,Control,Desktop,199.5
SESS-10885,0,Control,Mobile,41.1
SESS-10886,0,Control,Mobile,220.9
SESS-10887,0,Control,Tablet,140.5
SESS-10888,0,Variant_B,Mobile,80.2
SESS-10889,0,Variant_B,Desktop,88.5
SESS-10890,0,Control,Desktop,50.6
SESS-10891,0,Control,Desktop,182.4
SESS-10892,0,Control,Tablet,101.3
SESS-10893,1,Control,Mobile,61.4
SESS-10894,0,Variant_B,Mobile,123.8
SESS-10895,0,Variant_B,Mobile,669.9
SESS-10896,1,Variant_B,Mobile,83.6
SESS-10897,0,Control,Mobile,319.1
SESS-10898,0,Variant_B,Mobile,65.8
SESS-10899,0,Variant_B,Desktop,21.8
SESS-10900,0,Variant_B,Tablet,42.4
SESS-10901,0,Control,Mobile,80.1
SESS-10902,0,Control,Mobile,44.8
SESS-10903,0,Control,Tablet,15.0
SESS-10904,0,Control,Mobile,310.8
SESS-10905,1,Control,Mobile,237.9
SESS-10906,0,Control,Mobile,177.7
SESS-10907,0,Control,Mobile,37.0
SESS-10908,0,Variant_B,Mobile,30.4
SESS-10909,0,Control,Tablet,23.4
SESS-10910,0,Control,Mobile,169.5
SESS-10911,0,Variant_B,Mobile,332.1
SESS-10912,0,Variant_B,Mobile,82.6
SESS-10913,1,Variant_B,Mobile,30.2
SESS-10914,0,Variant_B,Desktop,101.2
SESS-10915,0,Variant_B,Desktop,66.5
SESS-10916,0,Variant_B,Desktop,71.4
SESS-10917,0,Control,Mobile,131.5
SESS-10918,0,Control,Desktop,167.2
SESS-10919,0,Control,Desktop,29.1
SESS-10920,0,Control,Desktop,19.3
SESS-10921,0,Control,Mobile,635.7
SESS-10922,0,Variant_B,Mobile,46.8
SESS-10923,0,Variant_B,Mobile,21.6
SESS-10924,0,Variant_B,Desktop,40.3
SESS-10925,0,Control,Mobile,19.8
SESS-10926,0,Variant_B,Mobile,74.7
SESS-10927,0,Variant_B,Desktop,209.6
SESS-10928,0,Control,Desktop,65.1
SESS-10929,0,Variant_B,Desktop,85.5
SESS-10930,0,Control,Mobile,150.1
SESS-10931,0,Control,Desktop,100.3
SESS-10932,1,Variant_B,Mobile,252.2
SESS-10933,0,Control,Mobile,256.2
SESS-10934,1,Control,Mobile,16.2
SESS-10935,0,Variant_B,Mobile,195.6
SESS-10936,0,Variant_B,Mobile,89.1
SESS-10937,0,Control,Desktop,554.5
SESS-10938,0,Control,Mobile,94.2
SESS-10939,0,Control,Desktop,535.2
SESS-10940,0,Variant_B,Mobile,183.6
SESS-10941,0,Control,Mobile,49.3
SESS-10942,0,Control,Mobile,107.8
SESS-10943,0,Variant_B,Mobile,596.4
SESS-10944,0,Variant_B,Mobile,248.8
SESS-10945,0,Control,Mobile,27.3
SESS-10946,0,Variant_B,Mobile,162.1
SESS-10947,0,Variant_B,Mobile,65.9
SESS-10948,0,Control,Mobile,15.8
SESS-10949,0,Control,Desktop,77.0
SESS-10950,1,Variant_B,Mobile,47.1
SESS-10951,1,Control,Desktop,220.0
SESS-10952,0,Variant_B,Desktop,64.4
SESS-10953,0,Control,Tablet,225.9
SESS-10954,0,Control,Desktop,15.1
SESS-10955,0,Control,Mobile,59.1
SESS-10956,0,Control,Desktop,48.1
SESS-10957,0,Control,Desktop,46.9
SESS-10958,0,Control,Mobile,23.5
SESS-10959,1,Variant_B,Mobile,39.9
SESS-10960,0,Variant_B,Mobile,112.3
SESS-10961,0,Variant_B,Desktop,56.3
SESS-10962,0,Variant_B,Desktop,79.8
SESS-10963,1,Control,Mobile,71.8
SESS-10964,0,Variant_B,Mobile,265.4
SESS-10965,0,Control,Mobile,297.8
SESS-10966,0,Variant_B,Mobile,96.5
SESS-10967,0,Variant_B,Tablet,63.1
SESS-10968,0,Variant_B,Mobile,28.6
SESS-10969,0,Variant_B,Mobile,382.9
SESS-10970,0,Variant_B,Mobile,22.5
SESS-10971,0,Control,Desktop,57.4
SESS-10972,0,Control,Mobile,57.5
SESS-10973,0,Variant_B,Desktop,61.4
SESS-10974,0,Control,Mobile,36.5
SESS-10975,0,Variant_B,Mobile,198.4
SESS-10976,0,Variant_B,Mobile,30.7
SESS-10977,0,Control,Mobile,135.9
SESS-10978,1,Variant_B,Mobile,30.9
SESS-10979,0,Variant_B,Tablet,23.8
SESS-10980,0,Variant_B,Desktop,303.2
SESS-10981,0,Variant_B,Tablet,40.3
SESS-10982,0,Variant_B,Mobile,221.6
SESS-10983,0,Variant_B,Tablet,109.4
SESS-10984,0,Variant_B,Mobile,24.7
SESS-10985,0,Control,Mobile,388.3
SESS-10986,0,Control,Mobile,49.0
SESS-10987,0,Variant_B,Mobile,250.6
SESS-10988,0,Control,Desktop,37.2
SESS-10989,0,Variant_B,Mobile,245.9
SESS-10990,0,Variant_B,Mobile,16.6
SESS-10991,0,Control,Desktop,101.0
SESS-10992,0,Variant_B,Mobile,191.1
SESS-10993,1,Variant_B,Mobile,342.6
SESS-10994,0,Control,Mobile,302.9
SESS-10995,0,Control,Desktop,220.5
SESS-10996,0,Control,Desktop,277.9
SESS-10997,0,Control,Mobile,41.7
SESS-10998,0,Variant_B,Mobile,55.1
SESS-10999,0,Control,Mobile,55.9
