user_id,group,converted,revenue,session_duration,orders,bounce,refunded
USR-12649,Control,0,0.0,9.1,0,1,0
USR-12650,Control,0,0.0,21.4,0,1,0
USR-12651,Control,0,0.0,99.9,0,0,0
USR-12652,Control,0,0.0,22.7,0,1,0
USR-12653,Control,0,0.0,169.4,0,0,0
USR-12654,Treatment,0,0.0,24.4,0,1,0
USR-12655,Control,0,0.0,68.3,0,0,0
USR-12656,Treatment,0,0.0,22.5,0,1,0
USR-12657,Treatment,1,39.62,314.9,1,0,0
USR-12658,Control,0,0.0,24.7,0,1,0
USR-12659,Treatment,0,0.0,128.4,0,0,0
USR-12660,Control,1,75.71,239.4,1,0,0
USR-12661,Treatment,0,0.0,91.5,0,0,0
USR-12662,Control,0,0.0,137.7,0,0,0
USR-12663,Treatment,0,0.0,111.1,0,0,0
USR-12664,Treatment,0,0.0,22.6,0,1,0
USR-12665,Control,0,0.0,15.7,0,1,0
USR-12666,Control,0,0.0,15.8,0,1,0
USR-12667,Treatment,0,0.0,132.0,0,0,0
USR-12668,Treatment,0,0.0,24.1,0,1,0
USR-12669,Control,0,0.0,106.1,0,0,0
USR-12670,Treatment,0,0.0,20.5,0,1,0
USR-12671,Control,0,0.0,18.7,0,1,0
USR-12672,Treatment,1,41.78,209.8,1,0,0
USR-12673,Control,0,0.0,60.4,0,0,0
USR-12674,Treatment,0,0.0,99.4,0,0,0
USR-12675,Control,0,0.0,8.7,0,1,0
USR-12676,Control,0,0.0,6.9,0,1,0
USR-12677,Control,0,0.0,149.5,0,0,0
USR-12678,Control,0,0.0,23.2,0,1,0
USR-12679,Treatment,0,0.0,11.0,0,1,0
USR-12680,Control,0,0.0,79.6,0,0,0
USR-12681,Treatment,0,0.0,11.6,0,1,0
USR-12682,Control,0,0.0,12.0,0,1,0
USR-12683,Control,0,0.0,6.9,0,1,0
USR-12684,Control,0,0.0,204.2,0,0,0
USR-12685,Control,0,0.0,17.9,0,1,0
USR-12686,Control,0,0.0,105.5,0,0,0
USR-12687,Control,0,0.0,134.7,0,0,0
USR-12688,Control,0,0.0,109.5,0,0,0
USR-12689,Control,0,0.0,20.6,0,1,0
USR-12690,Treatment,0,0.0,188.1,0,0,0
USR-12691,Treatment,1,24.51,256.2,1,0,0
USR-12692,Control,0,0.0,168.3,0,0,0
USR-12693,Control,1,48.84,219.0,1,0,0
USR-12694,Treatment,0,0.0,113.8,0,0,0
USR-12695,Treatment,0,0.0,166.5,0,0,0
USR-12696,Treatment,0,0.0,15.0,0,1,0
USR-12697,Control,0,0.0,133.9,0,0,0
USR-12698,Treatment,0,0.0,143.2,0,0,0
USR-12699,Treatment,0,0.0,6.9,0,1,0
USR-12700,Treatment,0,0.0,13.7,0,1,0
USR-12701,Treatment,1,58.83,333.8,1,0,0
USR-12702,Control,1,51.43,269.0,1,0,0
USR-12703,Control,0,0.0,97.3,0,0,0
USR-12704,Treatment,0,0.0,7.8,0,1,0
USR-12705,Treatment,0,0.0,151.0,0,0,0
USR-12706,Control,0,0.0,67.0,0,0,0
USR-12707,Control,0,0.0,194.7,0,0,0
USR-12708,Control,0,0.0,12.2,0,1,0
USR-12709,Control,0,0.0,19.3,0,1,0
USR-12710,Treatment,0,0.0,121.4,0,0,0
USR-12711,Treatment,0,0.0,122.2,0,0,0
USR-12712,Control,0,0.0,22.2,0,1,0
USR-12713,Control,0,0.0,103.3,0,0,0
USR-12714,Control,0,0.0,15.5,0,1,0
USR-12715,Control,0,0.0,85.4,0,0,0
USR-12716,Treatment,0,0.0,152.1,0,0,0
USR-12717,Treatment,0,0.0,101.1,0,0,0
USR-12718,Treatment,0,0.0,105.1,0,0,0
USR-12719,Control,0,0.0,7.7,0,1,0
USR-12720,Treatment,0,0.0,19.4,0,1,0
USR-12721,Treatment,0,0.0,161.6,0,0,0
USR-12722,Treatment,0,0.0,85.3,0,0,0
USR-12723,Control,0,0.0,16.7,0,1,0
USR-12724,Control,0,0.0,103.7,0,0,0
USR-12725,Control,0,0.0,81.3,0,0,0
USR-12726,Control,0,0.0,16.1,0,1,0
USR-12727,Control,0,0.0,119.2,0,0,0
USR-12728,Control,0,0.0,126.7,0,0,0
USR-12729,Control,0,0.0,162.3,0,0,0
USR-12730,Treatment,0,0.0,116.3,0,0,0
USR-12731,Control,0,0.0,69.9,0,0,0
USR-12732,Control,0,0.0,59.2,0,0,0
USR-12733,Treatment,0,0.0,89.6,0,0,0
USR-12734,Treatment,1,146.32,259.7,3,0,0
USR-12735,Treatment,0,0.0,121.6,0,0,0
USR-12736,Treatment,0,0.0,14.0,0,1,0
USR-12737,Treatment,0,0.0,136.2,0,0,0
USR-12738,Treatment,0,0.0,86.2,0,0,0
USR-12739,Control,0,0.0,103.3,0,0,0
USR-12740,Control,0,0.0,167.4,0,0,0
USR-12741,Control,0,0.0,81.9,0,0,0
USR-12742,Control,0,0.0,15.1,0,1,0
USR-12743,Control,0,0.0,85.8,0,0,0
USR-12744,Treatment,0,0.0,20.0,0,1,0
USR-12745,Treatment,0,0.0,7.8,0,1,0
USR-12746,Treatment,0,0.0,123.3,0,0,0
USR-12747,Control,0,0.0,17.2,0,1,0
USR-12748,Treatment,0,0.0,23.5,0,1,0
USR-12749,Treatment,0,0.0,99.3,0,0,0
USR-12750,Control,0,0.0,48.5,0,0,0
USR-12751,Treatment,0,0.0,17.5,0,1,0
USR-12752,Control,0,0.0,43.1,0,0,0
USR-12753,Control,0,0.0,132.0,0,0,0
USR-12754,Treatment,0,0.0,150.7,0,0,0
USR-12755,Control,0,0.0,115.9,0,0,0
USR-12756,Control,0,0.0,21.6,0,1,0
USR-12757,Treatment,0,0.0,13.9,0,1,0
USR-12758,Treatment,1,60.81,202.1,1,0,0
USR-12759,Control,0,0.0,66.2,0,0,0
USR-12760,Control,0,0.0,22.7,0,1,0
USR-12761,Control,1,63.14,267.1,1,0,0
USR-12762,Treatment,0,0.0,170.9,0,0,0
USR-12763,Control,0,0.0,111.3,0,0,0
USR-12764,Control,0,0.0,134.4,0,0,0
USR-12765,Treatment,0,0.0,10.3,0,1,0
USR-12766,Treatment,0,0.0,104.5,0,0,0
USR-12767,Control,0,0.0,95.4,0,0,0
USR-12768,Treatment,0,0.0,132.8,0,0,0
USR-12769,Treatment,0,0.0,133.9,0,0,0
USR-12770,Control,0,0.0,19.7,0,1,0
USR-12771,Control,0,0.0,70.1,0,0,0
USR-12772,Treatment,0,0.0,109.5,0,0,0
USR-12773,Control,0,0.0,15.9,0,1,0
USR-12774,Treatment,0,0.0,124.2,0,0,0
USR-12775,Control,0,0.0,19.3,0,1,0
USR-12776,Control,1,80.09,281.2,1,0,1
USR-12777,Control,0,0.0,75.8,0,0,0
USR-12778,Control,0,0.0,155.2,0,0,0
USR-12779,Control,1,148.77,266.6,4,0,0
USR-12780,Control,0,0.0,10.0,0,1,0
USR-12781,Treatment,0,0.0,111.9,0,0,0
USR-12782,Treatment,0,0.0,83.3,0,0,0
USR-12783,Treatment,0,0.0,20.1,0,1,0
USR-12784,Treatment,1,53.3,260.5,1,0,0
USR-12785,Control,0,0.0,12.2,0,1,0
USR-12786,Treatment,0,0.0,77.1,0,0,0
USR-12787,Control,0,0.0,14.6,0,1,0
USR-12788,Treatment,0,0.0,181.1,0,0,0
USR-12789,Treatment,1,237.64,265.7,4,0,0
USR-12790,Treatment,0,0.0,130.2,0,0,0
USR-12791,Treatment,0,0.0,143.5,0,0,0
USR-12792,Treatment,0,0.0,103.6,0,0,0
USR-12793,Control,0,0.0,132.8,0,0,0
USR-12794,Control,0,0.0,147.0,0,0,0
USR-12795,Treatment,1,34.99,197.1,1,0,0
USR-12796,Control,0,0.0,106.7,0,0,0
USR-12797,Treatment,0,0.0,17.0,0,1,0
USR-12798,Treatment,0,0.0,20.4,0,1,0
USR-12799,Control,0,0.0,94.0,0,0,0
USR-12800,Treatment,0,0.0,19.8,0,1,0
USR-12801,Treatment,1,89.09,206.0,2,0,0
USR-12802,Treatment,0,0.0,20.2,0,1,0
USR-12803,Treatment,0,0.0,10.2,0,1,0
USR-12804,Treatment,0,0.0,88.5,0,0,0
USR-12805,Treatment,0,0.0,100.4,0,0,0
USR-12806,Treatment,0,0.0,95.1,0,0,0
USR-12807,Control,0,0.0,5.1,0,1,0
USR-12808,Control,1,107.02,239.7,4,0,0
USR-12809,Treatment,0,0.0,119.9,0,0,0
USR-12810,Control,0,0.0,5.3,0,1,0
USR-12811,Treatment,0,0.0,100.4,0,0,0
USR-12812,Treatment,0,0.0,107.4,0,0,0
USR-12813,Control,0,0.0,24.4,0,1,0
USR-12814,Treatment,0,0.0,16.5,0,1,0
USR-12815,Treatment,0,0.0,17.9,0,1,0
USR-12816,Control,0,0.0,8.8,0,1,0
USR-12817,Control,0,0.0,162.6,0,0,0
USR-12818,Control,1,64.73,293.8,1,0,0
USR-12819,Control,0,0.0,11.5,0,1,0
USR-12820,Treatment,0,0.0,103.7,0,0,0
USR-12821,Control,0,0.0,19.0,0,1,0
USR-12822,Treatment,0,0.0,93.2,0,0,0
USR-12823,Control,0,0.0,11.6,0,1,0
USR-12824,Control,0,0.0,15.7,0,1,0
USR-12825,Treatment,0,0.0,146.4,0,0,0
USR-12826,Treatment,0,0.0,16.8,0,1,0
USR-12827,Control,0,0.0,15.9,0,1,0
USR-12828,Control,0,0.0,13.9,0,1,0
USR-12829,Control,0,0.0,138.4,0,0,0
USR-12830,Control,0,0.0,106.4,0,0,0
USR-12831,Treatment,0,0.0,16.9,0,1,0
USR-12832,Control,0,0.0,12.0,0,1,0
USR-12833,Control,0,0.0,15.0,0,1,0
USR-12834,Control,0,0.0,20.6,0,1,0
USR-12835,Treatment,0,0.0,117.0,0,0,0
USR-12836,Treatment,0,0.0,58.9,0,0,0
USR-12837,Control,0,0.0,127.4,0,0,0
USR-12838,Treatment,0,0.0,48.9,0,0,0
USR-12839,Control,0,0.0,125.6,0,0,0
USR-12840,Control,0,0.0,7.5,0,1,0
USR-12841,Treatment,0,0.0,121.6,0,0,0
USR-12842,Treatment,0,0.0,158.7,0,0,0
USR-12843,Treatment,0,0.0,81.3,0,0,0
USR-12844,Treatment,0,0.0,160.3,0,0,0
USR-12845,Control,0,0.0,102.6,0,0,0
USR-12846,Treatment,0,0.0,15.3,0,1,0
USR-12847,Control,0,0.0,88.9,0,0,0
USR-12848,Treatment,0,0.0,15.4,0,1,0
USR-12849,Control,0,0.0,87.7,0,0,0
USR-12850,Treatment,0,0.0,13.8,0,1,0
USR-12851,Control,0,0.0,104.3,0,0,0
USR-12852,Control,0,0.0,106.5,0,0,0
USR-12853,Treatment,0,0.0,137.4,0,0,0
USR-12854,Control,0,0.0,10.6,0,1,0
USR-12855,Treatment,0,0.0,143.3,0,0,0
USR-12856,Control,0,0.0,98.3,0,0,0
USR-12857,Control,0,0.0,83.3,0,0,0
USR-12858,Control,0,0.0,131.6,0,0,0
USR-12859,Control,0,0.0,97.8,0,0,0
USR-12860,Treatment,0,0.0,9.6,0,1,0
USR-12861,Control,0,0.0,8.6,0,1,0
USR-12862,Treatment,0,0.0,97.9,0,0,0
USR-12863,Treatment,0,0.0,144.0,0,0,0
USR-12864,Control,0,0.0,13.4,0,1,0
USR-12865,Treatment,0,0.0,174.5,0,0,0
USR-12866,Treatment,0,0.0,85.5,0,0,0
USR-12867,Treatment,0,0.0,22.8,0,1,0
USR-12868,Control,1,20.84,256.1,1,0,1
USR-12869,Control,0,0.0,18.6,0,1,0
USR-12870,Treatment,0,0.0,135.0,0,0,0
USR-12871,Treatment,0,0.0,13.3,0,1,0
USR-12872,Treatment,0,0.0,19.8,0,1,0
USR-12873,Control,0,0.0,76.1,0,0,0
USR-12874,Treatment,0,0.0,96.0,0,0,0
USR-12875,Control,0,0.0,6.0,0,1,0
USR-12876,Control,0,0.0,129.4,0,0,0
USR-12877,Control,0,0.0,82.4,0,0,0
USR-12878,Treatment,0,0.0,8.9,0,1,0
USR-12879,Control,0,0.0,115.0,0,0,0
USR-12880,Control,0,0.0,16.9,0,1,0
USR-12881,Treatment,0,0.0,13.9,0,1,0
USR-12882,Control,0,0.0,97.0,0,0,0
USR-12883,Control,0,0.0,115.9,0,0,0
USR-12884,Control,0,0.0,100.6,0,0,0
USR-12885,Treatment,0,0.0,12.4,0,1,0
USR-12886,Treatment,0,0.0,104.4,0,0,0
USR-12887,Control,0,0.0,155.2,0,0,0
USR-12888,Treatment,0,0.0,107.6,0,0,0
USR-12889,Treatment,0,0.0,137.3,0,0,0
USR-12890,Control,0,0.0,15.3,0,1,0
USR-12891,Treatment,0,0.0,21.7,0,1,0
USR-12892,Treatment,0,0.0,87.1,0,0,0
USR-12893,Treatment,0,0.0,8.1,0,1,0
USR-12894,Control,0,0.0,101.2,0,0,0
USR-12895,Treatment,1,18.26,302.1,1,0,0
USR-12896,Treatment,0,0.0,147.8,0,0,0
USR-12897,Control,0,0.0,12.2,0,1,0
USR-12898,Control,0,0.0,135.5,0,0,0
USR-12899,Control,0,0.0,159.1,0,0,0
USR-12900,Control,0,0.0,88.5,0,0,0
USR-12901,Treatment,0,0.0,131.1,0,0,0
USR-12902,Control,0,0.0,20.5,0,1,0
USR-12903,Control,0,0.0,94.8,0,0,0
USR-12904,Treatment,0,0.0,130.0,0,0,0
USR-12905,Control,0,0.0,18.1,0,1,0
USR-12906,Treatment,0,0.0,115.5,0,0,0
USR-12907,Control,0,0.0,136.5,0,0,0
USR-12908,Control,0,0.0,68.0,0,0,0
USR-12909,Control,0,0.0,15.6,0,1,0
USR-12910,Control,0,0.0,24.0,0,1,0
USR-12911,Control,0,0.0,16.7,0,1,0
USR-12912,Treatment,0,0.0,100.4,0,0,0
USR-12913,Treatment,0,0.0,9.9,0,1,0
USR-12914,Control,0,0.0,14.0,0,1,0
USR-12915,Treatment,0,0.0,14.4,0,1,0
USR-12916,Treatment,1,94.47,318.5,1,0,0
USR-12917,Treatment,0,0.0,150.4,0,0,0
USR-12918,Control,0,0.0,147.5,0,0,0
USR-12919,Control,0,0.0,15.7,0,1,0
USR-12920,Control,0,0.0,21.9,0,1,0
USR-12921,Treatment,0,0.0,21.6,0,0,0
USR-12922,Treatment,0,0.0,12.6,0,1,0
USR-12923,Control,0,0.0,116.5,0,0,0
USR-12924,Control,0,0.0,83.3,0,0,0
USR-12925,Treatment,0,0.0,10.1,0,1,0
USR-12926,Treatment,0,0.0,14.3,0,1,0
USR-12927,Treatment,0,0.0,134.7,0,0,0
USR-12928,Treatment,1,31.72,156.1,1,0,0
USR-12929,Control,0,0.0,107.2,0,0,0
USR-12930,Treatment,0,0.0,83.7,0,0,0
USR-12931,Treatment,0,0.0,120.8,0,0,0
USR-12932,Control,0,0.0,66.8,0,0,0
USR-12933,Treatment,0,0.0,93.5,0,0,0
USR-12934,Treatment,0,0.0,18.3,0,1,0
USR-12935,Control,0,0.0,121.5,0,0,0
USR-12936,Treatment,0,0.0,114.8,0,0,0
USR-12937,Treatment,0,0.0,19.2,0,1,0
USR-12938,Treatment,0,0.0,40.5,0,0,0
USR-12939,Control,0,0.0,139.3,0,0,0
USR-12940,Control,0,0.0,19.2,0,1,0
USR-12941,Treatment,1,42.41,264.8,1,0,1
USR-12942,Control,0,0.0,91.7,0,0,0
USR-12943,Treatment,0,0.0,11.3,0,1,0
USR-12944,Treatment,0,0.0,22.9,0,1,0
USR-12945,Control,0,0.0,70.0,0,0,0
USR-12946,Treatment,0,0.0,12.3,0,1,0
USR-12947,Treatment,0,0.0,5.5,0,1,0
USR-12948,Control,1,21.54,131.9,1,0,0
USR-12949,Treatment,0,0.0,6.9,0,1,0
USR-12950,Treatment,0,0.0,128.3,0,0,0
USR-12951,Treatment,0,0.0,64.2,0,0,0
USR-12952,Treatment,0,0.0,17.2,0,1,0
USR-12953,Control,0,0.0,164.3,0,0,0
USR-12954,Treatment,0,0.0,152.0,0,0,0
USR-12955,Treatment,0,0.0,127.8,0,0,0
USR-12956,Treatment,0,0.0,190.8,0,0,0
USR-12957,Treatment,0,0.0,17.5,0,1,0
USR-12958,Control,0,0.0,14.8,0,1,0
USR-12959,Treatment,0,0.0,22.9,0,1,0
USR-12960,Control,0,0.0,99.2,0,0,0
USR-12961,Control,0,0.0,23.6,0,1,0
USR-12962,Control,0,0.0,15.0,0,1,0
USR-12963,Treatment,0,0.0,15.2,0,1,0
USR-12964,Treatment,0,0.0,10.2,0,1,0
USR-12965,Treatment,0,0.0,18.6,0,1,0
USR-12966,Treatment,0,0.0,129.0,0,0,0
USR-12967,Treatment,0,0.0,116.3,0,0,0
USR-12968,Treatment,0,0.0,115.8,0,0,0
USR-12969,Control,0,0.0,19.0,0,1,0
USR-12970,Control,0,0.0,115.7,0,0,0
USR-12971,Control,0,0.0,83.8,0,0,0
USR-12972,Treatment,0,0.0,67.7,0,0,0
USR-12973,Treatment,0,0.0,144.6,0,0,0
USR-12974,Control,0,0.0,137.4,0,0,0
USR-12975,Control,1,61.51,301.0,2,0,0
USR-12976,Treatment,0,0.0,19.1,0,1,0
USR-12977,Control,0,0.0,61.6,0,0,0
USR-12978,Treatment,0,0.0,101.7,0,0,0
USR-12979,Treatment,0,0.0,138.4,0,0,0
USR-12980,Control,0,0.0,15.6,0,1,0
USR-12981,Control,1,66.87,290.7,1,0,0
USR-12982,Treatment,0,0.0,7.0,0,1,0
USR-12983,Treatment,0,0.0,10.4,0,1,0
USR-12984,Treatment,0,0.0,11.3,0,1,0
USR-12985,Treatment,0,0.0,122.3,0,0,0
USR-12986,Control,0,0.0,105.9,0,0,0
USR-12987,Treatment,0,0.0,22.4,0,1,0
USR-12988,Treatment,0,0.0,89.9,0,0,0
USR-12989,Treatment,0,0.0,12.3,0,1,0
USR-12990,Control,0,0.0,11.8,0,1,0
USR-12991,Treatment,0,0.0,23.0,0,1,0
USR-12992,Treatment,0,0.0,162.7,0,0,0
USR-12993,Control,0,0.0,24.1,0,1,0
USR-12994,Control,0,0.0,24.0,0,1,0
USR-12995,Treatment,0,0.0,9.8,0,1,0
USR-12996,Control,0,0.0,9.9,0,1,0
USR-12997,Control,0,0.0,12.2,0,1,0
USR-12998,Control,0,0.0,126.3,0,0,0
USR-12999,Treatment,0,0.0,21.5,0,1,0
USR-13000,Treatment,0,0.0,91.6,0,0,0
USR-13001,Treatment,0,0.0,99.7,0,0,0
USR-13002,Control,0,0.0,17.1,0,1,0
USR-13003,Treatment,0,0.0,108.3,0,0,0
USR-13004,Treatment,0,0.0,144.6,0,0,0
USR-13005,Treatment,0,0.0,23.1,0,1,0
USR-13006,Treatment,0,0.0,88.2,0,0,0
USR-13007,Control,0,0.0,11.4,0,1,0
USR-13008,Treatment,0,0.0,143.1,0,0,0
USR-13009,Control,0,0.0,22.4,0,1,0
USR-13010,Treatment,0,0.0,111.4,0,0,0
USR-13011,Control,0,0.0,84.2,0,0,0
USR-13012,Control,0,0.0,132.1,0,0,0
USR-13013,Control,0,0.0,9.7,0,1,0
USR-13014,Treatment,1,39.07,247.0,1,0,0
USR-13015,Control,0,0.0,5.9,0,1,0
USR-13016,Treatment,0,0.0,120.5,0,0,0
USR-13017,Control,0,0.0,8.7,0,1,0
USR-13018,Control,0,0.0,14.6,0,1,0
USR-13019,Treatment,0,0.0,7.3,0,1,0
USR-13020,Control,0,0.0,96.6,0,0,0
USR-13021,Control,0,0.0,107.5,0,0,0
USR-13022,Treatment,0,0.0,19.8,0,1,0
USR-13023,Control,1,31.66,188.3,1,0,0
USR-13024,Control,0,0.0,15.6,0,1,0
USR-13025,Control,0,0.0,116.1,0,0,0
USR-13026,Treatment,0,0.0,12.7,0,1,0
USR-13027,Treatment,0,0.0,16.6,0,1,0
USR-13028,Treatment,0,0.0,5.9,0,1,0
USR-13029,Treatment,0,0.0,19.2,0,1,0
USR-13030,Control,0,0.0,101.6,0,0,0
USR-13031,Control,0,0.0,112.2,0,0,0
USR-13032,Treatment,0,0.0,72.8,0,0,0
USR-13033,Control,0,0.0,157.1,0,0,0
USR-13034,Control,1,36.03,208.7,1,0,0
USR-13035,Control,0,0.0,23.4,0,1,0
USR-13036,Control,0,0.0,166.9,0,0,0
USR-13037,Treatment,0,0.0,69.2,0,0,0
USR-13038,Control,0,0.0,164.1,0,0,0
USR-13039,Treatment,0,0.0,14.9,0,1,0
USR-13040,Control,0,0.0,97.5,0,0,0
USR-13041,Treatment,0,0.0,156.1,0,0,0
USR-13042,Control,0,0.0,6.7,0,1,0
USR-13043,Control,0,0.0,110.2,0,0,0
USR-13044,Treatment,0,0.0,19.9,0,1,0
USR-13045,Treatment,0,0.0,92.2,0,0,0
USR-13046,Control,0,0.0,165.0,0,0,0
USR-13047,Control,0,0.0,65.6,0,0,0
USR-13048,Control,0,0.0,76.7,0,0,0
USR-13049,Control,0,0.0,79.9,0,0,0
USR-13050,Control,0,0.0,18.0,0,1,0
USR-13051,Control,0,0.0,21.6,0,1,0
USR-13052,Control,0,0.0,16.3,0,1,0
USR-13053,Control,0,0.0,85.7,0,0,0
USR-13054,Treatment,0,0.0,24.1,0,1,0
USR-13055,Treatment,1,43.26,205.4,1,0,0
USR-13056,Treatment,0,0.0,127.3,0,0,0
USR-13057,Control,0,0.0,97.9,0,0,0
USR-13058,Control,0,0.0,104.7,0,0,0
USR-13059,Treatment,0,0.0,11.4,0,1,0
USR-13060,Control,0,0.0,169.3,0,0,0
USR-13061,Control,0,0.0,23.5,0,1,0
USR-13062,Treatment,0,0.0,112.8,0,0,0
USR-13063,Treatment,0,0.0,74.4,0,0,0
USR-13064,Treatment,0,0.0,137.5,0,0,0
USR-13065,Control,0,0.0,136.2,0,0,0
USR-13066,Control,0,0.0,20.7,0,1,0
USR-13067,Treatment,0,0.0,69.0,0,0,0
USR-13068,Control,0,0.0,14.1,0,1,0
USR-13069,Treatment,0,0.0,6.4,0,1,0
USR-13070,Treatment,0,0.0,86.0,0,0,0
USR-13071,Treatment,0,0.0,105.9,0,0,0
USR-13072,Control,0,0.0,116.0,0,0,0
USR-13073,Control,0,0.0,14.9,0,1,0
USR-13074,Treatment,0,0.0,130.3,0,0,0
USR-13075,Treatment,0,0.0,5.8,0,1,0
USR-13076,Treatment,0,0.0,156.5,0,0,0
USR-13077,Control,0,0.0,15.7,0,1,0
USR-13078,Control,0,0.0,24.1,0,1,0
USR-13079,Treatment,0,0.0,150.6,0,0,0
USR-13080,Treatment,0,0.0,102.9,0,0,0
USR-13081,Treatment,0,0.0,17.0,0,1,0
USR-13082,Control,0,0.0,130.7,0,0,0
USR-13083,Treatment,0,0.0,145.2,0,0,0
USR-13084,Treatment,0,0.0,13.8,0,1,0
USR-13085,Treatment,0,0.0,9.8,0,1,0
USR-13086,Control,0,0.0,21.3,0,1,0
USR-13087,Control,0,0.0,96.0,0,0,0
USR-13088,Treatment,0,0.0,122.8,0,0,0
USR-13089,Control,0,0.0,110.6,0,0,0
USR-13090,Control,0,0.0,10.6,0,1,0
USR-13091,Treatment,0,0.0,83.6,0,0,0
USR-13092,Control,0,0.0,20.6,0,1,0
USR-13093,Treatment,0,0.0,85.1,0,0,0
USR-13094,Control,0,0.0,96.6,0,0,0
USR-13095,Treatment,0,0.0,151.6,0,0,0
USR-13096,Treatment,0,0.0,176.8,0,0,0
USR-13097,Control,0,0.0,16.5,0,1,0
USR-13098,Control,0,0.0,22.3,0,1,0
USR-13099,Control,0,0.0,6.3,0,1,0
USR-13100,Control,0,0.0,12.1,0,1,0
USR-13101,Treatment,0,0.0,83.0,0,0,0
USR-13102,Treatment,0,0.0,16.9,0,1,0
USR-13103,Control,1,58.54,199.3,2,0,0
USR-13104,Control,0,0.0,118.2,0,0,0
USR-13105,Control,0,0.0,104.5,0,0,0
USR-13106,Treatment,0,0.0,22.9,0,1,0
USR-13107,Control,0,0.0,124.6,0,0,0
USR-13108,Treatment,0,0.0,133.0,0,0,0
USR-13109,Treatment,0,0.0,129.6,0,0,0
USR-13110,Treatment,0,0.0,6.6,0,1,0
USR-13111,Control,0,0.0,86.0,0,0,0
USR-13112,Treatment,0,0.0,160.5,0,0,0
USR-13113,Control,0,0.0,132.9,0,0,0
USR-13114,Control,0,0.0,11.5,0,1,0
USR-13115,Treatment,0,0.0,110.6,0,0,0
USR-13116,Treatment,0,0.0,19.0,0,1,0
USR-13117,Control,0,0.0,17.2,0,1,0
USR-13118,Control,0,0.0,124.1,0,0,0
USR-13119,Control,0,0.0,90.4,0,0,0
USR-13120,Control,0,0.0,17.2,0,1,0
USR-13121,Control,0,0.0,20.3,0,1,0
USR-13122,Control,0,0.0,12.0,0,1,0
USR-13123,Control,0,0.0,98.9,0,0,0
USR-13124,Treatment,0,0.0,24.6,0,1,0
USR-13125,Treatment,0,0.0,55.8,0,0,0
USR-13126,Treatment,0,0.0,15.6,0,1,0
USR-13127,Control,0,0.0,145.3,0,0,0
USR-13128,Treatment,0,0.0,153.5,0,0,0
USR-13129,Treatment,0,0.0,110.3,0,0,0
USR-13130,Treatment,1,53.02,236.0,1,0,0
USR-13131,Treatment,0,0.0,89.2,0,0,0
USR-13132,Treatment,0,0.0,13.8,0,1,0
USR-13133,Treatment,0,0.0,106.7,0,0,0
USR-13134,Control,0,0.0,11.2,0,1,0
USR-13135,Treatment,0,0.0,82.9,0,0,0
USR-13136,Treatment,0,0.0,9.6,0,1,0
USR-13137,Treatment,0,0.0,83.7,0,0,0
USR-13138,Treatment,0,0.0,135.1,0,0,0
USR-13139,Control,0,0.0,97.4,0,0,0
USR-13140,Control,0,0.0,121.7,0,0,0
USR-13141,Treatment,0,0.0,147.3,0,0,0
USR-13142,Treatment,1,20.81,178.7,1,0,0
USR-13143,Treatment,0,0.0,13.3,0,1,0
USR-13144,Control,0,0.0,17.2,0,1,0
USR-13145,Control,0,0.0,9.2,0,1,0
USR-13146,Treatment,0,0.0,22.8,0,1,0
USR-13147,Treatment,0,0.0,126.7,0,0,0
USR-13148,Treatment,0,0.0,15.7,0,1,0
USR-13149,Control,0,0.0,147.9,0,0,0
USR-13150,Treatment,0,0.0,109.7,0,0,0
USR-13151,Control,0,0.0,17.2,0,1,0
USR-13152,Treatment,0,0.0,138.9,0,0,0
USR-13153,Control,0,0.0,82.4,0,0,0
USR-13154,Control,0,0.0,80.6,0,0,0
USR-13155,Treatment,0,0.0,115.9,0,0,0
USR-13156,Treatment,0,0.0,24.4,0,1,0
USR-13157,Control,0,0.0,17.5,0,1,0
USR-13158,Treatment,0,0.0,79.6,0,0,0
USR-13159,Control,0,0.0,142.9,0,0,0
USR-13160,Control,0,0.0,29.8,0,0,0
USR-13161,Control,0,0.0,7.4,0,1,0
USR-13162,Control,0,0.0,14.7,0,1,0
USR-13163,Treatment,0,0.0,109.1,0,0,0
USR-13164,Control,0,0.0,102.4,0,0,0
USR-13165,Control,0,0.0,71.9,0,0,0
USR-13166,Treatment,0,0.0,6.8,0,1,0
USR-13167,Control,0,0.0,123.5,0,0,0
USR-13168,Treatment,0,0.0,151.3,0,0,0
USR-13169,Control,0,0.0,86.8,0,0,0
USR-13170,Treatment,1,47.86,229.1,1,0,0
USR-13171,Control,1,46.18,225.0,1,0,0
USR-13172,Control,0,0.0,109.3,0,0,0
USR-13173,Control,0,0.0,17.9,0,1,0
USR-13174,Control,0,0.0,87.8,0,0,0
USR-13175,Control,0,0.0,144.3,0,0,0
USR-13176,Treatment,0,0.0,163.9,0,0,0
USR-13177,Treatment,0,0.0,14.9,0,1,0
USR-13178,Treatment,0,0.0,7.6,0,1,0
USR-13179,Treatment,0,0.0,7.5,0,1,0
USR-13180,Control,1,178.27,273.1,4,0,0
USR-13181,Control,0,0.0,99.4,0,0,0
USR-13182,Control,0,0.0,69.0,0,0,0
USR-13183,Control,0,0.0,132.0,0,0,0
USR-13184,Treatment,0,0.0,5.5,0,1,0
USR-13185,Treatment,0,0.0,20.8,0,1,0
