Record_ID,Date,TV_Spend,Digital_Spend,Radio_Spend,Discount,Quantity,Region,Category,Competitor_Price,Customer_Count,Advertising_Spend,Sales,Profit,Month,Year
REC-00209,2022-03-22,9944.82,4136.12,2708.06,23.19,474,South,Clothing,363.51,942,16789.01,20345.66,3573.3,3,2022
REC-00210,2023-11-30,11683.08,7049.61,924.85,28.54,385,East,Clothing,376.4,1860,19657.53,24032.74,4145.69,11,2023
REC-00211,2022-04-23,5929.31,1247.46,1309.85,23.29,301,North,Clothing,426.37,3741,8486.61,16391.81,3492.85,4,2022
REC-00212,2022-01-02,1499.36,11547.66,4208.89,18.34,478,East,Home,488.5,291,17255.91,23609.21,4300.54,1,2022
REC-00213,2023-10-04,1621.16,7692.53,1845.31,25.72,17,North,Clothing,489.02,495,11158.99,17663.12,1541.75,10,2023
REC-00214,2022-08-08,2011.58,9107.09,4151.39,20.2,334,South,Sports,79.37,4762,15270.06,22010.46,4485.61,8,2022
REC-00215,2023-07-20,12686.37,2211.64,3574.17,12.24,99,South,Electronics,419.83,4426,18472.18,21154.13,4247.21,7,2023
REC-00216,2022-08-13,13704.95,5031.84,968.14,26.57,217,North,Home,340.84,973,19704.93,22947.85,3260.08,8,2022
REC-00217,2023-01-20,2280.76,5187.73,2586.49,6.66,301,East,Clothing,341.3,2721,10054.98,18493.05,2996.26,1,2023
REC-00218,2023-02-07,3920.64,9897.32,3419.2,21.44,293,South,Electronics,107.76,4435,17237.15,24856.03,5385.08,2,2023
REC-00219,2023-09-30,2900.05,214.59,1251.68,26.45,127,West,Food,342.58,189,4366.32,9290.73,1435.63,9,2023
REC-00220,2022-05-10,3201.65,3750.07,4170.37,21.94,358,South,Clothing,492.12,2379,11122.09,18532.35,3831.47,5,2022
REC-00221,2022-02-22,12643.62,11778.59,2769.66,20.92,184,East,Electronics,460.32,556,27191.86,31269.77,2865.11,2,2022
REC-00222,2023-11-15,5316.12,5803.66,909.69,22.58,85,West,Sports,247.61,2380,12029.47,17727.66,1892.38,11,2023
REC-00223,2023-11-03,5015.94,4713.81,2956.62,13.95,110,East,Food,67.98,4549,12686.38,15378.15,2179.17,11,2023
REC-00224,2023-12-11,3797.24,1613.98,4998.6,26.23,423,North,Sports,213.03,1104,10409.82,15382.49,2489.9,12,2023
REC-00225,2023-02-20,9314.47,11695.14,837.56,6.1,160,West,Electronics,421.88,4634,21847.17,31376.39,6095.55,2,2023
REC-00226,2022-09-04,5999.93,436.31,4102.11,3.82,409,East,Sports,365.67,444,10538.35,17485.6,3818.1,9,2022
REC-00227,2023-03-15,11291.62,8898.73,1115.81,8.57,279,West,Electronics,256.7,2811,21306.16,29782.99,4004.0,3,2023
REC-00228,2022-07-22,3480.91,9269.48,3933.7,15.95,467,East,Electronics,74.8,4852,16684.09,28759.81,2491.7,7,2022
REC-00229,2022-07-03,11922.95,3075.15,3699.43,15.32,80,West,Sports,242.1,2562,18697.53,21394.98,4111.34,7,2022
REC-00230,2022-05-03,9253.96,8124.39,1572.4,24.62,189,East,Electronics,261.06,1216,18950.75,24074.43,3962.97,5,2022
REC-00231,2023-02-05,2156.88,1296.56,1696.53,12.14,133,North,Clothing,467.85,725,5149.97,12047.36,1298.66,2,2023
REC-00232,2022-10-21,6510.32,3233.16,3983.35,14.53,390,West,Electronics,338.49,4479,13726.83,17277.36,2579.09,10,2022
REC-00233,2022-10-07,13021.01,9497.24,2361.08,0.4,302,West,Home,190.24,2079,24879.34,30550.2,5618.9,10,2022
REC-00234,2023-09-02,13882.92,10403.3,3681.01,12.29,294,West,Electronics,286.39,4094,27967.23,31955.51,6003.09,9,2023
REC-00235,2022-07-17,7252.65,7380.14,825.12,19.43,204,West,Home,79.72,1778,15457.91,22281.47,3341.03,7,2022
REC-00236,2023-05-26,7472.14,6180.69,4277.53,0.47,408,North,Electronics,487.66,322,17930.36,26882.89,3299.34,5,2023
REC-00238,2023-09-01,9012.49,944.69,4544.02,6.24,440,South,Sports,265.04,562,14501.2,17288.69,2988.71,9,2023
REC-00239,2022-07-20,976.28,1588.26,748.62,1.26,439,North,Clothing,209.88,1668,3313.16,14496.96,1988.3,7,2022
REC-00240,2022-05-04,13734.87,2882.82,3005.77,14.38,445,South,Clothing,357.13,3447,19623.45,23826.93,2841.72,5,2022
REC-00241,2022-07-06,4099.28,4231.76,3035.69,5.45,284,West,Food,348.0,1836,11366.73,21663.69,3950.47,7,2022
REC-00242,2022-11-22,8875.66,4694.73,1831.96,22.29,470,East,Sports,371.9,4139,15402.35,21025.62,2394.94,11,2022
REC-00243,2023-04-09,2899.94,4286.6,2346.49,25.44,115,South,Sports,170.66,4051,9533.03,15090.67,1570.02,4,2023
REC-00244,2022-12-15,991.25,3020.85,286.11,16.37,30,West,Clothing,192.05,764,4298.21,13372.87,2061.79,12,2022
REC-00245,2023-10-22,5016.36,6214.75,3754.71,29.45,73,South,Sports,106.36,1456,14985.82,16342.88,1970.92,10,2023
REC-00246,2023-02-07,11817.19,9938.38,2791.68,13.51,174,West,Clothing,344.98,1114,24547.24,28429.25,4777.44,2,2023
REC-00247,2022-12-12,4525.01,3500.5,382.93,15.4,36,West,Sports,67.91,2232,8408.45,13602.47,1312.79,12,2022
REC-00248,2023-05-26,3691.41,11320.17,3435.7,29.68,320,West,Electronics,318.96,2768,18447.28,27181.01,4666.75,5,2023
REC-00249,2022-05-27,3583.87,10505.37,2387.23,6.95,294,East,Clothing,441.36,1154,16476.48,25408.1,3040.37,5,2022
REC-00250,2022-05-28,7970.02,2108.82,268.86,28.28,157,South,Clothing,450.87,1864,10347.7,14607.82,1169.12,5,2022
REC-00251,2023-12-12,14645.35,9478.06,4851.08,1.29,290,North,Home,252.07,4558,28974.48,31470.57,3076.91,12,2023
REC-00252,2023-05-04,7155.34,6980.13,4750.65,13.39,335,North,Sports,256.69,2969,18886.12,25509.86,5375.09,5,2023
REC-00253,2023-10-02,8580.93,6885.59,2613.22,2.1,328,North,Sports,84.64,1512,18079.74,28807.34,5802.65,10,2023
REC-00254,2023-07-05,12979.16,4814.3,558.99,21.88,173,North,Clothing,351.84,767,18352.46,19876.81,2240.22,7,2023
REC-00255,2022-12-04,8258.51,6113.61,3797.64,18.25,395,West,Electronics,419.57,3470,18169.76,24256.41,4583.78,12,2022
REC-00256,2023-10-03,3174.71,4886.71,2510.46,21.2,415,South,Electronics,160.09,1494,10571.88,20123.66,3324.43,10,2023
REC-00257,2023-04-18,4844.14,6568.84,1581.99,11.23,233,South,Electronics,239.59,198,12994.98,23139.18,4996.37,4,2023
REC-00258,2022-05-31,4994.09,7609.81,2507.95,11.08,281,East,Sports,427.48,4170,15111.85,21473.87,2841.1,5,2022
REC-00259,2023-02-19,6261.11,8156.78,2659.98,1.36,155,South,Home,444.7,521,17077.87,19974.37,3503.59,2,2023
REC-00260,2022-10-25,6688.44,6483.28,2857.29,10.5,462,South,Clothing,159.43,3750,16029.0,25785.28,2292.18,10,2022
REC-00261,2023-09-03,12096.84,8712.78,2262.0,27.88,447,South,Food,297.76,4257,23071.62,27700.34,3752.69,9,2023
REC-00262,2022-09-20,5566.11,1867.08,3068.2,11.38,365,East,Home,136.62,1232,10501.39,14729.38,3165.85,9,2022
REC-00263,2022-05-24,7289.36,2701.39,4601.8,24.94,39,North,Food,95.85,1802,14592.55,14799.03,2300.62,5,2022
REC-00264,2022-12-12,9562.15,9861.07,1875.11,25.27,54,South,Home,460.0,3720,21298.34,26314.56,3165.72,12,2022
REC-00265,2023-09-16,5977.03,4005.83,3656.01,11.2,284,East,Electronics,419.23,3290,13638.87,22873.41,2215.01,9,2023
REC-00267,2022-01-02,9018.08,2014.74,2334.3,2.86,43,West,Food,71.94,491,13367.11,17229.65,2933.86,1,2022
REC-00268,2022-10-31,4763.65,2838.65,2272.93,3.11,150,East,Home,429.68,1175,9875.23,17089.29,2261.79,10,2022
REC-00269,2022-09-11,10853.86,11496.41,3050.37,1.46,436,North,Sports,247.12,2750,25400.64,32899.75,7011.98,9,2022
REC-00270,2023-10-14,8150.89,6961.89,2997.89,17.43,327,South,Food,204.08,2484,18110.67,24707.04,2053.36,10,2023
REC-00271,2023-03-29,8249.61,11206.22,4052.29,12.78,383,East,Clothing,295.91,909,23508.12,27798.81,3405.95,3,2023
REC-00272,2022-02-06,7475.78,6986.93,2434.77,16.44,230,North,Home,91.11,3409,16897.47,21607.85,4514.95,2,2022
REC-00273,2022-06-09,7706.67,5856.38,4981.0,15.63,365,East,Clothing,390.49,3838,18544.06,24283.59,3033.77,6,2022
REC-00274,2022-01-09,11597.67,3901.99,391.41,10.51,31,East,Electronics,312.1,1259,15891.06,20528.62,2367.27,1,2022
REC-00275,2022-08-21,1993.23,7355.18,115.52,20.32,189,East,Clothing,133.97,1631,9463.93,19668.2,3044.46,8,2022
REC-00276,2022-04-09,5348.26,1842.54,3236.97,22.76,445,East,Clothing,134.7,2782,10427.77,15223.4,2973.62,4,2022
REC-00277,2023-10-21,1594.8,10799.49,1562.33,0.44,376,East,Home,132.91,353,13956.62,25776.56,2434.35,10,2023
REC-00278,2022-07-27,11422.07,9986.12,1277.87,6.22,429,North,Electronics,75.65,3648,22686.07,30516.44,6470.18,7,2022
REC-00279,2022-05-11,4448.38,3946.87,1628.31,21.4,338,South,Clothing,314.51,3285,10023.55,17005.47,3253.32,5,2022
REC-00280,2023-02-08,13512.74,11443.01,1354.63,11.6,240,South,Sports,428.16,1331,26310.38,28403.79,2993.05,2,2023
REC-00281,2022-06-01,8135.39,9937.37,250.87,19.87,412,South,Food,57.87,2523,18323.63,24972.98,4487.17,6,2022
REC-00282,2022-02-23,12110.87,8062.42,4860.51,10.41,47,South,Clothing,72.05,3675,25033.8,23703.38,3173.75,2,2022
REC-00283,2022-04-30,14694.51,1636.79,1181.65,11.72,79,North,Electronics,307.75,4361,17512.95,22062.19,3007.55,4,2022
REC-00284,2023-11-04,12676.94,5843.16,3696.75,4.76,125,West,Clothing,418.77,1673,22216.85,25897.29,4911.7,11,2023
REC-00285,2023-09-20,13071.41,6172.07,3836.72,7.75,248,West,Food,197.03,3008,23080.2,23280.38,5000.39,9,2023
REC-00286,2023-08-10,6415.78,2944.11,4653.36,18.16,344,North,Electronics,207.33,4812,14013.24,22469.22,2195.96,8,2023
REC-00287,2023-09-17,8499.98,1143.59,249.69,12.99,450,North,Home,318.36,1725,9893.26,22107.07,3070.41,9,2023
REC-00288,2023-02-24,4181.38,9365.34,4373.04,23.23,157,East,Electronics,173.4,4098,17919.76,23469.72,3457.84,2,2023
REC-00289,2023-02-26,3343.64,1640.01,2683.41,25.58,18,East,Home,61.97,3983,7667.06,10295.23,1366.01,2,2023
REC-00290,2022-04-14,7829.86,7212.63,3199.47,16.25,297,East,Electronics,380.85,3615,18241.96,28822.7,3771.35,4,2022
REC-00291,2022-09-11,9128.21,11250.1,3257.9,22.75,397,South,Food,331.54,3503,23636.21,26303.68,2296.77,9,2022
REC-00292,2022-08-15,5419.43,10538.04,4117.01,9.21,59,East,Food,311.34,4698,20074.48,24510.79,4313.3,8,2022
REC-00293,2022-04-22,8756.93,3477.48,1733.7,12.45,347,West,Electronics,383.76,4780,13968.11,21999.87,3103.52,4,2022
REC-00294,2023-05-25,13368.18,10247.09,3691.95,21.38,14,South,Clothing,353.85,2058,27307.22,28980.21,3108.74,5,2023
REC-00295,2023-04-18,8572.46,203.92,2690.03,11.59,413,East,Food,142.65,4109,11466.42,17433.93,3386.45,4,2023
REC-00296,2022-04-09,10951.79,408.72,3987.63,17.66,352,South,Home,208.62,2835,15348.14,17618.17,3389.01,4,2022
REC-00297,2022-06-02,12177.07,7310.13,4953.68,5.56,135,West,Home,106.75,4591,24440.87,25458.19,3770.23,6,2022
REC-00298,2022-12-04,14836.57,4504.62,1083.19,17.99,84,East,Sports,108.44,3274,20424.38,20894.4,2544.58,12,2022
REC-00299,2023-12-07,9246.36,4760.24,4973.78,25.85,174,West,Home,354.29,501,18980.38,18842.74,3190.7,12,2023
REC-00300,2022-06-12,12199.33,6860.4,540.08,26.06,287,West,Sports,436.37,1074,19599.81,23485.74,2826.3,6,2022
REC-00301,2023-12-21,14458.42,2463.03,111.36,21.73,451,West,Electronics,483.23,323,17032.8,22054.51,2493.07,12,2023
REC-00302,2023-11-12,14193.94,2698.71,316.39,22.37,333,East,Electronics,332.76,4713,17209.05,19424.22,3540.49,11,2023
REC-00303,2022-06-10,2545.69,5918.3,1774.73,16.74,486,North,Electronics,132.85,335,10238.72,23793.59,2037.81,6,2022
REC-00304,2023-08-03,6392.69,9100.19,3201.24,17.54,309,East,Clothing,97.54,3598,18694.12,23567.31,2198.07,8,2023
REC-00305,2023-02-02,5197.86,7510.07,438.24,4.01,299,West,Clothing,415.78,4311,13146.17,20981.94,1698.5,2,2023
REC-00306,2022-10-04,1760.41,3708.79,127.76,13.32,86,East,Sports,310.44,3334,5596.96,13330.33,1351.86,10,2022
REC-00307,2023-05-19,9681.99,5277.98,4691.75,13.52,307,West,Home,328.23,325,19651.72,23708.75,2125.69,5,2023
REC-00309,2022-05-15,12797.86,1080.63,4065.0,12.93,115,South,Electronics,366.47,4377,17943.49,20515.82,2470.79,5,2022
REC-00310,2022-07-14,2280.26,9435.81,4433.68,16.48,104,North,Food,425.51,1441,16149.76,20268.96,2045.09,7,2022
REC-00311,2023-02-05,13208.44,3331.57,3530.17,16.0,144,North,Clothing,75.3,4136,20070.18,23963.77,2725.63,2,2023
REC-00312,2023-10-02,9822.42,2297.64,611.58,19.1,77,South,Clothing,386.38,309,12731.64,16753.39,3535.93,10,2023
REC-00313,2022-02-02,10707.22,8361.09,2055.59,22.45,156,East,Electronics,432.88,3827,21123.9,24560.14,3753.34,2,2022
REC-00314,2023-11-19,13704.05,7493.01,3643.43,6.75,499,South,Clothing,178.76,4028,24840.49,28618.84,3751.2,11,2023
REC-00315,2023-04-05,9559.04,7671.64,1473.64,15.86,487,East,Electronics,338.2,2903,18704.31,26847.19,5430.51,4,2023
REC-00316,2023-04-15,5370.05,2900.96,3468.29,24.78,168,East,Sports,191.37,1209,11739.3,16048.37,2171.32,4,2023
REC-00317,2023-01-10,12464.06,2945.22,220.04,13.89,393,West,Home,481.09,2126,15629.32,21610.53,2742.4,1,2023
REC-00318,2022-01-22,5764.36,2805.47,1600.07,8.35,172,West,Food,65.04,493,10169.9,16364.26,1784.02,1,2022
REC-00319,2023-11-01,996.31,2250.28,2790.74,19.64,450,South,Home,310.91,943,6037.33,15130.64,2010.73,11,2023
REC-00320,2022-02-07,12544.49,7937.54,3197.24,24.71,350,North,Home,124.93,1624,23679.27,25978.45,3230.05,2,2022
REC-00321,2022-08-18,5505.29,10206.59,2927.5,1.89,198,South,Sports,370.5,703,18639.37,25721.66,4496.73,8,2022
REC-00322,2022-12-31,11720.6,8746.95,3519.01,100.0,424,East,Clothing,129.15,681,23986.55,24066.49,2901.01,12,2022
REC-00323,2023-07-17,5759.99,9546.7,129.83,24.65,348,West,Food,155.92,2039,15436.53,24501.47,3940.03,7,2023
REC-00324,2023-03-14,12985.49,4976.62,594.61,13.85,104,South,Clothing,272.47,232,18556.72,21943.13,1957.87,3,2023
REC-00325,2022-10-10,3682.9,7918.09,4357.83,29.5,190,South,Home,461.68,2938,15958.82,18880.66,2016.09,10,2022
REC-00326,2022-01-27,14630.94,4379.99,3440.57,23.6,297,West,Electronics,145.27,3485,22451.49,27661.15,3790.59,1,2022
REC-00327,2022-08-14,11806.5,6400.95,653.37,23.21,331,West,Home,114.91,3870,18860.82,23756.64,5016.76,8,2022
REC-00328,2022-10-04,2156.45,5883.29,4226.16,22.44,196,West,Clothing,391.54,2368,12265.91,16158.39,2146.08,10,2022
REC-00329,2023-09-01,8703.76,2287.27,1286.93,4.52,381,East,Home,275.28,1075,12277.96,21144.41,3657.36,9,2023
REC-00330,2022-10-11,14787.83,4767.53,2443.47,6.52,147,West,Electronics,460.3,1913,21998.83,26423.84,3057.56,10,2022
REC-00331,2023-04-26,7330.45,11573.1,811.46,13.92,139,North,Sports,115.98,3363,19715.01,27179.68,2657.76,4,2023
REC-00332,2023-03-29,3140.55,3133.25,3579.54,7.92,203,South,Clothing,340.67,1643,9853.34,15961.67,1407.74,3,2023
REC-00333,2023-10-21,7529.29,1778.88,3367.59,12.46,325,West,Home,154.8,2935,12675.76,19057.41,2339.45,10,2023
REC-00334,2023-05-31,7930.64,5139.25,1134.45,26.65,481,West,Clothing,120.54,2838,14204.34,20368.98,2079.11,5,2023
REC-00335,2023-07-01,11254.46,9525.99,4330.66,24.73,282,East,Sports,357.54,1457,25111.11,27706.6,2891.5,7,2023
REC-00336,2022-07-11,8067.08,7069.35,2066.4,18.9,361,East,Home,317.16,4234,19769.01,21710.26,4049.1,7,2022
REC-00337,2022-02-18,6336.98,8235.5,1533.32,25.74,153,South,Home,389.67,1416,16105.8,20365.01,1674.36,2,2022
REC-00338,2023-05-27,3661.34,2438.4,846.41,23.51,25,North,Clothing,189.26,261,6946.15,14953.87,2364.11,5,2023
REC-00339,2022-01-17,9853.29,7503.59,1404.22,12.87,311,South,Clothing,251.59,2009,18761.1,23457.79,3122.81,1,2022
REC-00340,2022-06-21,6614.71,4017.3,207.93,6.03,432,West,Electronics,232.46,1227,10839.94,21156.31,3192.85,6,2022
REC-00341,2022-08-08,2418.01,10044.78,2957.96,15.43,254,North,Sports,492.84,3970,15420.75,23023.38,3656.03,8,2022
REC-00342,2022-06-07,13558.3,7625.73,4226.93,22.09,424,North,Electronics,181.51,1758,25410.95,27744.16,3436.71,6,2022
REC-00343,2023-04-22,10522.72,2546.5,2790.0,13.09,116,North,Home,182.67,3225,15859.23,15909.62,1930.08,4,2023
REC-00344,2022-02-15,10406.17,962.48,1174.44,20.0,97,North,Clothing,209.55,2063,12543.09,15222.91,2780.86,2,2022
REC-00345,2023-01-08,12427.47,703.07,264.98,2.83,138,South,Home,304.07,2389,13395.52,18469.44,3730.43,1,2023
REC-00346,2023-06-02,8180.09,4582.62,1151.68,22.44,404,East,Home,163.55,1066,13914.39,20003.45,2139.6,6,2023
REC-00347,2022-04-09,12318.29,3337.04,2138.99,24.38,384,East,Food,461.88,989,17794.33,20223.37,1894.25,4,2022
REC-00348,2022-02-06,7722.32,7823.86,3822.1,21.21,350,West,Food,169.56,3161,19368.28,24011.2,4938.9,2,2022
REC-00349,2022-10-07,1474.04,6092.14,1020.43,29.02,13,East,Home,453.12,3729,8586.61,15625.34,2015.44,10,2022
REC-00350,2022-12-15,6376.1,3339.03,3626.98,24.8,336,East,Clothing,96.56,3289,13342.1,17175.61,2699.74,12,2022
REC-00351,2023-05-12,7713.24,1961.01,4347.97,27.09,419,East,Home,345.45,2848,14022.22,16760.92,2184.55,5,2023
REC-00352,2022-10-29,10942.94,1700.96,2324.34,28.01,376,East,Food,458.14,1766,14968.23,17028.64,1662.21,10,2022
REC-00353,2022-06-30,2045.39,10402.99,4125.02,24.04,315,West,Clothing,125.94,3166,16573.4,24216.18,3935.29,6,2022
REC-00354,2023-08-30,2530.27,3073.04,2817.82,20.23,405,South,Home,485.75,1541,8421.13,18488.94,2838.42,8,2023
REC-00356,2023-12-01,4364.23,9766.09,2678.76,13.97,218,East,Sports,475.57,4323,16809.09,23696.02,3394.73,12,2023
REC-00357,2022-04-26,11116.68,7446.16,2369.55,17.13,234,South,Home,354.57,3023,20932.38,25257.64,4838.67,4,2022
REC-00358,2022-07-10,4135.59,10342.87,1249.8,9.12,468,East,Clothing,185.71,4353,15728.27,24549.79,3993.26,7,2022
REC-00359,2022-09-10,9679.92,4830.25,1585.65,9.54,357,East,Home,134.74,3956,16095.82,22533.66,2108.44,9,2022
REC-00360,2022-06-10,7666.97,11483.42,1520.85,28.83,489,North,Home,186.68,926,20671.25,25934.21,4064.49,6,2022
REC-00361,2022-09-13,8812.77,1771.11,2860.12,26.75,330,North,Food,91.86,4707,13444.0,14372.55,2563.82,9,2022
REC-00362,2022-11-19,12652.55,1405.36,687.77,25.48,56,North,Sports,114.74,4085,14745.69,16786.6,3205.88,11,2022
REC-00363,2022-05-08,6363.53,7972.57,4592.28,12.18,485,East,Food,97.1,2192,18928.38,24819.61,4171.59,5,2022
REC-00364,2022-01-18,11678.21,11325.41,3631.21,0.41,190,East,Food,240.32,3279,26634.83,31026.0,3145.17,1,2022
REC-00365,2023-07-20,6619.52,9744.82,2067.08,2.41,115,East,Home,408.01,4638,18431.43,25287.88,4537.26,7,2023
REC-00366,2023-07-24,5631.13,1101.72,877.26,9.37,208,North,Food,113.62,4001,7610.11,13491.55,2358.7,7,2023
REC-00367,2022-11-19,14400.09,3496.54,4421.76,0.47,395,West,Sports,108.64,2462,22318.39,26149.31,2181.37,11,2022
REC-00368,2023-11-17,3173.38,11177.76,4136.51,0.51,115,South,Food,339.54,2324,18487.65,23797.29,3275.57,11,2023
REC-00369,2023-09-18,1809.89,3186.09,3636.44,27.5,289,West,Sports,138.73,1826,8632.41,16671.57,2110.84,9,2023
REC-00370,2022-10-15,11679.3,9417.81,1430.58,21.18,269,East,Food,93.92,2106,22527.69,23959.78,4162.24,10,2022
REC-00371,2023-10-25,1489.62,9936.56,2071.99,9.27,117,East,Sports,125.08,366,13498.17,21404.78,2360.07,10,2023
REC-00372,2023-10-01,12637.65,6046.33,603.47,3.98,28,West,Food,465.68,937,19287.45,21495.96,3497.87,10,2023
REC-00373,2022-06-04,6839.3,4758.92,1026.29,15.35,419,East,Food,419.66,4684,12624.52,20821.37,4327.7,6,2022
REC-00374,2023-05-05,13774.95,5511.47,3936.78,0.16,468,South,Clothing,209.33,4897,23223.2,27744.32,5318.37,5,2023
REC-00375,2023-01-21,10962.23,2878.18,3603.69,28.15,305,East,Sports,345.12,786,17444.1,18140.23,3791.38,1,2023
REC-00376,2022-04-14,9350.87,10694.81,3008.08,12.44,315,South,Sports,291.77,3461,23053.76,29866.57,6480.77,4,2022
REC-00377,2023-01-28,14264.95,5517.31,4489.06,12.07,180,West,Sports,354.71,456,24271.32,25321.68,2063.56,1,2023
REC-00378,2022-09-03,6251.42,10613.02,2958.01,11.72,340,West,Electronics,357.2,3915,19822.44,29436.73,4921.34,9,2022
REC-00379,2022-06-25,14334.26,1447.18,2388.14,2.08,204,East,Food,332.93,971,18169.59,19322.02,2662.53,6,2022
REC-00380,2022-02-08,2457.52,11861.65,1767.82,19.15,21,South,Sports,169.75,2073,16086.98,20381.0,4083.94,2,2022
REC-00381,2023-04-22,7514.45,5430.62,4708.2,21.99,204,East,Electronics,67.55,4747,17653.27,21708.5,2501.99,4,2023
REC-00382,2023-11-13,4413.71,764.4,505.31,20.28,499,North,Clothing,255.01,1910,5683.42,14524.92,3156.91,11,2023
REC-00383,2023-06-22,8327.72,648.66,4661.35,4.15,292,North,Sports,450.94,4518,13637.73,19802.53,3285.62,6,2023
REC-00384,2023-02-12,2849.2,9005.25,4150.9,17.37,378,North,Sports,306.27,2741,16005.35,23845.96,4556.85,2,2023
REC-00385,2023-06-09,12702.18,7976.62,736.66,17.08,191,North,Electronics,424.58,2328,21415.46,27303.78,2511.51,6,2023
REC-00386,2023-05-21,12772.91,9665.14,2868.42,26.05,459,East,Food,496.23,3491,25306.48,25871.35,2734.19,5,2023
REC-00387,2022-02-05,14350.93,1443.34,4346.09,11.37,314,North,Clothing,123.63,4278,20140.35,24981.61,4650.99,2,2022
REC-00388,2023-11-16,2742.75,619.74,2901.86,11.14,153,South,Sports,361.3,2450,6264.35,12446.16,1034.0,11,2023
REC-00389,2022-01-20,9538.32,6201.24,4545.28,18.56,395,West,Food,353.43,4457,20284.84,25137.97,4885.89,1,2022
REC-00390,2022-11-17,7376.44,4773.62,4720.62,18.99,325,West,Clothing,490.98,4979,16870.69,19727.05,1616.69,11,2022
REC-00391,2023-05-27,5493.56,5650.97,2169.68,14.08,191,North,Home,493.52,2839,13314.22,20597.51,3542.7,5,2023
REC-00392,2023-02-04,5597.33,11900.74,1948.84,13.29,39,North,Home,359.01,2830,19446.91,23914.16,3135.46,2,2023
REC-00393,2023-10-16,6485.51,11654.85,4687.97,14.82,93,North,Clothing,159.63,1418,22828.33,27671.32,4582.63,10,2023
REC-00394,2023-04-16,10721.42,11319.32,3408.19,25.83,175,East,Electronics,409.35,1635,25448.93,28107.18,4987.46,4,2023
REC-00395,2022-05-23,9175.15,9449.34,668.51,13.84,293,West,Clothing,98.16,4884,19293.0,26102.17,3339.68,5,2022
REC-00396,2022-04-02,7165.38,4387.13,307.23,28.2,290,North,Clothing,401.31,2543,11859.74,18857.54,1793.63,4,2022
REC-00397,2022-12-20,1601.03,5063.14,2866.68,15.12,105,South,Electronics,459.59,1872,9530.86,15630.14,1402.81,12,2022
REC-00398,2023-12-28,1627.6,6685.47,4657.84,28.48,390,North,Electronics,222.28,3309,12970.9,20055.58,3258.05,12,2023
REC-00399,2022-02-20,533.92,10000.31,4236.82,24.98,275,West,Food,333.79,977,14771.05,22164.67,3388.8,2,2022
REC-00400,2023-10-27,14531.64,1010.81,3411.65,10.87,453,North,Food,243.56,2970,18954.11,25564.95,4701.6,10,2023
REC-00401,2023-11-29,576.18,5206.7,781.67,25.91,307,West,Electronics,246.99,3300,6564.55,16657.62,2521.35,11,2023
REC-00402,2023-07-29,1994.86,1174.89,1345.73,3.3,305,North,Home,189.67,4244,4515.48,16091.03,2238.95,7,2023
REC-00403,2022-07-09,5061.65,6272.96,4390.01,27.75,234,South,Home,392.96,3847,15724.61,19402.04,2633.48,7,2022
REC-00404,2022-05-05,12207.74,10807.03,995.76,18.95,342,North,Clothing,471.28,2936,24010.52,32325.96,2705.77,5,2022
REC-00405,2022-05-30,14450.43,9433.32,1464.35,1.63,370,South,Sports,473.34,392,25348.11,28580.28,3629.07,5,2022
REC-00406,2022-11-10,11955.2,2888.54,735.04,19.33,383,South,Clothing,128.65,1751,15578.78,20396.63,4418.78,11,2022
REC-00407,2023-07-24,10513.12,11716.69,3412.93,29.23,51,North,Clothing,443.63,4731,25642.75,24327.5,4921.4,7,2023
REC-00408,2022-12-08,8058.86,8074.73,4725.51,2.09,312,South,Sports,381.84,4506,20859.11,23053.37,2907.33,12,2022
REC-00409,2022-11-01,1757.23,323.05,1417.94,16.64,430,East,Electronics,163.78,636,3498.22,14507.42,2354.43,11,2022
REC-00410,2023-11-23,8067.08,3213.88,2429.49,22.43,255,North,Home,80.28,2786,20036.85,22159.19,4401.29,11,2023
REC-00411,2023-11-13,8067.08,3276.42,3208.26,24.31,217,North,Clothing,170.6,333,17981.37,19441.94,2756.45,11,2023
REC-00412,2022-02-23,9764.77,1017.2,4997.38,12.41,246,South,Sports,460.49,2752,15779.35,18157.56,1498.25,2,2022
REC-00413,2023-03-20,11506.02,11525.95,613.56,6.12,31,South,Food,334.93,2474,23645.53,32682.05,2955.49,3,2023
REC-00414,2023-09-05,10999.5,5843.41,2543.0,1.27,194,North,Clothing,374.47,2372,19385.91,24379.83,3692.45,9,2023
REC-00415,2022-09-21,9739.86,10770.61,1987.09,17.39,477,East,Home,165.72,1066,22497.56,29994.25,6470.4,9,2022
REC-00416,2022-02-22,14718.36,4002.14,4342.52,13.59,251,South,Electronics,373.72,989,23063.03,24420.81,4323.69,2,2022
REC-00417,2023-07-26,13598.78,1677.76,2432.24,28.46,372,South,Clothing,62.65,3963,17708.77,19679.51,1769.74,7,2023
REC-00418,2023-09-12,9876.64,5797.17,643.79,1.82,292,West,Clothing,218.89,3500,16317.6,23494.83,2502.45,9,2023
REC-00419,2022-01-05,10551.04,1544.69,3208.68,20.56,50,East,Sports,332.04,134,15304.41,15342.07,2884.08,1,2022
REC-00420,2022-04-13,1248.14,5934.98,3876.83,0.75,345,East,Food,115.74,4642,11059.95,23070.32,4563.34,4,2022
